"SCountry","TCountry","Intensity"
"Australia","Afghanistan",-10
"India","Afghanistan",-4
"Iraq","Afghanistan",-46
"Pakistan","Afghanistan",-158
"Russian Federation","Afghanistan",-0.4
"Tajikistan","Afghanistan",-30.2
"United Kingdom","Afghanistan",-10
"United States","Afghanistan",-154.5
"Serbia","Albania",-9
"Spain","Albania",-10
"Afghanistan","Algeria",-10
"Belgium","Algeria",-15
"China","Algeria",-9
"France","Algeria",-26
"Greece","Algeria",-20
"Iraq","Algeria",-12
"Libya","Algeria",-28
"Morocco","Algeria",-45
"Nigeria","Angola",-16
"Portugal","Angola",-10
"United States","Antarctica",-2
"Brazil","Argentina",-5.6
"France","Argentina",-12.3
"Germany","Argentina",-2
"Iran","Argentina",-55
"Italy","Argentina",-2
"Japan","Argentina",-2
"Mexico","Argentina",-2
"Russian Federation","Argentina",-5
"Spain","Argentina",-2
"United States","Argentina",-5.4
"Venezuela","Argentina",-5
"Azerbaijan","Armenia",-191
"Russian Federation","Armenia",-301.2
"Turkey","Armenia",-4
"Afghanistan","Australia",-9
"Bahrain","Australia",-2
"Cuba","Australia",-5
"Egypt","Australia",-20
"France","Australia",-9
"Indonesia","Australia",-106.4
"Iran","Australia",-63
"Iraq","Australia",-70
"Malaysia","Australia",-11.6
"Nigeria","Australia",-12
"Singapore","Australia",-7
"Syria","Australia",-13
"Ukraine","Australia",-9
"United States","Australia",-59.2
"Czech Republic","Austria",-0.4
"Armenia","Azerbaijan",-71.4
"Germany","Azerbaijan",-2
"India","Azerbaijan",-10
"United Kingdom","Azerbaijan",-4
"United States","Azerbaijan",-10.8
"Democratic Republic of Congo","Bahrain",-9.5
"Egypt","Bahrain",-2
"Iran","Bahrain",-7.4
"Lebanon","Bahrain",-10
"Philippines","Bahrain",-10
"South Korea","Bahrain",-0.4
"United States","Bahrain",-0.3
"Argentina","Bangladesh",-2
"India","Bangladesh",-65.5
"Pakistan","Bangladesh",-5
"Russian Federation","Bangladesh",-5
"United States","Bangladesh",-5
"Yemen","Bangladesh",-9.2
"France","Belarus",-2.4
"Germany","Belarus",-2.4
"Iraq","Belarus",-30
"Japan","Belarus",-2
"Latvia","Belarus",-5
"Ukraine","Belarus",-4.4
"Cuba","Belgium",-6.5
"France","Belgium",-50.2
"Germany","Belgium",-2
"Syria","Belgium",-14
"Yemen","Belgium",-5
"India","Benin",-9
"India","Bhutan",-10
"Brazil","Bolivia",-4
"United States","Bolivia",-8
"Syria","Bosnia and Herzegovina",-9
"Argentina","Brazil",-6
"Bolivia","Brazil",-5
"Colombia","Brazil",-5
"Guinea-Bissau","Brazil",-2
"Indonesia","Brazil",-30
"Paraguay","Brazil",-5
"Spain","Brazil",-5
"United Kingdom","Brazil",-17.2
"Philippines","Brunei",-2
"Vietnam","Brunei",-2
"France","Bulgaria",-10
"Georgia","Bulgaria",-5
"Greece","Bulgaria",-5
"Libya","Bulgaria",-5
