"SCountry","TCountry","Intensity"
"Australia","Afghanistan",-77.2
"Canada","Afghanistan",-7.2
"France","Afghanistan",-35.2
"Germany","Afghanistan",-8
"Ghana","Afghanistan",-0.3
"India","Afghanistan",-25.2
"Iraq","Afghanistan",-17.2
"Mongolia","Afghanistan",-21.6
"New Zealand","Afghanistan",-17.2
"Pakistan","Afghanistan",-40
"Portugal","Afghanistan",-7.2
"Russia","Afghanistan",-30
"Saudi Arabia","Afghanistan",-5
"Spain","Afghanistan",-5
"Sweden","Afghanistan",-7.2
"Tajikistan","Afghanistan",-10
"Turkey","Afghanistan",-5
"United Kingdom","Afghanistan",-24
"United States","Afghanistan",-159.4
"Uzbekistan","Afghanistan",-10
"Belgium","Albania",-10
"Croatia","Albania",-10
"Greece","Albania",-74
"Netherlands","Albania",-5
"Serbia","Albania",-10
"Iraq","Algeria",-9.5
"Italy","Algeria",-72
"Morocco","Algeria",-4
"Spain","Algeria",-19
"Turkey","Algeria",-5
"United Kingdom","Algeria",-5
"Switzerland","Angola",-2
"Chile","Argentina",-4
"China","Argentina",-18
"Lebanon","Argentina",-35
"Mexico","Argentina",-63
"Paraguay","Argentina",-2
"Spain","Argentina",-30
"United Kingdom","Argentina",-5
"United States","Argentina",-28.2
"Venezuela","Argentina",-8
"France","Armenia",-2
"Georgia","Armenia",-5
"Pakistan","Armenia",-2
"Switzerland","Armenia",-10
"Turkey","Armenia",-5
"United States","Aruba",-2
"Afghanistan","Australia",-75
"Botswana","Australia",-5
"British Virgin Islands","Australia",-2
"Cameroon","Australia",-9
"Canada","Australia",-5
"China","Australia",-19.5
"France","Australia",-14.4
"Hungary","Australia",-7
"Indonesia","Australia",-187
"Iran","Australia",-9
"Iraq","Australia",-57
"Ireland","Australia",-10
"Israel","Australia",-10
"Italy","Australia",-15
"Japan","Australia",-2
"Mauritius","Australia",-10
"New Zealand","Australia",-5
"Philippines","Australia",-16.2
"Serbia","Australia",-4
"Singapore","Australia",-297
"Sri Lanka","Australia",-4.4
"Syria","Australia",-122
"Timor-Leste","Australia",-4
"United Kingdom","Australia",-39
"United States","Australia",-51.8
"Bosnia and Herzegovina","Austria",-10
"Croatia","Austria",-10
"France","Austria",-5
"Romania","Austria",-2
"United Kingdom","Austria",-15
"Armenia","Azerbaijan",-8.8
"Cyprus","Azerbaijan",-2
"India","Azerbaijan",-11
"Russia","Azerbaijan",-41
"Ukraine","Azerbaijan",-29
"United States","Azerbaijan",-15.9
"Syria","Bahrain",-2
"China","Bangladesh",-2
"India","Bangladesh",-238.9
"Indonesia","Bangladesh",-5
"Iran","Bangladesh",-5
"Malaysia","Bangladesh",-10
"Myanmar","Bangladesh",-10
"Russia","Bangladesh",-5
"Singapore","Bangladesh",-5
"Turkey","Bangladesh",-10
"United Kingdom","Bangladesh",-2
"United States","Bangladesh",-15
"United States","Barbados",-5
"Japan","Belarus",-2
"Latvia","Belarus",-0.4
"Russia","Belarus",-5
"United States","Belarus",-4
"Belarus","Belgium",-4
"Chad","Belgium",-2
"Dominican Republic","Belgium",-5
"France","Belgium",-7
"Netherlands","Belgium",-5
"Rwanda","Belgium",-40
"Turkey","Belgium",-6
"United Kingdom","Belgium",-16.4
"United States","Belgium",-2
"Vietnam","Belgium",-15
"India","Benin",-2
"Liberia","Benin",-4
"United States","Bermuda",-5
"India","Bolivia",-7.5
"Mexico","Bolivia",-13
"Peru","Bolivia",-8
"United States","Bolivia",-15.5
"Venezuela","Bolivia",-2
"Australia","Bosnia and Herzegovina",-7
"Croatia","Bosnia and Herzegovina",-34
"Denmark","Bosnia and Herzegovina",-4
"Estonia","Bosnia and Herzegovina",-7.2
"Serbia","Bosnia and Herzegovina",-16.5
"Slovakia","Bosnia and Herzegovina",-4.4
"Slovenia","Bosnia and Herzegovina",-5
"Sweden","Bosnia and Herzegovina",-8
"United States","Bosnia and Herzegovina",-14
"Argentina","Brazil",-2
"Australia","Brazil",-14
"Bangladesh","Brazil",-9
"Cuba","Brazil",-2
"France","Brazil",-5
"Holy See","Brazil",-2
"India","Brazil",-5
"Lebanon","Brazil",-9
"Mexico","Brazil",-5
"Portugal","Brazil",-10
"United Kingdom","Brazil",-99
"United States","Brazil",-15
"Georgia","Bulgaria",-7
"Libya","Bulgaria",-33
"Congo","Burundi",-12
"France","Burundi",-2
"Greece","Burundi",-5
"Rwanda","Burundi",-11
"Thailand","Cambodia",-4
"Vietnam","Cambodia",-10
"Malawi","Cameroon",-5
"France","Canada",-16
"India","Canada",-4.4
"Iran","Canada",-4
"Israel","Canada",-2
"New Zealand","Canada",-5
"Turkey","Canada",-2
"United States","Canada",-80
"Congo","Central African Republic",-9
"Cameroon","Chad",-9
"Colombia","Chad",-10
"Senegal","Chad",-70
"Sudan","Chad",-40
"United States","Chad",-5
"Argentina","Chile",-2
"Bolivia","Chile",-5
"Dominican Republic","Chile",-5
"Ecuador","Chile",-12
"Israel","Chile",-5
"Japan","Chile",-10.6
"Peru","Chile",-44
"Switzerland","Chile",-16.8
"United States","Chile",-9
"Australia","China",-6.3
"Belarus","China",-5
"Bhutan","China",-4
"Canada","China",-2
"Cuba","China",-4
"Czech Republic","China",-4
"Greece","China",-9.2
"Hong Kong","China",-16
"India","China",-2
"Japan","China",-99.2
"Jordan","China",-10
"Malaysia","China",-49
"Nepal","China",-8
"New Zealand","China",-6
"Pakistan","China",-2
"Russia","China",-41.5
"South Korea","China",-11
"Taiwan","China",-89.4
"United Kingdom","China",-13.8
"United States","China",-258.7
"Venezuela","China",-8.8
"Bolivia","Colombia",-9.5
"Brazil","Colombia",-8
"Costa Rica","Colombia",-5
"Ecuador","Colombia",-35
"India","Colombia",-35.5
"Mexico","Colombia",-5
"Paraguay","Colombia",-5
"Peru","Colombia",-10
"Portugal","Colombia",-14.2
"Puerto Rico","Colombia",-4
"United States","Colombia",-25
"Venezuela","Colombia",-22
"France","Congo",-17
"Rwanda","Congo",-4.4
"Tanzania","Congo",-2
"Uganda","Congo",-36.5
"Czech Republic","Costa Rica",-5
"Philippines","Costa Rica",-0.3
"United States","Costa Rica",-2
"France","Cote d'Ivoire",-15
"Niger","Cote d'Ivoire",-0.4
"Ukraine","Cote d'Ivoire",-11.2
"Bosnia and Herzegovina","Croatia",-34
"Germany","Croatia",-5
"Greece","Croatia",-15
"Italy","Croatia",-2
"Kosovo","Croatia",-5
"Montenegro","Croatia",-4
"Netherlands","Croatia",-10
"Serbia","Croatia",-9
"Slovenia","Croatia",-20
"United Kingdom","Croatia",-10
"Brazil","Cuba",-10
"Czech Republic","Cuba",-6
"Spain","Cuba",-4
"U.S. Virgin Islands","Cuba",-5
"United States","Cuba",-105
"Venezuela","Cuba",-9
"Turkey","Cyprus",-27.5
"United States","Cyprus",-2
"Austria","Czech Republic",-5
"Costa Rica","Czech Republic",-5
"Cuba","Czech Republic",-2
"Ireland","Czech Republic",-2
"Poland","Czech Republic",-2
"Slovakia","Czech Republic",-10
"Ukraine","Czech Republic",-9
"United States","Czech Republic",-12
"Congo","Democratic Republic of Congo",-20
"Uganda","Democratic Republic of Congo",-11
"Bosnia and Herzegovina","Denmark",-5
"Egypt","Denmark",-2
"Lebanon","Denmark",-2
"Turkey","Denmark",-67
"United States","Denmark",-13.8
"United States","Dominican Republic",-25
"Bolivia","Ecuador",-21.6
"Brazil","Ecuador",-26.6
"Colombia","Ecuador",-59.6
"India","Ecuador",-5
"Peru","Ecuador",-35.6
"Russia","Ecuador",-2
"Spain","Ecuador",-4
"United States","Ecuador",-26.6
"Iran","Egypt",-5
"Israel","Egypt",-19
"Italy","Egypt",-15
"Latvia","Egypt",-2
"Libya","Egypt",-5
"Saudi Arabia","Egypt",-5
"Suriname","Egypt",-95.5
"United Kingdom","Egypt",-15
"United States","Egypt",-6
"United States","El Salvador",-12
"Ethiopia","Eritrea",-29.7
"Russia","Estonia",-16
"United States","Estonia",-6
"Canada","Ethiopia",-0.3
"Eritrea","Ethiopia",-24.4
"France","Ethiopia",-10
"Kenya","Ethiopia",-10
"Somalia","Ethiopia",-4
"Spain","Ethiopia",-5
"United States","Ethiopia",-5.6
"Argentina","Falkland Islands",-9.5
"Papua New Guinea","Fiji",-41.8
"Vanuatu","Fiji",-5
"Latvia","Finland",-15
"Serbia","Finland",-0.8
"United States","Finland",-10
"Afghanistan","France",-18
"Algeria","France",-6
"Australia","France",-7
"Azerbaijan","France",-14.4
"Belgium","France",-5.4
"Brazil","France",-9.2
"Cambodia","France",-9
"China","France",-0.8
"Congo","France",-7.2
"Cote d'Ivoire","France",-5
"Czech Republic","France",-13
"Ethiopia","France",-20
"French Polynesia","France",-2
"Germany","France",-10
"Greece","France",-13
"Indonesia","France",-11
"Iran","France",-5
"Netherlands","France",-4
"Portugal","France",-10
"Russia","France",-9
"Rwanda","France",-15
"South Korea","France",-4
"Spain","France",-5
"Sweden","France",-4.4
"Taiwan","France",-7.2
"Tunisia","France",-11
"United Kingdom","France",-34
"United States","France",-14
"Venezuela","France",-4
"Liberia","Gabon",-4.4
"United States","Gabon",-4
"Romania","Georgia",-0.4
"Russia","Georgia",-29.3
"United States","Georgia",-7
"Afghanistan","Germany",-18
"Argentina","Germany",-2
"Austria","Germany",-5
"Canada","Germany",-15
"China","Germany",-10
"Czech Republic","Germany",-15
"Ethiopia","Germany",-4
"France","Germany",-15
"Ghana","Germany",-12
"Iraq","Germany",-61
"Italy","Germany",-5
"Nigeria","Germany",-5
"Poland","Germany",-15
"Romania","Germany",-4
"Slovakia","Germany",-2
"Spain","Germany",-5
"Syria","Germany",-19
"Taiwan","Germany",-10
"Tanzania","Germany",-2
"Turkey","Germany",-7
"United Kingdom","Germany",-44
"United States","Germany",-33
"Germany","Ghana",-8.4
"Israel","Ghana",-5
"Thailand","Ghana",-5
"United States","Ghana",-5
"Afghanistan","Greece",-7.2
"Albania","Greece",-2
"South Korea","Greece",-4
"Turkey","Greece",-2
"Mexico","Guatemala",-15
"United States","Guatemala",-47
"United States","Guinea-Bissau",-8
"Grenada","Guyana",-2
"South Korea","Guyana",-6
"Brazil","Haiti",-2
"Dominican Republic","Haiti",-9.5
"Jamaica","Haiti",-10
"United States","Haiti",-5
