"SCountry","TCountry","Intensity"
"Australia","Afghanistan",-130.6
"Bangladesh","Afghanistan",-14.2
"Canada","Afghanistan",-10
"Denmark","Afghanistan",-7.2
"France","Afghanistan",-5
"Germany","Afghanistan",-29.2
"India","Afghanistan",-9.5
"Iran","Afghanistan",-12.6
"Italy","Afghanistan",-7.2
"Netherlands","Afghanistan",-26.4
"Pakistan","Afghanistan",-787.9
"Russia","Afghanistan",-2.4
"Saudi Arabia","Afghanistan",-10
"Sudan","Afghanistan",-11
"Tajikistan","Afghanistan",-15
"United Kingdom","Afghanistan",-70.4
"United States","Afghanistan",-723.1
"Greece","Albania",-10
"Serbia","Albania",-14
"Uruguay","Albania",-5
"Australia","Algeria",-2
"Morocco","Angola",-10
"Portugal","Angola",-2
"United States","Angola",-2
"China","Antarctica",-7.2
"Bolivia","Argentina",-10.6
"Brazil","Argentina",-5
"Chile","Argentina",-5
"Colombia","Argentina",-5.6
"Ecuador","Argentina",-5.6
"Israel","Argentina",-8.8
"Mexico","Argentina",-10
"Montenegro","Argentina",-2
"Paraguay","Argentina",-5
"Peru","Argentina",-5.6
"United States","Argentina",-6
"Uruguay","Argentina",-2.3
"Azerbaijan","Armenia",-5
"Turkey","Armenia",-51.6
"Ukraine","Armenia",-10
"United States","Armenia",-2.3
"Afghanistan","Australia",-137.4
"Algeria","Australia",-7
"France","Australia",-2
"Georgia","Australia",-0.4
"Indonesia","Australia",-120
"Marshall Islands","Australia",-2
"Nauru","Australia",-2
"Papua New Guinea","Australia",-20
"Philippines","Australia",-10
"Russia","Australia",-4.4
"Solomon Islands","Australia",-5
"Thailand","Australia",-55.4
"United Kingdom","Australia",-53
"United States","Australia",-23
"Venezuela","Australia",-5
"Germany","Austria",-2
"Ireland","Austria",-5
"New Zealand","Austria",-5
"Armenia","Azerbaijan",-19.4
"Hungary","Azerbaijan",-5
"Latvia","Azerbaijan",-4
"Russia","Azerbaijan",-5
"Turkey","Azerbaijan",-4
"Uganda","Azerbaijan",-2
"India","Bangladesh",-47
"Indonesia","Bangladesh",-5
"Tajikistan","Bangladesh",-18
"Uruguay","Bangladesh",-2
"Belgium","Belarus",-2
"Japan","Belarus",-28
"Poland","Belarus",-2.3
"Russia","Belarus",-9.8
"United Kingdom","Belarus",-2
"United States","Belarus",-40
"Egypt","Belgium",-9.5
"Ireland","Belgium",-0.4
"Poland","Belgium",-9.5
"Russia","Belgium",-6.5
"Sri Lanka","Belgium",-7
"India","Bhutan",-5
"Brazil","Bolivia",-31.4
"Ecuador","Bolivia",-26
"Japan","Bolivia",-0.4
"Peru","Bolivia",-6
"Spain","Bolivia",-5
"Trinidad and Tobago","Bolivia",-4
"United States","Bolivia",-185.9
"Uruguay","Bolivia",-2
"Venezuela","Bolivia",-30
"Netherlands","Bosnia and Herzegovina",-24
"Portugal","Bosnia and Herzegovina",-2
"Serbia","Bosnia and Herzegovina",-22
"United Kingdom","Bosnia and Herzegovina",-10
"Swaziland","Botswana",-9.5
"Zimbabwe","Botswana",-21.8
"Bolivia","Brazil",-11.6
"China","Brazil",-5.6
"Colombia","Brazil",-5.6
"Ecuador","Brazil",-7.6
"Guatemala","Brazil",-5
"India","Brazil",-18
"Mexico","Brazil",-9
"Nigeria","Brazil",-4
"Peru","Brazil",-5.6
"United Kingdom","Brazil",-82
"Greece","Bulgaria",-18
"Libya","Bulgaria",-15
"United Kingdom","Bulgaria",-2
"Thailand","Cambodia",-34
"India","Cameroon",-2
"Afghanistan","Canada",-54.8
"Australia","Canada",-4
"Cyprus","Canada",-5
"Eritrea","Canada",-4
"France","Canada",-5
"Grenada","Canada",-4
"India","Canada",-13.5
"Iran","Canada",-18
"Latvia","Canada",-5
"Puerto Rico","Canada",-9
"Russia","Canada",-21.6
"United States","Canada",-93.6
"Russia","Central African Republic",-14.4
"France","Chad",-5
"Russia","Chad",-14.4
"Senegal","Chad",-11
"Sudan","Chad",-4
"Argentina","Chile",-5
"Ecuador","Chile",-5
"Philippines","Chile",-2
"Spain","Chile",-4
"United Kingdom","Chile",-5
"Venezuela","Chile",-22
"Afghanistan","China",-41
"Bhutan","China",-5.6
"Cote d'Ivoire","China",-5.6
"Germany","China",-11.6
"Hong Kong","China",-4
"India","China",-25
"Iran","China",-5
"Israel","China",-4
"Italy","China",-5.6
"Japan","China",-27.9
"Malaysia","China",-5
"Mexico","China",-10
"Nepal","China",-62
"New Zealand","China",-15
"North Korea","China",-10
"Pakistan","China",-20
"Paraguay","China",-4
"Singapore","China",-10.6
"South Africa","China",-14
"South Korea","China",-47.4
"Taiwan","China",-62.4
"United Kingdom","China",-12.2
"United States","China",-21.2
"Vietnam","China",-13
"Zimbabwe","China",-10
"Argentina","Colombia",-19
"Australia","Colombia",-5
"Canada","Colombia",-10
"Denmark","Colombia",-4
"Ecuador","Colombia",-38.2
"Panama","Colombia",-14
"Peru","Colombia",-5
"Spain","Colombia",-75
"United States","Colombia",-79
"Venezuela","Colombia",-134
"Yemen","Colombia",-18
"Angola","Congo",-5
"Democratic Republic of Congo","Congo",-13
"Uganda","Congo",-29
"Vietnam","Congo",-19
"United States","Cote d'Ivoire",-2
"Austria","Croatia",-30
"Tanzania","Croatia",-4
"Belgium","Cuba",-0.4
"Czech Republic","Cuba",-2
"Finland","Cuba",-2
"Mexico","Cuba",-24.5
"United States","Cuba",-29
"Czech Republic","Cyprus",-4
"South Korea","Cyprus",-10
"Turkey","Cyprus",-4
"United States","Cyprus",-4
"Afghanistan","Czech Republic",-7.2
"India","Czech Republic",-30
"Japan","Czech Republic",-4
"Pakistan","Czech Republic",-10
"Russia","Czech Republic",-32.4
"United States","Czech Republic",-30.6
"Belgium","Democratic Republic of Congo",-5
"Congo","Democratic Republic of Congo",-19
"France","Democratic Republic of Congo",-2
"Rwanda","Democratic Republic of Congo",-6
"Uganda","Democratic Republic of Congo",-20
"United Kingdom","Democratic Republic of Congo",-2
"Colombia","Denmark",-5
"Iran","Denmark",-9
"Pakistan","Denmark",-9
"Eritrea","Djibouti",-10
"Bolivia","Ecuador",-14
"Colombia","Ecuador",-20.5
"Spain","Ecuador",-5
"United States","Ecuador",-2
"Afghanistan","Egypt",-5
"Iraq","Egypt",-9
"Israel","Egypt",-33
"Poland","Egypt",-5
"Sudan","Egypt",-63
"United States","Egypt",-22
"United States","El Salvador",-5
"Canada","Eritrea",-8
"Djibouti","Eritrea",-12
"Ethiopia","Eritrea",-6
"Somalia","Ethiopia",-87
"South Africa","Ethiopia",-5
"United States","Ethiopia",-5.4
"New Zealand","Fiji",-24
"Samoa","Fiji",-5
"Vanuatu","Fiji",-5
