"SCountry","TCountry","Intensity"
"Australia","Afghanistan",-40
"Bulgaria","Afghanistan",-10
"Canada","Afghanistan",-66.6
"France","Afghanistan",-7.2
"Germany","Afghanistan",-76
"India","Afghanistan",-12.2
"Iran","Afghanistan",-21
"Italy","Afghanistan",-14.4
"Pakistan","Afghanistan",-368.7
"South Korea","Afghanistan",-187.9
"Spain","Afghanistan",-7.2
"Tajikistan","Afghanistan",-10
"Turkey","Afghanistan",-19.2
"United Kingdom","Afghanistan",-80.2
"United States","Afghanistan",-227.5
"Armenia","Albania",-5.6
"Azerbaijan","Albania",-2
"France","Albania",-5
"Greece","Albania",-5
"Kosovo","Albania",-5
"Romania","Albania",-20
"Serbia","Albania",-34
"Cuba","Algeria",-10
"France","Algeria",-5
"Morocco","Algeria",-4
"Democratic Republic of Congo","Angola",-2
"United States","Antigua and Barbuda",-6
"Colombia","Argentina",-0.4
"Iran","Argentina",-4
"Mexico","Argentina",-15
"Spain","Argentina",-17
"United States","Argentina",-9
"Uruguay","Argentina",-2
"Azerbaijan","Armenia",-5
"Belarus","Armenia",-0.4
"Georgia","Armenia",-10
"Russia","Armenia",-4
"Turkey","Armenia",-6
"United States","Armenia",-4
"Afghanistan","Australia",-45
"Bermuda","Australia",-2
"Canada","Australia",-14
"China","Australia",-12
"Fiji","Australia",-8
"France","Australia",-8
"Germany","Australia",-18.5
"Greece","Australia",-2
"India","Australia",-70
"Indonesia","Australia",-17.4
"Lebanon","Australia",-106
"New Zealand","Australia",-16.4
"Nigeria","Australia",-108
"Pakistan","Australia",-35
"Papua New Guinea","Australia",-4
"Philippines","Australia",-7
"Samoa","Australia",-18
"Solomon Islands","Australia",-70
"Timor-Leste","Australia",-10.5
"United Kingdom","Australia",-63.6
"United States","Australia",-165.6
"Turkey","Austria",-17
"Armenia","Azerbaijan",-37.1
"Belarus","Azerbaijan",-5
"Burundi","Azerbaijan",-4
"Georgia","Azerbaijan",-9.5
"India","Azerbaijan",-2
"United Kingdom","Azerbaijan",-4
"United States","Azerbaijan",-8
"Afghanistan","Bangladesh",-9
"Hungary","Bangladesh",-10
"India","Bangladesh",-68
"Indonesia","Bangladesh",-11
"Pakistan","Bangladesh",-2
"Russia","Bangladesh",-2
"United Kingdom","Bangladesh",-5
"United States","Bangladesh",-5
"France","Belarus",-2
"Iran","Belarus",-2
"Japan","Belarus",-18.4
"Kenya","Belarus",-8
"Russia","Belarus",-5
"Ukraine","Belarus",-5
"United States","Belarus",-38
"Colombia","Belgium",-9
"Ecuador","Belgium",-2
"Hungary","Belgium",-9
"Italy","Belgium",-8.8
"Monaco","Belgium",-0.9
"Netherlands","Belgium",-9
"Poland","Belgium",-8.8
"Russia","Belgium",-8
"Rwanda","Belgium",-19
"Senegal","Belgium",-4
"United Kingdom","Belgium",-10
"Jamaica","Bermuda",-10
"Argentina","Bolivia",-5
"Serbia","Bosnia and Herzegovina",-10
"Argentina","Brazil",-5
"Bolivia","Brazil",-4
"China","Brazil",-5
"Congo","Brazil",-2
"France","Brazil",-2
"India","Brazil",-9
"Italy","Brazil",-5
"Mexico","Brazil",-6.5
"Paraguay","Brazil",-2
"Russia","Brazil",-4
"Spain","Brazil",-5
"United Kingdom","Brazil",-10
"United States","Brazil",-24.5
"Uruguay","Brazil",-5
"Venezuela","Brazil",-19.4
"Greece","Bulgaria",-5
