"SCountry","TCountry","Intensity"
"Australia","Afghanistan",-17.2
"Canada","Afghanistan",-31.6
"France","Afghanistan",-14
"Germany","Afghanistan",-4
"Greece","Afghanistan",-9.5
"Iran","Afghanistan",-5
"Israel","Afghanistan",-9.5
"Japan","Afghanistan",-17.5
"Netherlands","Afghanistan",-2
"New Zealand","Afghanistan",-21.6
"Pakistan","Afghanistan",-201.5
"Russia","Afghanistan",-7.2
"Spain","Afghanistan",-4
"Tajikistan","Afghanistan",-19.5
"Turkey","Afghanistan",-10
"Uganda","Afghanistan",-6
"United Kingdom","Afghanistan",-62.6
"United States","Afghanistan",-600.7
"Kosovo","Albania",-5
"Serbia","Albania",-26
"France","Algeria",-5
"Morocco","Algeria",-4
"United Kingdom","Algeria",-10
"United States","Algeria",-2
"Australia","Argentina",-2
"China","Argentina",-9
"Egypt","Argentina",-5
"Falkland Islands","Argentina",-2
"Mexico","Argentina",-4
"United States","Argentina",-2
"Azerbaijan","Armenia",-26.4
"Russia","Armenia",-40.4
"Turkey","Armenia",-55
"Afghanistan","Australia",-23
"Belgium","Australia",-9
"China","Australia",-8
"Fiji","Australia",-18
"Germany","Australia",-9
"Indonesia","Australia",-94
"Italy","Australia",-15
"Japan","Australia",-0.4
"New Zealand","Australia",-7
"Papua New Guinea","Australia",-4.4
"Saudi Arabia","Australia",-2
"Serbia","Australia",-16.8
"Thailand","Australia",-10
"United Kingdom","Australia",-15
"United States","Australia",-100
"Denmark","Austria",-13
"Sweden","Austria",-4
"Armenia","Azerbaijan",-27.8
"Cyprus","Azerbaijan",-2
"Georgia","Azerbaijan",-5
"Greece","Azerbaijan",-2
"Japan","Azerbaijan",-5
"Russia","Azerbaijan",-23
"United States","Azerbaijan",-20
"United States","Bahrain",-5
"Afghanistan","Bangladesh",-37
"India","Bangladesh",-207
"Japan","Bangladesh",-5
"Tajikistan","Bangladesh",-5
"Thailand","Bangladesh",-15
"United States","Bangladesh",-0.8
"United Kingdom","Barbados",-2
"China","Belarus",-4
"Japan","Belarus",-54.5
"Kenya","Belarus",-6.5
"Poland","Belarus",-9.5
"Ukraine","Belarus",-4.4
"Australia","Belgium",-2
"Brazil","Belgium",-2
"Portugal","Belgium",-2
"Rwanda","Belgium",-47
"Thailand","Belgium",-2
"United States","Belgium",-2
"Bangladesh","Bhutan",-9
"Brazil","Bolivia",-5
"Croatia","Bosnia and Herzegovina",-2
"Serbia","Bosnia and Herzegovina",-27.6
"United States","Bosnia and Herzegovina",-10
"Argentina","Brazil",-0.4
"China","Brazil",-6
"Mexico","Brazil",-8
"Mozambique","Brazil",-2
"Romania","Brazil",-0.1
"United Kingdom","Brazil",-162
"Venezuela","Brazil",-2
"Croatia","Bulgaria",-9
"Czech Republic","Bulgaria",-5
"Germany","Bulgaria",-0.4
"Hungary","Bulgaria",-30
"Italy","Bulgaria",-5
"Libya","Bulgaria",-49
"Moldova, Republic of","Bulgaria",-4
"Serbia","Bulgaria",-5
"Spain","Bulgaria",-5
"United States","Bulgaria",-14.4
"France","Burundi",-35
"Rwanda","Burundi",-4
"China","Cambodia",-5
"United States","Cambodia",-5
"Vietnam","Cambodia",-10
"India","Cameroon",-5
"Indonesia","Cameroon",-5
"Russia","Cameroon",-9
"Thailand","Cameroon",-4
"China","Canada",-7.2
"Denmark","Canada",-5
"Egypt","Canada",-5
"France","Canada",-5
"Italy","Canada",-5
"Pakistan","Canada",-2
"Russia","Canada",-10
"Serbia","Canada",-5
"Syria","Canada",-7
"United Kingdom","Canada",-4
"United States","Canada",-28
"Belgium","Chad",-25
"Congo","Chad",-4
"Sudan","Chad",-38
"Bolivia","Chile",-2
"El Salvador","Chile",-5
"Honduras","Chile",-47.4
"Nicaragua","Chile",-5
"Peru","Chile",-5
"United States","Chile",-10
"Canada","China",-28
"Denmark","China",-5
"Holy See","China",-8
"Hong Kong","China",-15.3
"Indonesia","China",-210
"Iran","China",-10
"Japan","China",-117.5
"Kyrgyzstan","China",-0.1
"Malawi","China",-2
"Malaysia","China",-5
"Mexico","China",-2
"Nepal","China",-7
"New Zealand","China",-4
"North Korea","China",-4
"Russia","China",-31
"Singapore","China",-2
"Taiwan","China",-36.8
"Thailand","China",-40
"Uganda","China",-10
"United Kingdom","China",-14
"United States","China",-206.2
"Venezuela","China",-4
"Argentina","Colombia",-9.5
"Bolivia","Colombia",-5
"Brazil","Colombia",-24.2
"Costa Rica","Colombia",-10
"Cuba","Colombia",-4
"Dominican Republic","Colombia",-4
"Ecuador","Colombia",-23.4
"Guatemala","Colombia",-5
"India","Colombia",-18
"Nicaragua","Colombia",-9.2
"Pakistan","Colombia",-18
"Trinidad and Tobago","Colombia",-10
"United Kingdom","Colombia",-4
"United States","Colombia",-43
"Uruguay","Colombia",-10
"Venezuela","Colombia",-13.2
"Democratic Republic of Congo","Congo",-15
"France","Congo",-5
"Nigeria","Congo",-2
"Nicaragua","Costa Rica",-9
"Austria","Croatia",-5
"Bosnia and Herzegovina","Croatia",-20.4
"Bulgaria","Croatia",-5
"Czech Republic","Croatia",-14.4
"Greece","Croatia",-55
"Israel","Croatia",-2
"Italy","Croatia",-5
"Malta","Croatia",-25
"Netherlands","Croatia",-15
"Serbia","Croatia",-10
"Switzerland","Croatia",-10.8
"United Kingdom","Croatia",-4
"Mexico","Cuba",-2
"Paraguay","Cuba",-10
"Spain","Cuba",-9.2
"United States","Cuba",-66
"Venezuela","Cuba",-19.4
"Iraq","Cyprus",-18
"Turkey","Cyprus",-86
"United Kingdom","Cyprus",-2
"United States","Cyprus",-10
"China","Czech Republic",-4
"Hungary","Czech Republic",-10
"Iraq","Czech Republic",-18
"Poland","Czech Republic",-14
"Russia","Czech Republic",-0.8
"Congo","Democratic Republic of Congo",-19
"Kenya","Democratic Republic of Congo",-2
"Rwanda","Democratic Republic of Congo",-36
"Senegal","Democratic Republic of Congo",-2
"Uganda","Democratic Republic of Congo",-33.2
"Canada","Denmark",-5
"Finland","Denmark",-5
"Kenya","Denmark",-9
"Puerto Rico","Dominican Republic",-5
"Angola","Ecuador",-2
"Colombia","Ecuador",-8.4
"United States","Ecuador",-9.2
"Argentina","Egypt",-4
"Canada","Egypt",-11.4
"France","Egypt",-15
"Iraq","Egypt",-27
"Israel","Egypt",-26.4
"Lebanon","Egypt",-0.4
"Libya","Egypt",-10
"Mauritania","Egypt",-5
"United Kingdom","Egypt",-2
"United States","Egypt",-6.3
"Guatemala","El Salvador",-9
"Ethiopia","Eritrea",-9.5
"United States","Eritrea",-9.4
"Russia","Estonia",-21
"Burundi","Ethiopia",-0.4
"Iraq","Ethiopia",-9
"Italy","Ethiopia",-4
"United Kingdom","Ethiopia",-15
"Argentina","Falkland Islands",-2
"Chile","Falkland Islands",-2
"Australia","Fiji",-16.4
"India","Fiji",-2
"New Zealand","Fiji",-15
"Indonesia","Finland",-4
"Afghanistan","France",-10
"Algeria","France",-21.4
"Argentina","France",-5
"Bolivia","France",-2
"Cameroon","France",-4.4
"China","France",-4
"Colombia","France",-38
"Haiti","France",-2
"India","France",-15
"Iran","France",-18
"Japan","France",-5.8
"Lebanon","France",-7.2
"Niger","France",-2
"Russia","France",-5
"Spain","France",-5
"United States","France",-5
"Denmark","Gambia",-25
"Azerbaijan","Georgia",-4
"Belarus","Georgia",-5
"Russia","Georgia",-32
"Turkey","Georgia",-9.5
"United States","Georgia",-13
"India","Germany",-27
"Iran","Germany",-8
"Jordan","Germany",-8.8
"Kenya","Germany",-2
"Latvia","Germany",-9.5
"Lithuania","Germany",-7
"Nicaragua","Germany",-2
"Poland","Germany",-15.4
"Thailand","Germany",-5
"Turkey","Germany",-15
"United Kingdom","Germany",-10
"United States","Germany",-15
"Zimbabwe","Germany",-4
"Germany","Ghana",-15
"Niger","Ghana",-2
"Cyprus","Greece",-5
"Netherlands","Greece",-5
"Turkey","Greece",-13
"United States","Greece",-28
"Croatia","Guatemala",-5
"Mexico","Guatemala",-36
"United Kingdom","Guernsey",-9
"Switzerland","Guinea",-9.2
"United States","Guinea",-10
"Guinea","Guinea-Bissau",-2
"Brazil","Haiti",-2
"Canada","Haiti",-0.4
"Dominican Republic","Haiti",-4
"South Africa","Haiti",-0.4
"United States","Haiti",-15
"China","Holy See",-24
"Israel","Holy See",-2
"Mexico","Holy See",-18
"Switzerland","Holy See",-2
"Cuba","Honduras",-2
"Mexico","Honduras",-5
"United States","Honduras",-5
"China","Hong Kong",-25
"Czech Republic","Hong Kong",-5
"Taiwan","Hong Kong",-5
"United States","Hong Kong",-27.5
"Bulgaria","Hungary",-10
"Italy","Hungary",-5
"Russia","Hungary",-2
"Serbia","Hungary",-10
"Bangladesh","India",-53.7
"Colombia","India",-24
"France","India",-5
"Germany","India",-6
"Iran","India",-35.8
"Japan","India",-15
"Kuwait","India",-5
"Nepal","India",-2
"Pakistan","India",-317.6
"Paraguay","India",-2
"Russia","India",-12
"Sri Lanka","India",-35
"Sudan","India",-4
"Trinidad and Tobago","India",-12
"Turkey","India",-5
"United Kingdom","India",-12
