"SCountry","TCountry","Intensity"
"Australia","Afghanistan",-300.8
"Bulgaria","Afghanistan",-14.4
"Cambodia","Afghanistan",-4
"Canada","Afghanistan",-173.5
"China","Afghanistan",-0.4
"Croatia","Afghanistan",-7.2
"Czech Republic","Afghanistan",-34.4
"Finland","Afghanistan",-20
"France","Afghanistan",-14.4
"Israel","Afghanistan",-10
"Italy","Afghanistan",-17.2
"Japan","Afghanistan",-10
"Kazakhstan","Afghanistan",-7.2
"Netherlands","Afghanistan",-34.4
"Pakistan","Afghanistan",-286.5
"Poland","Afghanistan",-40
"Russia","Afghanistan",-9.5
"Saudi Arabia","Afghanistan",-17
"South Korea","Afghanistan",-4
"Sudan","Afghanistan",-0.4
"Sweden","Afghanistan",-40
"United Kingdom","Afghanistan",-265.2
"United States","Afghanistan",-407.5
"Greece","Albania",-14
"Kosovo","Albania",-12
"Montenegro","Albania",-25
"Serbia","Albania",-40
"Slovenia","Albania",-4
"France","Algeria",-5
"Germany","Algeria",-5
"Israel","Algeria",-14.4
"Italy","Algeria",-8
"Namibia","Angola",-5
"Bolivia","Argentina",-6.5
"Chile","Argentina",-5
"Costa Rica","Argentina",-9
"Cuba","Argentina",-2
"Mexico","Argentina",-5
"Philippines","Argentina",-10
"Spain","Argentina",-5
"Turkey","Argentina",-2
"United States","Argentina",-24
"Venezuela","Argentina",-4
"Azerbaijan","Armenia",-24
"France","Armenia",-5
"Georgia","Armenia",-20
"Russia","Armenia",-5
"Slovenia","Armenia",-4
"Turkey","Armenia",-34
"Afghanistan","Australia",-62
"Anguilla","Australia",-5
"Cambodia","Australia",-7
"China","Australia",-8
"France","Australia",-10
"Hong Kong","Australia",-7
"India","Australia",-8.3
"Indonesia","Australia",-180.4
"Iraq","Australia",-85.2
"Israel","Australia",-5
"Jordan","Australia",-18
"Lebanon","Australia",-15
"New Zealand","Australia",-4
"Papua New Guinea","Australia",-4
"Singapore","Australia",-5
"Solomon Islands","Australia",-263
"Thailand","Australia",-39
"Timor-Leste","Australia",-121.2
"Uganda","Australia",-9
"United Kingdom","Australia",-29
