"SCountry","TCountry","Intensity"
"Australia","Afghanistan",-5.8
"Canada","Afghanistan",-2
"China","Afghanistan",-0.4
"Czech Republic","Afghanistan",-7.2
"France","Afghanistan",-21.6
"India","Afghanistan",-0.4
"Iran","Afghanistan",-21
"Lesotho","Afghanistan",-0.6
"Nigeria","Afghanistan",-2
"Pakistan","Afghanistan",-330.4
"Russia","Afghanistan",-0.4
"Spain","Afghanistan",-7.2
"Syria","Afghanistan",-10
"Tajikistan","Afghanistan",-5
"Ukraine","Afghanistan",-5
"United Kingdom","Afghanistan",-21.4
"United States","Afghanistan",-219.2
"Uzbekistan","Afghanistan",-0.8
"Yemen","Afghanistan",-5
"Greece","Albania",-15
"Montenegro","Albania",-4
"Egypt","Algeria",-4
"Iraq","Algeria",-24
"Libya","Algeria",-6.5
"Mali","Algeria",-10
"United States","Algeria",-50
"Bolivia","Argentina",-0.4
"Brazil","Argentina",-0.4
"Cote d'Ivoire","Argentina",-13
"Ecuador","Argentina",-0.4
"Ghana","Argentina",-37
"Guyana","Argentina",-0.4
"Iran","Argentina",-5
"Israel","Argentina",-5
"Puerto Rico","Argentina",-2
"United Kingdom","Argentina",-2
"United States","Argentina",-5
"Germany","Armenia",-0.4
"Russia","Armenia",-2
"Turkey","Armenia",-15.6
"Afghanistan","Australia",-30
"China","Australia",-10
"Colombia","Australia",-9
"Ecuador","Australia",-1.6
"India","Australia",-10
"Indonesia","Australia",-21
"Mongolia","Australia",-4
"Nauru","Australia",-5
"Netherlands","Australia",-8
"North Korea","Australia",-2
"Papua New Guinea","Australia",-4
"Singapore","Australia",-7.2
"Somalia","Australia",-6.5
"Sweden","Australia",-12
"United Kingdom","Australia",-24.8
"United States","Australia",-4
"Germany","Austria",-5
"United Arab Emirates","Austria",-7
"Armenia","Azerbaijan",-8
"Iran","Azerbaijan",-11
"Russia","Azerbaijan",-5
"Egypt","Bahrain",-2
"Iran","Bahrain",-10
"United States","Bahrain",-0.8
"Afghanistan","Bangladesh",-2
"Belarus","Bangladesh",-4
"Belgium","Bangladesh",-2
"Colombia","Bangladesh",-5
"Hungary","Bangladesh",-9.2
"India","Bangladesh",-67
"Japan","Bangladesh",-9
"Myanmar","Bangladesh",-20
"South Africa","Bangladesh",-10
"United States","Bangladesh",-83
"Japan","Belarus",-10
"Moldova, Republic of","Belarus",-2
"Sweden","Belarus",-8
"United States","Belarus",-6
"Bangladesh","Belgium",-18
"France","Belgium",-5
"Germany","Belgium",-5
"Netherlands","Belgium",-5
"Poland","Belgium",-0.4
"Romania","Belgium",-4
"United Kingdom","Belgium",-11
"United States","Belgium",-2
"Syria","Benin",-10
"Netherlands","Bolivia",-5
"Croatia","Bosnia and Herzegovina",-9
"Serbia","Bosnia and Herzegovina",-19
"United States","Bosnia and Herzegovina",-6
"Australia","Brazil",-20
"Benin","Brazil",-2
"Peru","Brazil",-9
"Spain","Brazil",-5
"United Kingdom","Brazil",-2
"United States","Brazil",-4
"Uruguay","Brazil",-9.2
"Greece","Bulgaria",-5
"Lebanon","Bulgaria",-20
"Malaysia","Bulgaria",-7
"Thailand","Bulgaria",-5
"Dominican Republic","Burkina Faso",-2
"Nigeria","Burkina Faso",-0.4
"France","Cambodia",-2
"Thailand","Cambodia",-11.2
"United States","Cambodia",-6
"Algeria","Cameroon",-10
"Austria","Cameroon",-2
"Afghanistan","Canada",-11
"Iran","Canada",-8
"Jamaica","Canada",-16
"Liberia","Canada",-5
"Mexico","Canada",-6.5
"Thailand","Canada",-5
"United Kingdom","Canada",-2
"United States","Canada",-31
"United Kingdom","Cayman Islands",-2
"Congo","Central African Republic",-7.2
"France","Central African Republic",-5
"Bolivia","Chile",-2.1
"Ghana","Chile",-5
"Holy See","Chile",-2
"United States","Chile",-10
"Cambodia","China",-25
"Czech Republic","China",-5
"France","China",-13.6
"Ghana","China",-85
"Hong Kong","China",-8
"India","China",-5
"Japan","China",-37.4
"Kazakhstan","China",-10
"Malawi","China",-4
"Mexico","China",-2
"Nigeria","China",-38
"Russia","China",-14
"South Korea","China",-98.4
"Spain","China",-10
"Taiwan","China",-15
"United States","China",-106.8
"Vietnam","China",-0.4
"Argentina","Colombia",-10
"Bolivia","Colombia",-5
"Costa Rica","Colombia",-10
"Pakistan","Colombia",-25
"United States","Colombia",-22.4
"China","Congo",-2
"Democratic Republic of Congo","Congo",-10
"Rwanda","Congo",-2
"United States","Congo",-2
"Nicaragua","Costa Rica",-2
"Argentina","Cote d'Ivoire",-10
"Ghana","Cote d'Ivoire",-10
"Serbia","Croatia",-14.5
"Tajikistan","Croatia",-5
"United States","Croatia",-0.3
"Haiti","Cuba",-4
"Namibia","Cuba",-5
"United States","Cuba",-14.2
"Venezuela","Cuba",-5
"Lebanon","Cyprus",-5
"Dominican Republic","Czech Republic",-5
"Greece","Czech Republic",-5
"Tanzania","Czech Republic",-5
"Canada","Democratic Republic of Congo",-2
"Congo","Democratic Republic of Congo",-20.4
"France","Democratic Republic of Congo",-12
