"SCountry","TCountry","Intensity"
"Albania","Afghanistan",-7.2
"Armenia","Afghanistan",-7.2
"Australia","Afghanistan",-34.4
"Belgium","Afghanistan",-7.2
"Canada","Afghanistan",-33.4
"Croatia","Afghanistan",-7.2
"Cuba","Afghanistan",-7.2
"France","Afghanistan",-37
"Georgia","Afghanistan",-14.4
"Germany","Afghanistan",-40.8
"Indonesia","Afghanistan",-22
"Iran","Afghanistan",-24.2
"Lithuania","Afghanistan",-14.4
"Netherlands","Afghanistan",-7.2
"Pakistan","Afghanistan",-406.3
"Poland","Afghanistan",-41.6
"Russia","Afghanistan",-12
"Singapore","Afghanistan",-14.4
"Somalia","Afghanistan",-2
"South Korea","Afghanistan",-36
"Spain","Afghanistan",-7.2
"Turkey","Afghanistan",-55.4
"Ukraine","Afghanistan",-5
"United Arab Emirates","Afghanistan",-27
"United Kingdom","Afghanistan",-92.2
"United States","Afghanistan",-1313
"Serbia","Albania",-7
"Bosnia and Herzegovina","Algeria",-5
"United States","Algeria",-5
"Nigeria","Angola",-2
"United States","Angola",-5
"Mauritius","Argentina",-5
"Portugal","Argentina",-2
"United States","Argentina",-12
"Uruguay","Argentina",-5
"Venezuela","Argentina",-2
"Azerbaijan","Armenia",-20
"Russia","Armenia",-5.6
"Turkey","Armenia",-5
"Afghanistan","Australia",-19
"Bulgaria","Australia",-25
"Egypt","Australia",-5
"Indonesia","Australia",-41
"Iraq","Australia",-10
"Japan","Australia",-5
"New Zealand","Australia",-5
"Solomon Islands","Australia",-5.8
"Somalia","Australia",-42
"Trinidad and Tobago","Australia",-10
"United Kingdom","Australia",-4
"United States","Australia",-26
"Germany","Austria",-9
"United States","Austria",-6
"Armenia","Azerbaijan",-420
"Germany","Azerbaijan",-5
"Netherlands","Azerbaijan",-5
"Norway","Azerbaijan",-5
"Sweden","Azerbaijan",-5
"Turkey","Azerbaijan",-7
"Ukraine","Azerbaijan",-20
"United States","Azerbaijan",-9
"United States","Bahamas",-2
"India","Bangladesh",-63
"Pakistan","Bangladesh",-10
"Russia","Bangladesh",-5
"United States","Bangladesh",-5
"El Salvador","Barbados",-2
"Russia","Belarus",-12
"Ukraine","Belarus",-5
"Israel","Belgium",-5
"Kosovo","Belgium",-5
"Nigeria","Benin",-10
"United States","Benin",-10
"United Kingdom","Bermuda",-5
"Argentina","Bolivia",-2
"Ecuador","Bolivia",-5
"Israel","Bolivia",-5
"Peru","Bolivia",-4
"Spain","Bolivia",-5
"Bulgaria","Bosnia and Herzegovina",-5
"Serbia","Bosnia and Herzegovina",-5
"China","Brazil",-10
"Honduras","Brazil",-4
"Iran","Brazil",-5
"Italy","Brazil",-7
"Mexico","Brazil",-5
"Nigeria","Brazil",-2
"Paraguay","Brazil",-5
"Peru","Brazil",-6
"Russia","Brazil",-9
"Suriname","Brazil",-18
"United States","Brazil",-7
"Venezuela","Brazil",-5
"Mauritius","British Indian Ocean Territory",-4
"Australia","Bulgaria",-19
"Greece","Bulgaria",-9
"Guinea","Burkina Faso",-16
"Somalia","Burundi",-4.4
"China","Cambodia",-10
"Thailand","Cambodia",-89.7
"United States","Cambodia",-12
"Chad","Cameroon",-14
"Afghanistan","Canada",-27
"Australia","Canada",-9
"China","Canada",-2
"France","Canada",-12
"Jamaica","Canada",-5
"Mexico","Canada",-15.5
"Slovakia","Canada",-4
"Somalia","Canada",-40
"South Africa","Canada",-12
"United Arab Emirates","Canada",-4
"United Kingdom","Canada",-14
"United States","Canada",-26
"Cuba","Chad",-2
"Sudan","Chad",-2
"Italy","Chile",-5
"Peru","Chile",-8
"Spain","Chile",-17
"Argentina","China",-10
"Australia","China",-14
"Cambodia","China",-5
"Canada","China",-30.3
"Czech Republic","China",-5
"France","China",-10.8
"Germany","China",-2
"Ghana","China",-5
"Hong Kong","China",-33.5
"India","China",-15.6
"Japan","China",-91.1
"Myanmar","China",-10
"North Korea","China",-6.5
"Peru","China",-10
"Philippines","China",-9
"Somalia","China",-9
"Spain","China",-10
"Switzerland","China",-0.4
"Taiwan","China",-51.4
"Thailand","China",-5
"United Kingdom","China",-52
"United States","China",-66.9
"Vietnam","China",-21
"Ecuador","Colombia",-32
"France","Colombia",-2
"Italy","Colombia",-9
"Mexico","Colombia",-5
"New Zealand","Colombia",-2
"Spain","Colombia",-5
"United States","Colombia",-40.2
"Venezuela","Colombia",-66
"Rwanda","Congo",-9
"Sudan","Congo",-2
"Liberia","Cote d'Ivoire",-30
"Sierra Leone","Cote d'Ivoire",-30
"Serbia","Croatia",-11
"Slovenia","Croatia",-16
"Tajikistan","Croatia",-29
"Bosnia and Herzegovina","Cuba",-5
"Colombia","Cuba",-9
"Mexico","Cuba",-5
"United States","Cuba",-42
"Greece","Cyprus",-20
"Turkey","Cyprus",-4
"Canada","Czech Republic",-9
"Poland","Czech Republic",-9
"Vietnam","Czech Republic",-10
"Angola","Democratic Republic of Congo",-2
"Congo","Democratic Republic of Congo",-19
"Gambia","Democratic Republic of Congo",-5
"Rwanda","Democratic Republic of Congo",-27
"Uganda","Democratic Republic of Congo",-10
"Australia","Denmark",-4
"Bolivia","Denmark",-2
"Canada","Denmark",-7
"China","Denmark",-5
"France","Denmark",-2
"Georgia","Denmark",-10.5
"India","Denmark",-13.4
"Pakistan","Denmark",-22.8
"Spain","Denmark",-2
"United States","Denmark",-26.9
"Argentina","Dominican Republic",-5
"Haiti","Dominican Republic",-4.4
"Puerto Rico","Dominican Republic",-5
"Chile","Ecuador",-5
"Colombia","Ecuador",-14.2
"Peru","Ecuador",-2
"France","Egypt",-8.5
"Germany","Egypt",-4
"Iran","Egypt",-16
"Iraq","Egypt",-5
"Ireland","Egypt",-6.5
"Israel","Egypt",-18.3
"Lebanon","Egypt",-2
"Pakistan","Egypt",-5
"United States","El Salvador",-12
"Congo","Eritrea",-8
"Kenya","Eritrea",-2
"Somalia","Eritrea",-2
"United States","Eritrea",-10
"Colombia","Ethiopia",-5
"France","Ethiopia",-2
"Somalia","Ethiopia",-22
"United Kingdom","Ethiopia",-2
"United States","Ethiopia",-2
"Venezuela","Ethiopia",-2
"Yemen","Ethiopia",-5
"Albania","Finland",-18
"Kosovo","Finland",-18
"Afghanistan","France",-46
"Algeria","France",-4.4
"Argentina","France",-10
"Belgium","France",-18
"Brazil","France",-20
"China","France",-2
"Congo","France",-4
"Czech Republic","France",-2
"Dominican Republic","France",-5
"Ecuador","France",-5
"Egypt","France",-10.5
"Guinea","France",-10
"Iran","France",-12
"Mexico","France",-42
"Pakistan","France",-10
"Spain","France",-10
"Sudan","France",-4
"Switzerland","France",-7
"Togo","France",-20
"United Kingdom","France",-27
"United States","France",-23.4
"Western Sahara","France",-5
"Afghanistan","Georgia",-10
"Czech Republic","Georgia",-5
"Gibraltar","Georgia",-4
"Russia","Georgia",-102.3
"Turkey","Georgia",-9
"Ukraine","Georgia",-5
"United States","Georgia",-29
"Argentina","Germany",-4
"Austria","Germany",-5
"Egypt","Germany",-4
"France","Germany",-10
"Israel","Germany",-2
"Saudi Arabia","Germany",-2
"South Korea","Germany",-5
"Ukraine","Germany",-9
"United Kingdom","Germany",-10
"United States","Germany",-23
"Nigeria","Ghana",-42
"Spain","Ghana",-5
"Uganda","Ghana",-9
"United States","Ghana",-5
"Costa Rica","Greece",-4
"Cyprus","Greece",-20
"Egypt","Greece",-5
"Germany","Greece",-5
"United Kingdom","Greece",-15
"United States","Greece",-4
"United States","Guatemala",-10
"Niger","Guinea",-4.4
"South Korea","Guinea",-4
"Brazil","Haiti",-7.2
"Dominican Republic","Haiti",-15
"United States","Haiti",-4
"Mexico","Holy See",-8
"Switzerland","Holy See",-9
"Argentina","Honduras",-4
"Brazil","Honduras",-38.6
"Chile","Honduras",-4
"Cuba","Honduras",-2
"France","Honduras",-2
"Nicaragua","Honduras",-6.5
"Peru","Honduras",-4
"United States","Honduras",-25.6
"Venezuela","Honduras",-4
"Canada","Hong Kong",-5
"China","Hong Kong",-22.7
"Australia","Hungary",-19
"Bangladesh","Hungary",-5
"Bosnia and Herzegovina","Hungary",-10
"Bulgaria","Hungary",-33
"Slovakia","Hungary",-2
"Australia","India",-0.4
"Bangladesh","India",-110
"Belgium","India",-5
"Canada","India",-21
"China","India",-10.3
"Democratic Republic of Congo","India",-5
"France","India",-0.4
"Italy","India",-5
"Malaysia","India",-5
"Nepal","India",-46.8
"New Caledonia","India",-5
"Pakistan","India",-64.4
"Philippines","India",-36
"Russia","India",-14
"Spain","India",-15
"Sri Lanka","India",-0.4
"Sudan","India",-2
"United Kingdom","India",-5.4
"United States","India",-116.2
"Malaysia","Indonesia",-17
"Netherlands","Indonesia",-15
"Papua New Guinea","Indonesia",-10
"Thailand","Indonesia",-5
"United States","Indonesia",-4
"Afghanistan","Iran",-5
"Austria","Iran",-0.4
"Azerbaijan","Iran",-10
