"SCountry","TCountry","Intensity"
"Australia","Afghanistan",-35
"China","Afghanistan",-5
"Denmark","Afghanistan",-9
"Georgia","Afghanistan",-7.2
"Germany","Afghanistan",-11.2
"Iran","Afghanistan",-10
"Lesotho","Afghanistan",-15
"New Zealand","Afghanistan",-7.2
"Pakistan","Afghanistan",-145
"Tajikistan","Afghanistan",-10
"Tanzania","Afghanistan",-5.8
"Ukraine","Afghanistan",-7
"United Kingdom","Afghanistan",-2
"United States","Afghanistan",-165.7
"Greece","Albania",-5
"Serbia","Albania",-4.4
"Syria","Albania",-10
"Uganda","Albania",-0.3
"Greece","Algeria",-5
"Libya","Algeria",-9
"Morocco","Algeria",-33.5
"Qatar","Algeria",-2
"Tunisia","Algeria",-10
"United States","Angola",-5
"Cuba","Argentina",-4
"France","Argentina",-2
"Germany","Argentina",-10
"India","Argentina",-16.5
"Russia","Argentina",-28
"United States","Argentina",-26
"Azerbaijan","Armenia",-16
"Russia","Armenia",-7.2
"Afghanistan","Australia",-68
"Bermuda","Australia",-4
"China","Australia",-2
"Colombia","Australia",-10
"Fiji","Australia",-5
"India","Australia",-23
"Indonesia","Australia",-16.4
"Kenya","Australia",-10
"Lebanon","Australia",-10
"Malaysia","Australia",-5
"Papua New Guinea","Australia",-17
"Philippines","Australia",-19
"Russia","Australia",-7
"Sri Lanka","Australia",-12
"Syria","Australia",-0.4
"Tunisia","Australia",-5
"United Arab Emirates","Australia",-10
"United States","Australia",-33
"Vietnam","Australia",-20
"India","Azerbaijan",-2
"Iran","Azerbaijan",-20.2
"Russia","Azerbaijan",-50
"Turkey","Azerbaijan",-4
"United States","Azerbaijan",-19
"Iran","Bahrain",-2
"Nepal","Bangladesh",-10
"Pakistan","Bangladesh",-5
"Thailand","Bangladesh",-5
"United States","Barbados",-10
"Norway","Belarus",-2
"Russia","Belarus",-11.2
"United Kingdom","Belarus",-2
"France","Belgium",-10
"Serbia","Belgium",-9.4
"United Kingdom","Belgium",-5
"Ecuador","Bolivia",-4
"Venezuela","Bolivia",-8
"Serbia","Bosnia and Herzegovina",-10
"Argentina","Brazil",-4
"Cameroon","Brazil",-5
"Canada","Brazil",-8
"India","Brazil",-21
"Russia","Brazil",-14
"Ukraine","Brazil",-2
"United States","Brazil",-12
"Myanmar","Brunei",-5
"United States","Brunei",-46
"Greece","Bulgaria",-2
"United States","Bulgaria",-10
"Nigeria","Burkina Faso",-10
"Sweden","Burundi",-10
"Australia","Canada",-7
"Brazil","Canada",-23
"China","Canada",-6
"Egypt","Canada",-5
"Iran","Canada",-4
"Lebanon","Canada",-2
"Maldives","Canada",-4
"Russia","Canada",-6
"Somalia","Canada",-10
"Sri Lanka","Canada",-25
"United Kingdom","Canada",-10
"United States","Canada",-22
"France","Central African Republic",-0.4
"Mozambique","Central African Republic",-9
"South Korea","Central African Republic",-0.4
"Uganda","Central African Republic",-9
"Libya","Chad",-5
"Mali","Chad",-9
"United Kingdom","Chad",-2
"Argentina","Chile",-5
"Bolivia","Chile",-2
"Puerto Rico","Chile",-5
"Syria","Chile",-7
"United States","Chile",-20
"Australia","China",-17.6
"Canada","China",-0.4
"India","China",-5
"Ireland","China",-5
"Japan","China",-28.8
"Liberia","China",-2
"Mexico","China",-5
"North Korea","China",-4
"Russia","China",-2
"Singapore","China",-5
"South Korea","China",-21
"Spain","China",-5
"Taiwan","China",-14.4
"Thailand","China",-5
"United Kingdom","China",-4
"United States","China",-27.4
"Brazil","Colombia",-5
"Chile","Colombia",-5
"Cuba","Colombia",-2
"Ecuador","Colombia",-20
"India","Colombia",-10
"Indonesia","Colombia",-5
"United States","Colombia",-19.2
"Angola","Congo",-27.5
"Democratic Republic of Congo","Congo",-9
"India","Congo",-4
"Rwanda","Congo",-2
"Uganda","Congo",-10
"Czech Republic","Costa Rica",-8
"El Salvador","Costa Rica",-4
"Mexico","Costa Rica",-2
"Nicaragua","Costa Rica",-24
"Australia","Cote d'Ivoire",-2
"Burundi","Cote d'Ivoire",-0.4
"Ghana","Cote d'Ivoire",-19
"Belgium","Croatia",-5.8
