"SCountry","TCountry","Intensity"
"Albania","Afghanistan",-7.2
"Australia","Afghanistan",-17.2
"Canada","Afghanistan",-53.6
"China","Afghanistan",-0.8
"France","Afghanistan",-21.6
"Germany","Afghanistan",-11.2
"India","Afghanistan",-18
"Italy","Afghanistan",-13
"Lithuania","Afghanistan",-7.2
"Netherlands","Afghanistan",-48
"Pakistan","Afghanistan",-190.8
"Poland","Afghanistan",-14.4
"Romania","Afghanistan",-7.2
"Slovakia","Afghanistan",-7.2
"Spain","Afghanistan",-7
"Tajikistan","Afghanistan",-50
"United Kingdom","Afghanistan",-165
"United States","Afghanistan",-179.6
"Croatia","Albania",-14
"Greece","Albania",-10
"Luxembourg","Albania",-5
"Serbia","Albania",-13
"Brazil","Algeria",-2
"Eritrea","Algeria",-10
"Italy","Algeria",-15
"Kenya","Algeria",-5
"Mali","Algeria",-9
"Mexico","Algeria",-7.5
"Switzerland","Algeria",-5
"United Kingdom","Algeria",-5
"Ukraine","Angola",-5
"United Kingdom","Angola",-10
"Cuba","Argentina",-5
"Ecuador","Argentina",-8
"Iran","Argentina",-41.8
"Italy","Argentina",-2
"Lebanon","Argentina",-20
"Mexico","Argentina",-9
"Montserrat","Argentina",-9
"Paraguay","Argentina",-2
"Russia","Argentina",-5
"Spain","Argentina",-10
"Uruguay","Argentina",-22.4
"Azerbaijan","Armenia",-50
"Georgia","Armenia",-5
"Russia","Armenia",-7.2
"Turkey","Armenia",-22
"Afghanistan","Australia",-9
"Cambodia","Australia",-44
"Canada","Australia",-2
"Croatia","Australia",-5
"Curaçao","Australia",-2
"Fiji","Australia",-194.5
"Indonesia","Australia",-35
"Iraq","Australia",-9
"Israel","Australia",-4
"Japan","Australia",-10.4
"Jordan","Australia",-9
"Kiribati","Australia",-5
"Lebanon","Australia",-27
"New Zealand","Australia",-11
"North Korea","Australia",-2
"Papua New Guinea","Australia",-141.2
"Serbia","Australia",-5
"Solomon Islands","Australia",-371.6
"South Africa","Australia",-7.2
"Sri Lanka","Australia",-10
"Thailand","Australia",-5
"Timor-Leste","Australia",-22
"Tuvalu","Australia",-5
"United Kingdom","Australia",-10
"United States","Australia",-97.4
"Vanuatu","Australia",-10
"Yemen","Australia",-50
"Israel","Austria",-4
"Armenia","Azerbaijan",-37.2
"Georgia","Azerbaijan",-10
"Iran","Azerbaijan",-10
"United States","Azerbaijan",-5
"Belarus","Bangladesh",-8
"Hungary","Bangladesh",-11
"India","Bangladesh",-186.2
"Indonesia","Bangladesh",-5
"Japan","Bangladesh",-5
"Russia","Bangladesh",-5
"Ukraine","Bangladesh",-5
"United Kingdom","Bangladesh",-5
"United States","Bangladesh",-0.4
"Uzbekistan","Bangladesh",-2
"Bangladesh","Belarus",-8
"Italy","Belarus",-4
"Japan","Belarus",-24.4
"Russia","Belarus",-10.6
"Serbia","Belarus",-5
"Ukraine","Belarus",-4
"France","Belgium",-2
"Iran","Belgium",-6
"Slovenia","Belgium",-2
"Sudan","Belgium",-5
"Turkey","Belgium",-2
"Netherlands","Bermuda",-5
"Nepal","Bhutan",-6.5
"Argentina","Bolivia",-6.5
"Brazil","Bolivia",-2
"Chile","Bolivia",-2.4
"Colombia","Bolivia",-5
"Mexico","Bolivia",-2
"Peru","Bolivia",-0.4
"United States","Bolivia",-0.8
"Venezuela","Bolivia",-23.7
"Albania","Bosnia and Herzegovina",-7.2
"Netherlands","Bosnia and Herzegovina",-10
"Serbia","Bosnia and Herzegovina",-42.5
"Argentina","Brazil",-4
"Costa Rica","Brazil",-17
"France","Brazil",-5
"India","Brazil",-18
"Mexico","Brazil",-44.6
"Mozambique","Brazil",-5
"Paraguay","Brazil",-2
"Peru","Brazil",-27
"United Kingdom","Brazil",-20
"United States","Brazil",-60.4
"Uruguay","Brazil",-2
"Australia","Brunei",-4
"Thailand","Brunei",-5
"Belgium","Bulgaria",-2
"Italy","Bulgaria",-5
"Libya","Bulgaria",-5
"United Kingdom","Bulgaria",-8.8
"France","Burundi",-2
"Malaysia","Cambodia",-25
"Vietnam","Cambodia",-5
"Peru","Cameroon",-4.4
"Afghanistan","Canada",-94
"Australia","Canada",-4
"Bosnia and Herzegovina","Canada",-4
"China","Canada",-8
"Lebanon","Canada",-2
"Mexico","Canada",-2
"Portugal","Canada",-2
"Russia","Canada",-2
"Sweden","Canada",-5
"Syria","Canada",-5
"United Kingdom","Canada",-2
"United States","Canada",-49
"Sudan","Central African Republic",-9.5
"Central African Republic","Chad",-2
"Niger","Chad",-17
"Nigeria","Chad",-5
"Sudan","Chad",-156
"Bolivia","Chile",-13
"Ecuador","Chile",-2
"France","Chile",-2
"Hong Kong","Chile",-11
"Peru","Chile",-2.8
"Poland","Chile",-4
"Spain","Chile",-10
"United Kingdom","Chile",-15
"Venezuela","Chile",-2
"Australia","China",-2
"France","China",-0.8
"Germany","China",-12
"Greece","China",-9
"Holy See","China",-5
"Hong Kong","China",-12
"India","China",-4.4
"Indonesia","China",-5
"Iran","China",-9
"Italy","China",-5
"Japan","China",-49.2
"Kazakhstan","China",-10
"Malawi","China",-2
"Malaysia","China",-14
"North Korea","China",-76.2
"Philippines","China",-5
"Poland","China",-2
"Russia","China",-0.4
"South Africa","China",-5
"South Korea","China",-11.2
"Taiwan","China",-82.2
"United States","China",-107.3
"Zambia","China",-7.8
"Bangladesh","Colombia",-10
"Ecuador","Colombia",-62
"India","Colombia",-2
"Puerto Rico","Colombia",-5
"United States","Colombia",-33.5
"Venezuela","Colombia",-5
"Democratic Republic of Congo","Congo",-6.4
"Germany","Congo",-7.2
"United States","Congo",-20
"Cuba","Costa Rica",-2
"United States","Costa Rica",-5
"France","Cote d'Ivoire",-16.4
"Nigeria","Cote d'Ivoire",-12
"Serbia","Croatia",-5
"Slovenia","Croatia",-4.4
"Switzerland","Croatia",-4
"Tajikistan","Croatia",-6.6
"Australia","Cuba",-2
"Brazil","Cuba",-2
"China","Cuba",-10
"Colombia","Cuba",-4
"Costa Rica","Cuba",-10
"Czech Republic","Cuba",-5
"Ecuador","Cuba",-41.8
"El Salvador","Cuba",-4
"Mexico","Cuba",-10
"Morocco","Cuba",-5
"Spain","Cuba",-5
"United States","Cuba",-70
"Venezuela","Cuba",-5
"Vietnam","Cuba",-5
"Australia","Curaçao",-5
"Greece","Cyprus",-4
"Turkey","Cyprus",-22.8
"Algeria","Czech Republic",-14
"Argentina","Czech Republic",-10
"Germany","Czech Republic",-2
"Hungary","Czech Republic",-5
"Netherlands","Czech Republic",-8
"Philippines","Czech Republic",-5
"Poland","Czech Republic",-5
"Slovakia","Czech Republic",-6
"Spain","Czech Republic",-20
"Turkey","Czech Republic",-5
"United Kingdom","Czech Republic",-2
"Congo","Democratic Republic of Congo",-30
"Uganda","Democratic Republic of Congo",-36
"United Kingdom","Democratic Republic of Congo",-18.5
"Germany","Denmark",-2
"Indonesia","Denmark",-19.5
"Iran","Denmark",-33
"Iraq","Denmark",-30
"Kuwait","Denmark",-4
"Yemen","Denmark",-5
"France","Djibouti",-15
"Germany","Djibouti",-7.2
"Cuba","Dominican Republic",-2
"United States","Dominican Republic",-0.4
"Argentina","Ecuador",-7
"Brazil","Ecuador",-5
"Colombia","Ecuador",-21.2
"El Salvador","Ecuador",-2
"United States","Ecuador",-6
"Venezuela","Ecuador",-5
"Canada","Egypt",-9
"Fiji","Egypt",-7.2
"France","Egypt",-16
"Israel","Egypt",-83.5
"Italy","Egypt",-5
"Jordan","Egypt",-0.4
"North Korea","Egypt",-2
"Saudi Arabia","Egypt",-0.4
"United Kingdom","Egypt",-10
"United States","Egypt",-15
"Cuba","El Salvador",-14
