"SCountry","TCountry","Intensity"
"Australia","Afghanistan",-15.2
"Canada","Afghanistan",-121.5
"Croatia","Afghanistan",-7.2
"Denmark","Afghanistan",-7.2
"Germany","Afghanistan",-14.4
"Iraq","Afghanistan",-20
"Italy","Afghanistan",-36
"Lithuania","Afghanistan",-14.4
"New Zealand","Afghanistan",-11.2
"Norway","Afghanistan",-7.2
"Pakistan","Afghanistan",-156.6
"Poland","Afghanistan",-7.2
"Russia","Afghanistan",-47.2
"Saudi Arabia","Afghanistan",-5
"Slovakia","Afghanistan",-14.4
"Spain","Afghanistan",-7.2
"United Kingdom","Afghanistan",-135.5
"United States","Afghanistan",-393.2
"Uzbekistan","Afghanistan",-18
"Yemen","Afghanistan",-5
"Greece","Albania",-39
"Kosovo","Albania",-177
"Serbia","Albania",-7
"France","Algeria",-4
"Morocco","Algeria",-12.2
"Spain","Algeria",-10
"United Kingdom","Algeria",-10
"Brazil","Angola",-10
"Portugal","Angola",-5
"Brazil","Argentina",-0.3
"Chile","Argentina",-4
"France","Argentina",-14
"India","Argentina",-17.2
"Mexico","Argentina",-28
"Spain","Argentina",-15
"Sweden","Argentina",-5
"United Kingdom","Argentina",-14
"United States","Argentina",-28
"Azerbaijan","Armenia",-74
"Germany","Armenia",-10
"Iraq","Armenia",-2
"Turkey","Armenia",-41
"United States","Armenia",-2
"Afghanistan","Australia",-5
"Austria","Australia",-8
"Cuba","Australia",-10
"Fiji","Australia",-25
"France","Australia",-98.8
"Hong Kong","Australia",-5
"Indonesia","Australia",-75
"Iraq","Australia",-15.2
"Israel","Australia",-10
"Japan","Australia",-15.8
"Lebanon","Australia",-2
"Malaysia","Australia",-13
"Myanmar","Australia",-4
"New Zealand","Australia",-62.5
"Papua New Guinea","Australia",-9.5
"Philippines","Australia",-20
"Serbia","Australia",-7.2
"Solomon Islands","Australia",-74
"Somalia","Australia",-5
"Thailand","Australia",-38.4
"Timor-Leste","Australia",-68
"United States","Australia",-168.7
"Vanuatu","Australia",-35
"Vietnam","Australia",-15
"Denmark","Austria",-2
"France","Austria",-5
"Germany","Austria",-2
"Mexico","Austria",-4
"Serbia","Austria",-10
"Sweden","Austria",-2
"Armenia","Azerbaijan",-80
"Germany","Azerbaijan",-5.8
"Hungary","Azerbaijan",-18
"Iran","Azerbaijan",-9
"Haiti","Bahamas",-2
"India","Bangladesh",-99.4
"Kyrgyzstan","Bangladesh",-10
"Nepal","Bangladesh",-10
"Russia","Belarus",-0.1
"United States","Belarus",-50
"Argentina","Belgium",-4
"Czech Republic","Belgium",-4.4
"France","Belgium",-30
"Ireland","Belgium",-2
"Lithuania","Belgium",-5
"Netherlands","Belgium",-5
"Yemen","Belgium",-0.4
"Central African Republic","Benin",-0.3
"Cuba","Bolivia",-6
"Peru","Bolivia",-5
"Canada","Bosnia and Herzegovina",-10
"Croatia","Bosnia and Herzegovina",-10
"Netherlands","Bosnia and Herzegovina",-5
"Serbia","Bosnia and Herzegovina",-48
"Slovenia","Bosnia and Herzegovina",-4
"South Korea","Bosnia and Herzegovina",-0.6
"Egypt","Botswana",-5
"Zimbabwe","Botswana",-9
"Angola","Brazil",-10
"Argentina","Brazil",-4
"Bolivia","Brazil",-32.2
"Bulgaria","Brazil",-5
"Chile","Brazil",-5
"China","Brazil",-13.4
"Ecuador","Brazil",-2
"France","Brazil",-4
"Paraguay","Brazil",-6.4
"Russia","Brazil",-9.5
"Turkey","Brazil",-5
"United Kingdom","Brazil",-9
"United States","Brazil",-5
"Uruguay","Brazil",-10
"United Kingdom","British Indian Ocean Territory",-5
"Bahrain","Bulgaria",-5
"France","Bulgaria",-5
"Greece","Bulgaria",-10
"Iraq","Bulgaria",-29
"Libya","Bulgaria",-119
"Netherlands","Bulgaria",-15
"Peru","Bulgaria",-5
"Russia","Bulgaria",-8.8
"Cote d'Ivoire","Burkina Faso",-2
"Ghana","Burkina Faso",-5
"Canada","Burundi",-0.4
"Afghanistan","Canada",-58
"Algeria","Canada",-0.3
"Bosnia and Herzegovina","Canada",-10
"China","Canada",-23
"Germany","Canada",-10
"Mexico","Canada",-9
"New Zealand","Canada",-4
"Nigeria","Canada",-2
"Portugal","Canada",-9.5
"Syria","Canada",-2
