"SCountry","TCountry","Intensity"
"Iran","Afghanistan",-16
"Pakistan","Afghanistan",-242.8
"Romania","Afghanistan",-10
"Russia","Afghanistan",-0.4
"Saudi Arabia","Afghanistan",-19.5
"Slovenia","Afghanistan",-7.2
"United Arab Emirates","Afghanistan",-17
"United Kingdom","Afghanistan",-32
"United States","Afghanistan",-52
"Kosovo","Albania",-5
"Switzerland","Albania",-2
"Egypt","Algeria",-6.5
"France","Algeria",-20
"Liberia","Algeria",-2
"Morocco","Algeria",-5.4
"Yemen","Algeria",-2
"Nigeria","Angola",-2
"United States","Angola",-12
"Argentina","Antarctica",-2
"Brazil","Argentina",-2
"Chile","Argentina",-18
"Colombia","Argentina",-9
"Paraguay","Argentina",-10
"Spain","Argentina",-16
"Sri Lanka","Argentina",-2
"United States","Argentina",-8
"Uruguay","Argentina",-5
"Cyprus","Armenia",-2
"Syria","Armenia",-10
"Turkey","Armenia",-2
"Afghanistan","Australia",-2
"China","Australia",-7
"India","Australia",-10
"Indonesia","Australia",-42
"Iran","Australia",-9
"Japan","Australia",-10
"Malaysia","Australia",-2
"North Korea","Australia",-2
"Philippines","Australia",-5
"Poland","Australia",-5
"South Africa","Australia",-4.8
"Syria","Australia",-9
"Thailand","Australia",-2
"Turkey","Australia",-9
"Ukraine","Australia",-9.5
"United Arab Emirates","Australia",-5
"United Kingdom","Australia",-10
"United States","Australia",-20
"Syria","Austria",-2
"Ukraine","Austria",-4
"Syria","Azerbaijan",-10
"Turkey","Azerbaijan",-35
"Iran","Bahrain",-6
"Iraq","Bahrain",-2
"Saudi Arabia","Bahrain",-4
"United Arab Emirates","Bahrain",-2
"India","Bangladesh",-23.4
"United States","Barbados",-5
"Venezuela","Barbados",-2
"Russia","Belarus",-11.5
"Ukraine","Belarus",-8
"France","Belgium",-2
"Kenya","Belgium",-5
"Russia","Belgium",-7.2
"Rwanda","Belgium",-34
"Tunisia","Belgium",-2
"Zimbabwe","Belgium",-11.5
"Nigeria","Benin",-7.8
"Chile","Bolivia",-18
"France","Bosnia and Herzegovina",-5
"Serbia","Bosnia and Herzegovina",-10
"Venezuela","Bosnia and Herzegovina",-2
"Cuba","Brazil",-12
"Spain","Brazil",-10
"United Kingdom","Brazil",-2
"United States","Brazil",-2
"Burundi","Bulgaria",-10
"Greece","Bulgaria",-5
"Cameroon","Canada",-27
"France","Canada",-47
"Nigeria","Canada",-18
"Russia","Canada",-28.8
"Sri Lanka","Canada",-10
"United States","Canada",-24
"Austria","Central African Republic",-2
"Chad","Central African Republic",-116
"China","Central African Republic",-4
"Democratic Republic of Congo","Central African Republic",-0.4
"France","Central African Republic",-21.6
"Niger","Central African Republic",-10
"Russia","Central African Republic",-4
"Uganda","Central African Republic",-9
"Central African Republic","Chad",-2
"Sudan","Chad",-4
"Argentina","Chile",-9.5
"Bolivia","Chile",-7
"Nigeria","Chile",-18
"Philippines","Chile",-4
"Spain","Chile",-2
"United States","Chile",-15
"Venezuela","Chile",-7.5
"Australia","China",-0.4
"Czech Republic","China",-2
"India","China",-21.5
"Japan","China",-44.6
"Malaysia","China",-38
"New Zealand","China",-0.1
"North Korea","China",-17.2
"Philippines","China",-42
"Russia","China",-7.2
"South Korea","China",-4
"Taiwan","China",-64.1
"Thailand","China",-10
"United Kingdom","China",-7
"United States","China",-85.1
"Vietnam","China",-15
"Argentina","Colombia",-5
"Dominican Republic","Colombia",-5
"France","Colombia",-2
"Grenada","Colombia",-5
"India","Colombia",-8.5
"Panama","Colombia",-5
"Spain","Colombia",-5
"United States","Colombia",-12
"Democratic Republic of Congo","Congo",-5
"France","Congo",-8
"Uganda","Congo",-9
"United States","Costa Rica",-5
"Argentina","Cote d'Ivoire",-5
"Austria","Cote d'Ivoire",-2
"Western Sahara","Cote d'Ivoire",-2
"Germany","Croatia",-5
"Colombia","Cuba",-10
"United Kingdom","Cuba",-2
"United States","Cuba",-9
"Greece","Cyprus",-0.4
"Austria","Czech Republic",-5
"South Africa","Czech Republic",-4
"Switzerland","Czech Republic",-2
"Colombia","Democratic Republic of Congo",-5
"Congo","Democratic Republic of Congo",-17.2
"Rwanda","Democratic Republic of Congo",-9
"Uganda","Democratic Republic of Congo",-32.2
"China","Denmark",-5
"Russia","Denmark",-15
"Somalia","Djibouti",-29.5
"Taiwan","Dominica",-8
"Haiti","Dominican Republic",-9.5
"Mexico","Ecuador",-12
"Austria","Egypt",-4
"Canada","Egypt",-0.8
"Ethiopia","Egypt",-10
"France","Egypt",-2
"Germany","Egypt",-4
"Israel","Egypt",-14.4
"Lebanon","Egypt",-2
"Libya","Egypt",-36
"Qatar","Egypt",-9
"South Korea","Egypt",-4.4
"Sudan","Egypt",-2
"Turkey","Egypt",-47
"United Arab Emirates","Egypt",-2
"United Kingdom","Egypt",-55
"United States","Egypt",-36.2
"Uzbekistan","Egypt",-6.5
"Djibouti","Eritrea",-10
"Kenya","Eritrea",-5
"Russia","Estonia",-9.5
"Kenya","Ethiopia",-20
"Somalia","Ethiopia",-31
"Tanzania","Ethiopia",-5
"United Kingdom","Falkland Islands",-7.2
"Afghanistan","France",-10
"Algeria","France",-9
"Australia","France",-2
"Canada","France",-4
"Central African Republic","France",-4
"China","France",-12
"Croatia","France",-2
"Dominican Republic","France",-5
"Germany","France",-5.4
"Honduras","France",-10
"Hungary","France",-2
"Iraq","France",-9
"Latvia","France",-5
"Libya","France",-2
"Netherlands","France",-4
"Niger","France",-5
"Peru","France",-5
"Russia","France",-12
"Rwanda","France",-159
"Syria","France",-7
"Taiwan","France",-5
"Tunisia","France",-2.1
"Ukraine","France",-6.5
"United Kingdom","France",-4
"United States","France",-5
"France","Gabon",-4
"Nigeria","Gambia",-2
"Tunisia","Gambia",-5
"Latvia","Georgia",-0.3
"Russia","Georgia",-34
"United States","Georgia",-15.4
"Afghanistan","Germany",-10
"Austria","Germany",-10
"France","Germany",-5
"India","Germany",-2
"Iran","Germany",-2
"Italy","Germany",-2
"North Korea","Germany",-7
"Russia","Germany",-17.4
"Turkey","Germany",-22
"Ukraine","Germany",-9
"United States","Germany",-4
"Yemen","Germany",-19
"Nigeria","Ghana",-99
"Albania","Greece",-19
"North Korea","Greece",-2
"South Korea","Greece",-20
"United States","Greece",-10
"Belize","Guatemala",-10
"Ecuador","Guatemala",-5
"Mexico","Guatemala",-5
"United States","Guatemala",-4
"Greece","Guinea-Bissau",-4
"Bahamas","Haiti",-5
"Dominican Republic","Haiti",-9
"France","Haiti",-5.4
"Turks and Caicos Islands","Haiti",-5
"U.S. Virgin Islands","Haiti",-5
"United States","Haiti",-4.4
"Senegal","Holy See",-10
"Syria","Holy See",-9
"United States","Honduras",-5
"India","Hong Kong",-2
