"SCountry","TCountry","Intensity"
"Australia","Afghanistan",-4
"Azerbaijan","Afghanistan",-7.2
"Canada","Afghanistan",-92.2
"Czech Republic","Afghanistan",-7.2
"India","Afghanistan",-25
"Netherlands","Afghanistan",-19.4
"Pakistan","Afghanistan",-289.5
"Russia","Afghanistan",-27.5
"Spain","Afghanistan",-14.4
"Tajikistan","Afghanistan",-30
"Turkey","Afghanistan",-5
"United Kingdom","Afghanistan",-91
"United States","Afghanistan",-506.1
"Kosovo","Albania",-10
"Portugal","Albania",-2
"Serbia","Albania",-13.5
"Bahrain","Algeria",-0.4
"France","Algeria",-39
"Italy","Algeria",-20
"Spain","Algeria",-20
"Bolivia","Argentina",-6
"China","Argentina",-5
"Finland","Argentina",-12.4
"Hong Kong","Argentina",-5
"Mexico","Argentina",-9.4
"Russia","Argentina",-26
"United Kingdom","Argentina",-27
"Uruguay","Argentina",-50.3
"Azerbaijan","Armenia",-60
"India","Armenia",-6.5
"Russia","Armenia",-36.5
"Turkey","Armenia",-35
"Uzbekistan","Armenia",-10
"Austria","Australia",-10
"Bangladesh","Australia",-9
"Bermuda","Australia",-2
"Botswana","Australia",-9.2
"Cambodia","Australia",-15
"Canada","Australia",-0.4
"China","Australia",-10
"Czech Republic","Australia",-2
"Egypt","Australia",-40
"Hong Kong","Australia",-50
"Hungary","Australia",-4
"Indonesia","Australia",-300.2
"Iraq","Australia",-9.5
"Italy","Australia",-7
"Malaysia","Australia",-14
"Nauru","Australia",-5
"New Zealand","Australia",-5
"Solomon Islands","Australia",-41.5
"United Kingdom","Australia",-56
"United States","Australia",-35.4
"Vietnam","Australia",-4
"Armenia","Azerbaijan",-93.6
"Hungary","Azerbaijan",-25
"Iran","Azerbaijan",-6.4
"Lithuania","Azerbaijan",-12
"Russia","Azerbaijan",-2
"United States","Azerbaijan",-8
"United States","Bahamas",-21.6
"Afghanistan","Bahrain",-20
"Algeria","Bahrain",-0.4
"Afghanistan","Bangladesh",-9
"Hungary","Bangladesh",-15.5
"India","Bangladesh",-241.5
"Kazakhstan","Bangladesh",-5
"Morocco","Bangladesh",-5
"Mozambique","Bangladesh",-15
"Pakistan","Bangladesh",-17
"United Kingdom","Bangladesh",-4.4
"United States","Bangladesh",-5
"Belgium","Belarus",-4
"Canada","Belarus",-0.3
"Germany","Belarus",-0.3
"Japan","Belarus",-72.4
"Kenya","Belarus",-22.8
"Poland","Belarus",-7.1
"Romania","Belarus",-4.6
"Russia","Belarus",-15.8
"Ukraine","Belarus",-10.3
"United Kingdom","Belarus",-6.5
"United States","Belarus",-8
"Bosnia and Herzegovina","Belgium",-10
"Cambodia","Belgium",-5
"Netherlands","Belgium",-10
"Poland","Belgium",-20
"Russia","Belgium",-0.4
"United States","Belgium",-2
"Brazil","Bolivia",-50
"Chile","Bolivia",-4
"Colombia","Bolivia",-5
"France","Bolivia",-5
"Peru","Bolivia",-4
"United States","Bolivia",-24.2
"Venezuela","Bolivia",-4
"Belgium","Bosnia and Herzegovina",-5
"Croatia","Bosnia and Herzegovina",-10
"Philippines","Bosnia and Herzegovina",-2
"Serbia","Bosnia and Herzegovina",-8.8
"Switzerland","Bosnia and Herzegovina",-4
"Turkey","Bosnia and Herzegovina",-7.2
"United States","Bosnia and Herzegovina",-8
"Zimbabwe","Botswana",-8
"Argentina","Brazil",-9
"Bolivia","Brazil",-83
"Colombia","Brazil",-10
"France","Brazil",-9
"India","Brazil",-19.5
"Italy","Brazil",-5
"Mozambique","Brazil",-2
"Paraguay","Brazil",-4
"Russia","Brazil",-2
"Thailand","Brazil",-9
"United Kingdom","Brazil",-10
"United States","Brazil",-9
"Greece","Bulgaria",-10
"Mexico","Bulgaria",-5
"Russia","Bulgaria",-9
"United States","Bulgaria",-14.4
"Singapore","Burkina Faso",-6.5
"Belgium","Burundi",-19.5
"Tanzania","Burundi",-4
"Afghanistan","Canada",-93
"Cambodia","Canada",-9
"China","Canada",-16
"Cuba","Canada",-2
"Czech Republic","Canada",-4
"Ecuador","Canada",-2
"Marshall Islands","Canada",-36
"Mexico","Canada",-2
"Russia","Canada",-18
"Turkey","Canada",-4
"United Kingdom","Canada",-2
"United States","Canada",-19
"Uzbekistan","Canada",-10
"Venezuela","Canada",-37
"United States","Cayman Islands",-4
"France","Chad",-100.5
"Italy","Chad",-4.4
"Netherlands","Chad",-0.8
"Sudan","Chad",-241
"United States","Chad",-19.8
"Azerbaijan","Chile",-5
"Peru","Chile",-4.4
"Spain","Chile",-2
"United States","Chile",-2
"Uruguay","Chile",-9.5
"Argentina","China",-5
"Australia","China",-18
"Austria","China",-2
"Belarus","China",-2
"Canada","China",-22.4
"Colombia","China",-10
"Fiji","China",-5
"France","China",-18.2
"Germany","China",-0.4
"Holy See","China",-2
"Indonesia","China",-18
"Iraq","China",-4
"Italy","China",-2
"Japan","China",-154.1
"Malaysia","China",-4
"New Zealand","China",-10.5
"North Korea","China",-0.4
"Pakistan","China",-2
"Romania","China",-5
"Russia","China",-5
"Singapore","China",-10
"South Korea","China",-54
"Taiwan","China",-180
"Thailand","China",-4
"United Kingdom","China",-5
"United States","China",-180.5
"Uzbekistan","China",-20
"Bolivia","Colombia",-6
"Brazil","Colombia",-30
"Ecuador","Colombia",-2
"Guatemala","Colombia",-5
"Mexico","Colombia",-15
"Nicaragua","Colombia",-19.5
"Portugal","Colombia",-10
"United States","Colombia",-5
"Venezuela","Colombia",-10
"Russia","Congo",-9
"Rwanda","Congo",-19
"Uganda","Congo",-171.5
"Philippines","Costa Rica",-10
"Congo","Cote d'Ivoire",-2
"Nigeria","Cote d'Ivoire",-2
"Belgium","Croatia",-4
"Denmark","Croatia",-2
"Serbia","Croatia",-19
"Spain","Croatia",-10
"United States","Croatia",-5
"Bahamas","Cuba",-5
"Czech Republic","Cuba",-31
"Ethiopia","Cuba",-7.2
"Mexico","Cuba",-23
"United States","Cuba",-56.2
"Venezuela","Cuba",-7
"Australia","Curaçao",-9
"Turkey","Cyprus",-8
"United States","Cyprus",-7
"Canada","Czech Republic",-2
"Cuba","Czech Republic",-89
"Russia","Czech Republic",-10
"United States","Czech Republic",-4
"Bosnia and Herzegovina","Democratic Republic of Congo",-14.4
"Niger","Democratic Republic of Congo",-9.5
"Uganda","Democratic Republic of Congo",-44.8
"Iceland","Denmark",-4
"Iran","Denmark",-10
"Saudi Arabia","Denmark",-4
"Singapore","Denmark",-6
"Syria","Denmark",-7.5
"Turkey","Denmark",-2
"United States","Denmark",-15
"Guatemala","Dominican Republic",-5
"United States","Dominican Republic",-2
"Nigeria","Ecuador",-9
"Peru","Ecuador",-4.4
"United States","Ecuador",-2
"Afghanistan","Egypt",-10
"Australia","Egypt",-2
"Bahrain","Egypt",-4
"France","Egypt",-14
"Iran","Egypt",-48.4
"Iraq","Egypt",-70.5
"Jordan","Egypt",-4
"Kenya","Egypt",-5
"Kuwait","Egypt",-6
