"SCountry","TCountry","Intensity"
"Australia","Afghanistan",-30.2
"China","Afghanistan",-4.4
"Finland","Afghanistan",-7.2
"Georgia","Afghanistan",-7.2
"India","Afghanistan",-10
"Iran","Afghanistan",-14.8
"Israel","Afghanistan",-4
"Lesotho","Afghanistan",-4
"Pakistan","Afghanistan",-260.3
"Russia","Afghanistan",-0.4
"Tajikistan","Afghanistan",-4
"United Kingdom","Afghanistan",-10
"United States","Afghanistan",-456.4
"Greece","Albania",-20
"Serbia","Albania",-39
"Egypt","Algeria",-5
"France","Algeria",-2
"Libya","Algeria",-9
"Mali","Algeria",-10
"Qatar","Algeria",-4
"Spain","Algeria",-20
"United Kingdom","Algeria",-4
"Austria","Argentina",-5
"Mexico","Argentina",-9
"Spain","Argentina",-6
"United States","Argentina",-5
"Azerbaijan","Armenia",-6.3
"Afghanistan","Australia",-2
"Germany","Australia",-10
"Indonesia","Australia",-10
"Iran","Australia",-2
"Japan","Australia",-10
"Malaysia","Australia",-23
"Myanmar","Australia",-5
"Nauru","Australia",-0.2
"North Korea","Australia",-4.4
"Papua New Guinea","Australia",-18
"Portugal","Australia",-15
"Turkey","Australia",-5.6
"United Kingdom","Australia",-11
"United States","Australia",-53.6
"United States","Austria",-2
"Armenia","Azerbaijan",-44.2
"China","Azerbaijan",-2
"Kyrgyzstan","Azerbaijan",-5
"Russia","Azerbaijan",-17.4
"Yemen","Azerbaijan",-6.5
"India","Bahrain",-14.2
"Iran","Bahrain",-12
"Iraq","Bahrain",-6.5
"Ireland","Bahrain",-0.3
"Lebanon","Bahrain",-2
"Saudi Arabia","Bahrain",-10
"United States","Bahrain",-10
"Hungary","Bangladesh",-7
"India","Bangladesh",-25
"Nepal","Bangladesh",-5
"Pakistan","Bangladesh",-2
"Lithuania","Belarus",-4
"Russia","Belarus",-19
"United States","Belarus",-4
"United States","Belgium",-4
"Nigeria","Benin",-27.4
"United States","Bermuda",-5
"Brazil","Bolivia",-5
"India","Bolivia",-9
"Mozambique","Bolivia",-5
"United States","Bolivia",-5
"Croatia","Bosnia and Herzegovina",-4
"United States","Bosnia and Herzegovina",-5
"South Africa","Botswana",-2.3
"Bolivia","Brazil",-10
"Colombia","Brazil",-10
"Italy","Brazil",-5
"Peru","Brazil",-2
"United States","Brazil",-5
"Hungary","Bulgaria",-12
"Libya","Bulgaria",-7
"Netherlands","Bulgaria",-4
"Rwanda","Burundi",-2
"China","Cambodia",-5
"South Korea","Cambodia",-0.4
"Taiwan","Cambodia",-5
"Thailand","Cambodia",-24
"Vietnam","Cambodia",-9
"Nigeria","Cameroon",-5
"Sweden","Cameroon",-7.2
"Australia","Canada",-5
"India","Canada",-10
"Sri Lanka","Canada",-2
"United Kingdom","Canada",-2
"United States","Canada",-14
"Zambia","Canada",-5
"Pakistan","Central African Republic",-10
"Sudan","Chad",-20
"Zimbabwe","Chad",-5
"Mexico","Chile",-2
"Argentina","China",-4.4
"Canada","China",-2
"Central African Republic","China",-2
"Hong Kong","China",-2
"India","China",-12
"Japan","China",-12
"Libya","China",-4
"Mauritania","China",-6.5
"Mexico","China",-14
"Nepal","China",-25
"Pakistan","China",-4
"Philippines","China",-10
"Russia","China",-0.3
"Singapore","China",-5
"South Korea","China",-10.5
"Taiwan","China",-14.6
"Thailand","China",-2
"United Kingdom","China",-5
"United States","China",-65.6
"Uzbekistan","China",-5
"Vietnam","China",-11.5
"Zambia","China",-4.4
