"SCountry","TCountry","Intensity"
"Australia","Afghanistan",-44.4
"Azerbaijan","Afghanistan",-7.2
"Canada","Afghanistan",-27.2
"Germany","Afghanistan",-21.2
"Greece","Afghanistan",-5
"India","Afghanistan",-9.5
"Iran","Afghanistan",-104
"Italy","Afghanistan",-10
"Kyrgyzstan","Afghanistan",-2
"Netherlands","Afghanistan",-196.8
"Pakistan","Afghanistan",-249
"Russia","Afghanistan",-10.4
"Tajikistan","Afghanistan",-15
"United Kingdom","Afghanistan",-50.4
"United States","Afghanistan",-377.5
"Cyprus","Albania",-2
"Greece","Albania",-2
"Romania","Albania",-2
"Serbia","Albania",-47
"Slovakia","Albania",-2
"Spain","Albania",-2
"Bosnia and Herzegovina","Algeria",-5
"France","Algeria",-2
"Morocco","Algeria",-5
"United States","Algeria",-20
"Namibia","Angola",-5
"Nigeria","Angola",-9.2
"United Kingdom","Anguilla",-4
"United States","Antarctica",-10
"Brazil","Argentina",-5
"Colombia","Argentina",-42
"Holy See","Argentina",-2
"Iran","Argentina",-14
"Mexico","Argentina",-2
"Paraguay","Argentina",-5
"Somalia","Argentina",-99
"Spain","Argentina",-9.5
"United States","Argentina",-6
"Uruguay","Argentina",-11
"Venezuela","Argentina",-2
"France","Armenia",-9
"Turkey","Armenia",-30
"Uganda","Armenia",-2
"United States","Armenia",-4
"Afghanistan","Australia",-11
"Bermuda","Australia",-2
"Bulgaria","Australia",-7
"Democratic Republic of Congo","Australia",-5
"India","Australia",-4.4
"Indonesia","Australia",-57
"Japan","Australia",-56
"Nauru","Australia",-8.8
"New Zealand","Australia",-10
"North Korea","Australia",-24
"Papua New Guinea","Australia",-15
"Singapore","Australia",-20
"Solomon Islands","Australia",-14.2
"United Kingdom","Australia",-4
"United States","Australia",-37.4
"Uzbekistan","Australia",-9.5
"Vanuatu","Australia",-29
"Sudan","Austria",-24
"Armenia","Azerbaijan",-80
"United States","Bahrain",-2
"India","Bangladesh",-55.2
"Pakistan","Bangladesh",-5
"Japan","Belarus",-2
"United States","Belarus",-4
"France","Belgium",-2
"Mexico","Belgium",-8
"Rwanda","Belgium",-2
"Serbia","Belgium",-2
"Yemen","Belgium",-101
"Marshall Islands","Belize",-36
"Mexico","Belize",-5
"Nigeria","Benin",-2
"Argentina","Bolivia",-7
"Colombia","Bolivia",-2
"Mexico","Bolivia",-4
"Qatar","Bolivia",-0.4
"Afghanistan","Bosnia and Herzegovina",-0.8
"Netherlands","Bosnia and Herzegovina",-24
"Serbia","Bosnia and Herzegovina",-19.2
"United States","Bosnia and Herzegovina",-5
"China","Brazil",-2
"Colombia","Brazil",-29
"Japan","Brazil",-2
"Paraguay","Brazil",-5
"Russia","Brazil",-5
"Spain","Brazil",-5
"Australia","Bulgaria",-9
"Greece","Bulgaria",-5
"Libya","Bulgaria",-17
"Russia","Bulgaria",-6
"United Kingdom","Bulgaria",-9.5
"Japan","Burundi",-8
"Afghanistan","Canada",-10
"China","Canada",-4
"Cuba","Canada",-5
"India","Canada",-14
"Latvia","Canada",-0.4
"North Korea","Canada",-15
"Pakistan","Canada",-2
"Poland","Canada",-2
"Russia","Canada",-6.5
"Thailand","Canada",-82
"United States","Canada",-24
"France","Central African Republic",-7.2
"India","Central African Republic",-2
"France","Chad",-7.2
"Poland","Chad",-9.5
"Sudan","Chad",-37.9
"Argentina","Chile",-10
"Bolivia","Chile",-2
"Dominican Republic","Chile",-5
"India","Chile",-26.5
"Mexico","Chile",-2.3
"Peru","Chile",-28
"Spain","Chile",-5
"Canada","China",-2.8
"Congo","China",-2
"France","China",-20
"Germany","China",-0.8
"Honduras","China",-8
"Hong Kong","China",-15
"India","China",-71.9
"Indonesia","China",-5
"Israel","China",-10
"Japan","China",-10
"Malawi","China",-4
"Malaysia","China",-18.4
"Marshall Islands","China",-5
"Namibia","China",-5
"New Zealand","China",-9
"Nigeria","China",-4
"North Korea","China",-2
"Norway","China",-10
"Russia","China",-10.4
"Sao Tome and Principe","China",-2
"South Korea","China",-17
"Taiwan","China",-71
"Tajikistan","China",-5
"United Kingdom","China",-16
"United States","China",-85.6
"Vietnam","China",-25
"Argentina","Colombia",-2
"Bolivia","Colombia",-2
"Brazil","Colombia",-16
"Cuba","Colombia",-2
"Dominican Republic","Colombia",-5
"Ecuador","Colombia",-2
"France","Colombia",-7
"Honduras","Colombia",-10
"Mexico","Colombia",-10
"Nicaragua","Colombia",-10
"Panama","Colombia",-5
"Peru","Colombia",-2
"Senegal","Colombia",-0.3
"South Korea","Colombia",-0.3
"Spain","Colombia",-5
"Ukraine","Colombia",-0.4
"United States","Colombia",-77.4
"Venezuela","Colombia",-225.9
"Ethiopia","Comoros",-20
"Democratic Republic of Congo","Congo",-18
"South Africa","Congo",-5
"United States","Congo",-2
"Mexico","Costa Rica",-2
"United States","Costa Rica",-7
"Democratic Republic of Congo","Cote d'Ivoire",-0.4
"Egypt","Cote d'Ivoire",-30
"Zimbabwe","Cote d'Ivoire",-4.4
"Netherlands","Croatia",-13.2
"Norway","Croatia",-5
"Poland","Croatia",-6
"Slovenia","Croatia",-42.8
"Tajikistan","Croatia",-0.3
"Brazil","Cuba",-4
"Colombia","Cuba",-2
"Mexico","Cuba",-11.5
"Puerto Rico","Cuba",-5
"United States","Cuba",-64.7
"Turkey","Cyprus",-16
"United States","Cyprus",-2
"Austria","Czech Republic",-2
"Norway","Czech Republic",-15
"Peru","Czech Republic",-5
"Poland","Czech Republic",-5
"Slovakia","Czech Republic",-12
"United States","Czech Republic",-9.6
"Angola","Democratic Republic of Congo",-5
"Congo","Democratic Republic of Congo",-39
"Uganda","Democratic Republic of Congo",-5
"South Africa","Denmark",-9.5
"Sweden","Denmark",-2.4
"Australia","Dominican Republic",-4
"Puerto Rico","Dominican Republic",-10.6
"Spain","Dominican Republic",-5
"United States","Dominican Republic",-5
"Colombia","Ecuador",-2
"Spain","Ecuador",-15
"Israel","Egypt",-99.8
"Kuwait","Egypt",-21
"Lebanon","Egypt",-4
"Pakistan","Egypt",-14
"South Africa","Egypt",-5
"Turkey","Egypt",-5
"United States","Egypt",-21.6
"United States","El Salvador",-18
"Ethiopia","Eritrea",-7
"Sudan","Eritrea",-2
"Yemen","Eritrea",-0.3
"Eritrea","Ethiopia",-9.1
"Somalia","Ethiopia",-20
"Sudan","Ethiopia",-2
"United States","Ethiopia",-5
"Australia","Fiji",-36
"New Zealand","Fiji",-13
"Uzbekistan","Fiji",-5
"Austria","Finland",-5
"Norway","Finland",-5
"Afghanistan","France",-4.4
"Algeria","France",-2
"Australia","France",-2
"Chad","France",-5
"Colombia","France",-11
"Cote d'Ivoire","France",-9
"Djibouti","France",-8
"Ethiopia","France",-5
"Gambia","France",-7
"Germany","France",-4
"Guinea","France",-5
"Guinea-Bissau","France",-15
"India","France",-4
"Iran","France",-4.4
"Iraq","France",-4
"Lebanon","France",-20
"Mali","France",-10
"Mauritania","France",-47
"Panama","France",-4
"Portugal","France",-4
"Russia","France",-6
"Rwanda","France",-10
"Saudi Arabia","France",-15
"Slovenia","France",-4
"Somalia","France",-10
