"SCountry","TCountry","Intensity"
"Australia","Afghanistan",-9
"Belgium","Afghanistan",-7.2
"Bulgaria","Afghanistan",-7.2
"India","Afghanistan",-22
"Iran","Afghanistan",-15
"Iraq","Afghanistan",-7.2
"Netherlands","Afghanistan",-7.2
"New Zealand","Afghanistan",-9.5
"Norway","Afghanistan",-14.4
"Pakistan","Afghanistan",-27
"Saudi Arabia","Afghanistan",-7
"Slovakia","Afghanistan",-28.8
"Tajikistan","Afghanistan",-5
"Turkey","Afghanistan",-4
"United Kingdom","Afghanistan",-4
"United States","Afghanistan",-203.4
"Czech Republic","Albania",-5
"Ireland","Albania",-0.4
"Luxembourg","Albania",-5
"Serbia","Albania",-26
"France","Algeria",-5
"Germany","Algeria",-10
"Italy","Algeria",-10
"Morocco","Algeria",-4
"Portugal","Angola",-5
"Bolivia","Argentina",-5.8
"Iran","Argentina",-2
"Italy","Argentina",-2
"Paraguay","Argentina",-4
"Spain","Argentina",-32
"Azerbaijan","Armenia",-4
"Equatorial Guinea","Armenia",-12
"Pakistan","Armenia",-2
"Russia","Armenia",-14.4
"Turkey","Armenia",-23.5
"Argentina","Australia",-6
"France","Australia",-2
"Germany","Australia",-5
"Hungary","Australia",-8
"Indonesia","Australia",-20.4
"Iraq","Australia",-24
"Lebanon","Australia",-46
"Myanmar","Australia",-2
"New Zealand","Australia",-27.5
"Papua New Guinea","Australia",-8
"Philippines","Australia",-5
"Sierra Leone","Australia",-25
"South Africa","Australia",-5
"Timor-Leste","Australia",-42
"United Kingdom","Australia",-20
"United States","Australia",-98.3
"Greece","Austria",-2
"Turkey","Austria",-15
"Armenia","Azerbaijan",-26.9
"Czech Republic","Azerbaijan",-4.4
"Iran","Azerbaijan",-4
"Russia","Azerbaijan",-15
"United States","Azerbaijan",-16
"Algeria","Bangladesh",-5
"Canada","Bangladesh",-5
"Congo","Bangladesh",-18
"India","Bangladesh",-129.8
"Indonesia","Bangladesh",-11
"Tajikistan","Bangladesh",-10
"United Kingdom","Bangladesh",-0.4
"Japan","Belarus",-9
"Russia","Belarus",-5
"Bulgaria","Belgium",-4
"China","Belgium",-12
"Congo","Belgium",-4
"Indonesia","Belgium",-2
"Nepal","Belgium",-36.8
"Poland","Belgium",-10
"United States","Belgium",-5
"Zimbabwe","Belgium",-4
"Algeria","Benin",-5
"United States","Benin",-2
"China","Bhutan",-7.2
"Mexico","Bolivia",-5
"Venezuela","Bolivia",-2
"Germany","Bosnia and Herzegovina",-2
"Italy","Bosnia and Herzegovina",-4
"Netherlands","Bosnia and Herzegovina",-15.8
"Serbia","Bosnia and Herzegovina",-17
"Switzerland","Bosnia and Herzegovina",-6.4
"Cameroon","Brazil",-5
"Ecuador","Brazil",-2
"Indonesia","Brazil",-24
"Iraq","Brazil",-11
"Mexico","Brazil",-15
"United States","Brazil",-18
"Congo","Bulgaria",-2
"Equatorial Guinea","Bulgaria",-2
"Italy","Bulgaria",-2
"Libya","Bulgaria",-26
"Spain","Bulgaria",-5
"United States","Bulgaria",-2
"Cote d'Ivoire","Burkina Faso",-2
"Mauritania","Burkina Faso",-2
"United States","Burkina Faso",-20
"France","Burundi",-10
"Kenya","Burundi",-2
"Tanzania","Burundi",-5
"Bangladesh","Cambodia",-5
"Thailand","Cambodia",-10
"United States","Cambodia",-12
"Angola","Cameroon",-2
"Belgium","Canada",-9
"India","Canada",-7
"Italy","Canada",-10
"Romania","Canada",-2
"Spain","Canada",-2
"Syria","Canada",-9
"United States","Canada",-126.1
"Saudi Arabia","Chad",-10
"Sudan","Chad",-0.4
"Argentina","Chile",-5
"Brazil","Chile",-2
"Mexico","Chile",-11.5
"Nigeria","Chile",-2
"Romania","Chile",-4
"Spain","Chile",-6
"United Kingdom","Chile",-20
"United States","Chile",-17
"Afghanistan","China",-9.2
"Bangladesh","China",-9
"Brazil","China",-2
"France","China",-5
"Guatemala","China",-9.5
"Holy See","China",-5
"India","China",-0.4
"Indonesia","China",-16.2
"Japan","China",-31.2
"Kenya","China",-5
"Kyrgyzstan","China",-39
"New Zealand","China",-2
"North Korea","China",-23
"Philippines","China",-2
"Russia","China",-10
"Singapore","China",-0.4
"South Korea","China",-5
"Sri Lanka","China",-2
"Taiwan","China",-86.1
"United Kingdom","China",-8
"United States","China",-84.2
"Bolivia","Colombia",-5
"China","Colombia",-9
"Ecuador","Colombia",-25
"France","Colombia",-10
"Mexico","Colombia",-2
"Nepal","Colombia",-9
"Paraguay","Colombia",-20
"Peru","Colombia",-10
"South Africa","Colombia",-5
"United Kingdom","Colombia",-2
"United States","Colombia",-14
"Venezuela","Colombia",-144.8
"Rwanda","Congo",-16.3
"Uganda","Congo",-5
"Indonesia","Cook Island",-2
"El Salvador","Costa Rica",-0.4
"France","Cote d'Ivoire",-39.6
"Morocco","Cote d'Ivoire",-8
"Niger","Cote d'Ivoire",-5
"Czech Republic","Croatia",-9
"Germany","Croatia",-5
"Iraq","Croatia",-5
"Luxembourg","Croatia",-4.4
"Netherlands","Croatia",-20
"Serbia","Croatia",-5
"Slovenia","Croatia",-5
"Sweden","Croatia",-5
"Switzerland","Croatia",-25.4
"Ukraine","Croatia",-5
"United States","Croatia",-15
"United States","Cuba",-21
"Uruguay","Cuba",-16
"Greece","Cyprus",-14
"Russia","Cyprus",-4
"Turkey","Cyprus",-30
"Azerbaijan","Czech Republic",-2
"Belarus","Czech Republic",-2
"Chile","Czech Republic",-5
"India","Czech Republic",-10
"Slovakia","Czech Republic",-15.1
"Spain","Czech Republic",-5
"Ukraine","Czech Republic",-9
"United States","Czech Republic",-2
"Kenya","Democratic Republic of Congo",-2
"Rwanda","Democratic Republic of Congo",-4
"Hungary","Denmark",-0.8
"Israel","Denmark",-5
"Italy","Denmark",-0.8
"Sweden","Denmark",-2
"United Kingdom","Denmark",-0.8
"Somalia","Djibouti",-4.4
"United States","Dominican Republic",-5
"Brazil","Ecuador",-2
"Panama","Ecuador",-8
"Peru","Ecuador",-5
"Canada","Egypt",-5
"Iran","Egypt",-10
