"SCountry","TCountry","Intensity"
"Australia","Afghanistan",-30
"Czech Republic","Afghanistan",-7.2
"Iran","Afghanistan",-2
"Lesotho","Afghanistan",-4
"Pakistan","Afghanistan",-59.1
"Saudi Arabia","Afghanistan",-9
"Spain","Afghanistan",-7.2
"Tajikistan","Afghanistan",-10
"Turkey","Afghanistan",-7.2
"Turkmenistan","Afghanistan",-5
"United Kingdom","Afghanistan",-62
"United States","Afghanistan",-408
"India","Albania",-6.5
"Kosovo","Albania",-2
"Serbia","Albania",-15.8
"United States","Albania",-5
"Estonia","Algeria",-2
"France","Algeria",-19
"Japan","Algeria",-15.4
"Libya","Algeria",-19
"Mali","Algeria",-36
"Mauritania","Algeria",-9
"Morocco","Algeria",-5
"Niger","Algeria",-9
"Norway","Algeria",-12.2
"Syria","Algeria",-6
"Thailand","Algeria",-20
"Tunisia","Algeria",-7.2
"United Kingdom","Algeria",-4
"United States","Algeria",-23.8
"United States","Antigua and Barbuda",-4.4
"Colombia","Argentina",-2
"Ghana","Argentina",-5
"Israel","Argentina",-4
"United Kingdom","Argentina",-62.1
"United States","Argentina",-2.4
"Uruguay","Argentina",-2
"Azerbaijan","Armenia",-2.4
"Russia","Armenia",-9.2
"Afghanistan","Australia",-30
"Fiji","Australia",-4
"Georgia","Australia",-2
"India","Australia",-5
"Indonesia","Australia",-10
"New Zealand","Australia",-5
"North Korea","Australia",-4
"Papua New Guinea","Australia",-10
"Philippines","Australia",-17
"Samoa","Australia",-6
"Singapore","Australia",-15
"Syria","Australia",-9
"Thailand","Australia",-30
"United Kingdom","Australia",-9.5
"United States","Australia",-5
"Czech Republic","Austria",-4
"Armenia","Azerbaijan",-2
"Germany","Azerbaijan",-5
"Mexico","Azerbaijan",-4
"Colombia","Bahamas",-5
"United States","Bahamas",-5
"Greece","Bahrain",-12
"Iran","Bahrain",-6
"India","Bangladesh",-38.5
"Trinidad and Tobago","Bangladesh",-15
"Japan","Belarus",-8
"United States","Belarus",-8
"Algeria","Belgium",-10
"Czech Republic","Belgium",-2
"Rwanda","Belgium",-4
"Canada","Benin",-5
"Egypt","Benin",-5
"Norway","Bermuda",-2
"Chile","Bolivia",-10
"Croatia","Bosnia and Herzegovina",-15
"Kosovo","Bosnia and Herzegovina",-5
"Netherlands","Bosnia and Herzegovina",-4
"Serbia","Bosnia and Herzegovina",-10
