"SCountry","TCountry","Intensity"
"Australia","Afghanistan",-61
"Canada","Afghanistan",-59.4
"China","Afghanistan",-2
"Denmark","Afghanistan",-7.2
"France","Afghanistan",-14.4
"Germany","Afghanistan",-14.4
"India","Afghanistan",-34
"Iran","Afghanistan",-15
"Japan","Afghanistan",-14.4
"Pakistan","Afghanistan",-712.2
"Russia","Afghanistan",-5
"Slovakia","Afghanistan",-7.2
"South Korea","Afghanistan",-5
"United Kingdom","Afghanistan",-180
"United States","Afghanistan",-625.4
"Portugal","Albania",-2
"Serbia","Albania",-33
"Eritrea","Algeria",-5
"France","Algeria",-10
"Mali","Algeria",-10
"Morocco","Algeria",-2
"Spain","Algeria",-30
"United Kingdom","Algeria",-4
"United States","Algeria",-5
"United States","Angola",-4
"Germany","Argentina",-4
"Italy","Argentina",-5
"Spain","Argentina",-15
"United Kingdom","Argentina",-5
"United States","Argentina",-4
"Azerbaijan","Armenia",-39.3
"Turkey","Armenia",-32.8
"Afghanistan","Australia",-12
"Bermuda","Australia",-4
"Cambodia","Australia",-15
"China","Australia",-20
"Fiji","Australia",-6
"France","Australia",-8
"India","Australia",-5
"Indonesia","Australia",-32
"New Zealand","Australia",-12
"Philippines","Australia",-18
"Singapore","Australia",-30
"South Africa","Australia",-10
"Thailand","Australia",-10
"Timor-Leste","Australia",-2
"United Kingdom","Australia",-18.2
"United States","Australia",-65.2
"Vietnam","Australia",-83.4
"Yemen","Australia",-10
"Serbia","Austria",-18
"Armenia","Azerbaijan",-20
"Bosnia and Herzegovina","Azerbaijan",-0.1
"Czech Republic","Azerbaijan",-2
"Denmark","Azerbaijan",-2
"Finland","Azerbaijan",-2
"Georgia","Azerbaijan",-2
"Hungary","Azerbaijan",-2
"India","Azerbaijan",-5
"United States","Azerbaijan",-4.4
"Saudi Arabia","Bahrain",-10
"India","Bangladesh",-150
"Kuwait","Bangladesh",-10
"Romania","Bangladesh",-5
"Saudi Arabia","Bangladesh",-5
"Uzbekistan","Bangladesh",-5
"United States","Barbados",-9.2
"Russia","Belarus",-5.4
"Turkey","Belarus",-2
"Canada","Belgium",-10
"Chile","Belgium",-5
"France","Belgium",-10
"Hungary","Belgium",-9
"Monaco","Belgium",-4
"Netherlands","Belgium",-9
"Portugal","Belgium",-5
"Russia","Belgium",-2
"Rwanda","Belgium",-9
"United States","Belgium",-5
"Yemen","Belgium",-9
"Egypt","Benin",-2
"United States","Bhutan",-19
"Argentina","Bolivia",-5
"Brazil","Bolivia",-9.2
"Peru","Bolivia",-16.4
"United States","Bolivia",-26.5
"Venezuela","Bolivia",-9.4
"Australia","Bosnia and Herzegovina",-9
"Croatia","Bosnia and Herzegovina",-2
"Netherlands","Bosnia and Herzegovina",-93.5
"Russia","Bosnia and Herzegovina",-5.4
"Serbia","Bosnia and Herzegovina",-972
"United Kingdom","Bosnia and Herzegovina",-2
"United States","Bosnia and Herzegovina",-23.6
"Zimbabwe","Botswana",-6.4
"Canada","Brazil",-4
"Colombia","Brazil",-2
"France","Brazil",-4
"India","Brazil",-5
"Italy","Brazil",-10
"Japan","Brazil",-5
"Mexico","Brazil",-20
"Monaco","Brazil",-10
"Netherlands","Brazil",-5
"Portugal","Brazil",-5
"Spain","Brazil",-10
"United States","Brazil",-10
"Uruguay","Brazil",-2
"Venezuela","Brazil",-10
"France","Bulgaria",-10
"Greece","Bulgaria",-5
"Libya","Bulgaria",-5
"Turkey","Bulgaria",-2
"United Kingdom","Bulgaria",-10
"United States","Bulgaria",-18
"Cote d'Ivoire","Burkina Faso",-8
"South Africa","Burundi",-0.4
"Thailand","Cambodia",-514.4
"Nigeria","Cameroon",-12
"China","Canada",-34
"Colombia","Canada",-27
"Czech Republic","Canada",-4
"Ethiopia","Canada",-10
"Israel","Canada",-10
"Lebanon","Canada",-10
"Pakistan","Canada",-2
"South Korea","Canada",-9
"United Kingdom","Canada",-2
"United States","Canada",-63
"United States","Cayman Islands",-5
"Senegal","Chad",-7
"Sudan","Chad",-26.4
"United Kingdom","Chad",-9
"Lithuania","Chile",-0.3
"South Korea","Chile",-8
"Spain","Chile",-5
"Afghanistan","China",-23
"Australia","China",-12
"Azerbaijan","China",-10
"Brazil","China",-2
"Canada","China",-2
"Costa Rica","China",-4
"France","China",-6
"Hong Kong","China",-2.3
"India","China",-4.8
"Japan","China",-28.2
"Kenya","China",-25
"Libya","China",-4
