"SCountry","TCountry","Intensity"
"Australia","Afghanistan",-7
"India","Afghanistan",-24.4
"Iran","Afghanistan",-9
"New Zealand","Afghanistan",-14.4
"Norway","Afghanistan",-7.8
"Pakistan","Afghanistan",-106.3
"Tajikistan","Afghanistan",-10
"United Kingdom","Afghanistan",-59.2
"United States","Afghanistan",-255.1
"Zimbabwe","Afghanistan",-5
"Greece","Albania",-20
"Kosovo","Albania",-2
"Serbia","Albania",-10
"United States","Albania",-5
"Mali","Algeria",-2
"Morocco","Algeria",-2
"Niger","Algeria",-5
"Philippines","Algeria",-9
"United States","Algeria",-5
"Australia","Antarctica",-10
"Brazil","Argentina",-2
"France","Argentina",-2
"Iran","Argentina",-9
"Niger","Argentina",-10
"Azerbaijan","Armenia",-14
"Russia","Armenia",-19
"Turkey","Armenia",-14.4
"Ukraine","Armenia",-4
"Bulgaria","Australia",-23
"China","Australia",-20
"Fiji","Australia",-22
"Indonesia","Australia",-19.6
"Japan","Australia",-2
"Marshall Islands","Australia",-5
"New Zealand","Australia",-46.5
"Papua New Guinea","Australia",-4.8
"Peru","Australia",-18
"Philippines","Australia",-15
"Russia","Australia",-2
"Saudi Arabia","Australia",-20
"Singapore","Australia",-9
"South Africa","Australia",-5
"United Kingdom","Australia",-7
"United States","Australia",-33
"Bolivia","Austria",-10
"Armenia","Azerbaijan",-10
"Iran","Azerbaijan",-14
"Sudan","Bahrain",-2
"Hungary","Bangladesh",-4
"India","Bangladesh",-51
"Thailand","Bangladesh",-2
"Trinidad and Tobago","Bangladesh",-15
"Japan","Belarus",-8.8
"Libya","Belarus",-5
"Ukraine","Belarus",-2
"Croatia","Belgium",-7.2
"India","Bhutan",-0.4
"United States","Bhutan",-10
"Argentina","Bolivia",-5
"Austria","Bolivia",-29
"Brazil","Bolivia",-19
"Ecuador","Bolivia",-4
"France","Bolivia",-14
"Italy","Bolivia",-9
"Philippines","Bolivia",-10
"Portugal","Bolivia",-9
"Spain","Bolivia",-15
"United States","Bolivia",-2
"Uruguay","Bolivia",-2
"Serbia","Bosnia and Herzegovina",-2
"United States","Bosnia and Herzegovina",-9
"South Africa","Botswana",-2
"Argentina","Brazil",-9.5
"Holy See","Brazil",-4
"Italy","Brazil",-2
"Japan","Brazil",-5
"Peru","Brazil",-0.4
"United States","Brazil",-56.4
"Australia","Bulgaria",-4
"Greece","Bulgaria",-10
"Lebanon","Bulgaria",-10
"Uganda","Bulgaria",-5
"United States","Bulgaria",-15
"Nigeria","Burkina Faso",-2.3
"Democratic Republic of Congo","Burundi",-10
"Hungary","Cambodia",-8
"United States","Cambodia",-13.4
"Austria","Canada",-5
"Colombia","Canada",-9
"Czech Republic","Canada",-5
"India","Canada",-2
"Iran","Canada",-4
"Israel","Canada",-14
"Italy","Canada",-5
"Mauritania","Canada",-5
"United States","Canada",-11.5
"India","Chad",-9
"Senegal","Chad",-129.4
"Argentina","Chile",-2
"Brazil","Chile",-2
"Peru","Chile",-0.4
"Canada","China",-4
"Congo","China",-10
"India","China",-7
"Japan","China",-55.2
"Kenya","China",-5
"Kyrgyzstan","China",-5
"Nigeria","China",-5
"North Korea","China",-10
"Philippines","China",-44.5
"Romania","China",-5
"Russia","China",-5
"Somalia","China",-2
"South Africa","China",-10
"South Korea","China",-40.5
"Taiwan","China",-14
"United States","China",-49.8
"Argentina","Colombia",-5
"Brazil","Colombia",-5
"Costa Rica","Colombia",-10
"India","Colombia",-9.5
"Nigeria","Colombia",-9
"Panama","Colombia",-10
"United States","Colombia",-26
"Venezuela","Colombia",-13
"Democratic Republic of Congo","Congo",-49
"France","Congo",-7
"India","Congo",-5
"Russia","Congo",-5
"Rwanda","Congo",-25
"Uganda","Congo",-75
"Panama","Costa Rica",-5
"United States","Costa Rica",-11
"France","Cote d'Ivoire",-4
"Netherlands","Cote d'Ivoire",-5
"Niger","Cote d'Ivoire",-5
"Austria","Croatia",-5
"Turkey","Croatia",-9
"Panama","Cuba",-36.8
"United States","Cuba",-10
"Greece","Cyprus",-7
"Turkey","Cyprus",-4
"Afghanistan","Czech Republic",-10
"Germany","Czech Republic",-7
"Switzerland","Czech Republic",-2
"United Kingdom","Czech Republic",-2
"United States","Czech Republic",-9
"Congo","Democratic Republic of Congo",-69
"France","Democratic Republic of Congo",-2
"Kenya","Democratic Republic of Congo",-4
"Rwanda","Democratic Republic of Congo",-2
"Somalia","Democratic Republic of Congo",-10
"South Korea","Democratic Republic of Congo",-2.4
"Uganda","Democratic Republic of Congo",-93.2
"Puerto Rico","Dominican Republic",-5
"Bolivia","Ecuador",-0.4
"United Kingdom","Ecuador",-5
"United States","Ecuador",-2
"Afghanistan","Egypt",-33
"Algeria","Egypt",-4.8
"Canada","Egypt",-4
"Denmark","Egypt",-0.4
"France","Egypt",-2
"Germany","Egypt",-5.7
"Iran","Egypt",-42.8
"Israel","Egypt",-0.4
"Latvia","Egypt",-0.4
"Libya","Egypt",-29.5
"Malaysia","Egypt",-6.5
"Netherlands","Egypt",-5
"Niger","Egypt",-49
"Nigeria","Egypt",-0.4
"Russia","Egypt",-4
"Somalia","Egypt",-2
"South Africa","Egypt",-2.8
"South Korea","Egypt",-15.2
"Sudan","Egypt",-15
"Syria","Egypt",-57.2
"Thailand","Egypt",-7.8
"Tunisia","Egypt",-4
"Turkey","Egypt",-101.3
"United Arab Emirates","Egypt",-8
"United Kingdom","Egypt",-35.3
"United States","Egypt",-204.6
"Yemen","Egypt",-10.5
"Uruguay","El Salvador",-4
"Argentina","Eritrea",-5
"Lithuania","Estonia",-5
"Norway","Estonia",-5
"Egypt","Ethiopia",-9.6
"France","Ethiopia",-28
"India","Ethiopia",-5
"Kenya","Ethiopia",-12
"Nigeria","Ethiopia",-10
"South Africa","Ethiopia",-5
"United Kingdom","Ethiopia",-7
"United States","Ethiopia",-7
"Argentina","France",-2
"Bolivia","France",-53.5
"Brazil","France",-20
"Ecuador","France",-2
"Egypt","France",-0.4
"Eritrea","France",-2
"Hungary","France",-2
"Indonesia","France",-5
"Italy","France",-8
"Mali","France",-11
"New Zealand","France",-2
"Portugal","France",-24
"Russia","France",-6
"Spain","France",-4
"Tunisia","France",-9
"United Kingdom","France",-2
"United States","France",-29
"Uruguay","France",-6.5
"Yemen","France",-10
"Liberia","Gambia",-5
"Nigeria","Gambia",-5
"France","Georgia",-10
"Greece","Georgia",-16
"Hungary","Georgia",-10
"Iran","Georgia",-8
"Italy","Georgia",-5
"Poland","Georgia",-0.4
"Russia","Georgia",-5
"United States","Georgia",-7
"Bulgaria","Germany",-2
"France","Germany",-0.4
"Greece","Germany",-4
"United States","Germany",-13.2
"Cote d'Ivoire","Ghana",-5
"Nigeria","Ghana",-20
"Suriname","Ghana",-2
"Bulgaria","Greece",-2
"Cyprus","Greece",-5
"Ecuador","Greece",-4
"Germany","Greece",-0.3
"South Korea","Greece",-12.8
"Uganda","Greece",-6.5
"Switzerland","Guatemala",-4
"United States","Guatemala",-10
"Liberia","Guinea",-29.5
"Mali","Guinea",-9
"Cape Verde","Guinea-Bissau",-15
"Greece","Guinea-Bissau",-2
"Brazil","Holy See",-6
"Italy","Holy See",-15
"China","Hong Kong",-12
"United States","Hong Kong",-4
"Bangladesh","Hungary",-10
"Cambodia","Hungary",-2
"Afghanistan","India",-10
"Bangladesh","India",-10
"China","India",-16.7
"Colombia","India",-2
"Egypt","India",-9
"France","India",-19
"Georgia","India",-10
"Germany","India",-10
"Indonesia","India",-2
"Italy","India",-10
"Liberia","India",-5
"Libya","India",-2
"Marshall Islands","India",-2
"Nepal","India",-9
"Norway","India",-2
"Pakistan","India",-97.5
"Peru","India",-2
"South Korea","India",-9
"Sri Lanka","India",-24
"Sudan","India",-6
"Switzerland","India",-8
"Tunisia","India",-2
"United Arab Emirates","India",-26
"United States","India",-42.4
"Saudi Arabia","Indonesia",-5
"Taiwan","Indonesia",-5
"Thailand","Indonesia",-10
"Afghanistan","Iran",-54
"Argentina","Iran",-2
"Azerbaijan","Iran",-4
"Egypt","Iran",-33
"Iraq","Iran",-14
"Israel","Iran",-52.6
"Russia","Iran",-15
"Somalia","Iran",-20
"South Korea","Iran",-1.2
"Syria","Iran",-19
"United Arab Emirates","Iran",-28
"United Kingdom","Iran",-4
"United States","Iran",-144.4
"Yemen","Iran",-90.4
"Bosnia and Herzegovina","Iraq",-5
"Germany","Iraq",-2
"Iran","Iraq",-2
"Israel","Iraq",-7
"Lebanon","Iraq",-18
"Syria","Iraq",-53
"Turkey","Iraq",-10
"United States","Iraq",-30
"Algeria","Ireland",-2
"Australia","Ireland",-4.4
"Brazil","Ireland",-5
"Rwanda","Ireland",-2
"United States","Ireland",-10
"Australia","Isle Of Man",-9
"Egypt","Israel",-47
"Iran","Israel",-45
"Iraq","Israel",-2
"Lebanon","Israel",-22
"Russia","Israel",-0.3
"Saudi Arabia","Israel",-10
"South Korea","Israel",-10
"Syria","Israel",-12
"Tunisia","Israel",-13
"Turkey","Israel",-4
"United Kingdom","Israel",-2
"United States","Israel",-47.2
"Zimbabwe","Israel",-2
"Bolivia","Italy",-28
"Colombia","Italy",-40
"France","Italy",-4
"Greece","Italy",-7
"India","Italy",-19.5
"Kazakhstan","Italy",-5
"Nigeria","Italy",-0.4
"Panama","Italy",-15
"Portugal","Italy",-4
"Turkey","Italy",-18
"United States","Italy",-38
"Uruguay","Italy",-6.5
"Australia","Japan",-2
"Belarus","Japan",-8
"China","Japan",-52.6
"Kenya","Japan",-19
"North Korea","Japan",-10
"Philippines","Japan",-9
"Russia","Japan",-7.2
"South Korea","Japan",-83
"United States","Japan",-26
"United States","Jersey",-10
"Egypt","Jordan",-6.4
"Syria","Jordan",-31.5
"Afghanistan","Kazakhstan",-10
"France","Kazakhstan",-5
"Italy","Kazakhstan",-12.3
"Democratic Republic of Congo","Kenya",-4.4
"Somalia","Kenya",-77.4
"Tanzania","Kenya",-2
"Uganda","Kenya",-57.5
"United States","Kenya",-18.4
"Mali","Kosovo",-4
"Serbia","Kosovo",-37
"Kazakhstan","Kyrgyzstan",-5
"Uzbekistan","Kyrgyzstan",-30
"United States","Latvia",-10
"Bulgaria","Lebanon",-2
"Iran","Lebanon",-6
"Iraq","Lebanon",-18
"Israel","Lebanon",-128.8
"Liberia","Lebanon",-5
"Libya","Lebanon",-11
"Nigeria","Lebanon",-35
"Philippines","Lebanon",-9
"Qatar","Lebanon",-5
"Saudi Arabia","Lebanon",-9
"Syria","Lebanon",-105
"United Arab Emirates","Lebanon",-16
"United States","Lebanon",-18
"Afghanistan","Lesotho",-4
"South Africa","Lesotho",-10
"South Sudan","Lesotho",-4
"China","Liberia",-5
"Cote d'Ivoire","Liberia",-4
"Guinea","Liberia",-18
"India","Liberia",-7.5
"Sierra Leone","Liberia",-15
"United States","Liberia",-0.4
"Lebanon","Libya",-10
"Ukraine","Libya",-6.8
"Estonia","Lithuania",-5
"Russia","Lithuania",-5
"Algeria","Madagascar",-2
"France","Madagascar",-6.8
"China","Malawi",-4.4
"Liberia","Malawi",-7
"Bosnia and Herzegovina","Malaysia",-5
"Indonesia","Malaysia",-5
"Philippines","Malaysia",-4
"Saudi Arabia","Malaysia",-5
"Singapore","Malaysia",-5
"Thailand","Malaysia",-5
"Belgium","Mali",-7.2
"France","Mali",-91.6
"India","Mali",-23.5
"Liberia","Mali",-7.2
"Nigeria","Mali",-19.4
"South Korea","Mali",-0.9
"Poland","Mauritania",-5
"Colombia","Mexico",-10
"Costa Rica","Mexico",-5
"United States","Mexico",-51
"Romania","Moldova, Republic of",-0.4
"Russia","Moldova, Republic of",-69
"Russia","Montenegro",-5
"Turkmenistan","Montenegro",-5
"Algeria","Morocco",-6
"Luxembourg","Morocco",-5
"Spain","Morocco",-7
"Syria","Morocco",-2
"Tunisia","Morocco",-32
"Ukraine","Morocco",-5
"France","Myanmar",-5.3
"South Korea","Myanmar",-4
"United States","Myanmar",-18
"Afghanistan","Nepal",-29
"India","Nepal",-10.6
"Kenya","Nepal",-5
"Uganda","Nepal",-9
"United Arab Emirates","Nepal",-7
"Egypt","Netherlands",-9
"Greece","Netherlands",-5
"Russia","Netherlands",-25
"United States","Netherlands",-5
"China","New Zealand",-2
"Cook Island","New Zealand",-9
"Thailand","New Zealand",-5
"Costa Rica","Nicaragua",-2
"Egypt","Niger",-102.6
"Nigeria","Niger",-47
"Qatar","Niger",-6.5
"Syria","Niger",-20
"Benin","Nigeria",-4
"Colombia","Nigeria",-5
"Czech Republic","Nigeria",-5
"Ghana","Nigeria",-39.5
"Grenada","Nigeria",-0.4
"India","Nigeria",-31
"Ireland","Nigeria",-2
"Kenya","Nigeria",-10
"Mali","Nigeria",-9
"Niger","Nigeria",-57
"Russia","Nigeria",-6
