"SCountry","TCountry","Intensity"
"Australia","Afghanistan",-10
"Bangladesh","Afghanistan",-2
"Belgium","Afghanistan",-7.2
"Canada","Afghanistan",-45.7
"Croatia","Afghanistan",-14.4
"France","Afghanistan",-17.2
"Germany","Afghanistan",-21.6
"Hungary","Afghanistan",-14.4
"Iran","Afghanistan",-12.2
"Iraq","Afghanistan",-10
"Kazakhstan","Afghanistan",-7.2
"Malaysia","Afghanistan",-5
"Netherlands","Afghanistan",-7.2
"Pakistan","Afghanistan",-167.3
"Romania","Afghanistan",-7.2
"Russia","Afghanistan",-19.5
"United Kingdom","Afghanistan",-157.5
"United States","Afghanistan",-507.8
"Greece","Albania",-5
"Kosovo","Albania",-5
"Montenegro","Albania",-15
"Serbia","Albania",-2
"France","Algeria",-8
"Germany","Algeria",-5
"United States","Algeria",-10
"Belgium","Angola",-5
"Ecuador","Argentina",-5
"Holy See","Argentina",-10
"Iran","Argentina",-10.4
"Libya","Argentina",-7.2
"Mexico","Argentina",-17
"Spain","Argentina",-81
"Turkey","Argentina",-6
"Uruguay","Argentina",-31
"Azerbaijan","Armenia",-22
"Russia","Armenia",-2
"Turkey","Armenia",-8
"Afghanistan","Australia",-10
"Argentina","Australia",-4.8
"Canada","Australia",-4
"China","Australia",-12
"Fiji","Australia",-82.2
"France","Australia",-7
"Germany","Australia",-10
"Indonesia","Australia",-31
"Italy","Australia",-5
"Lebanon","Australia",-70
"New Caledonia","Australia",-55
"Papua New Guinea","Australia",-2
"Singapore","Australia",-10
"Solomon Islands","Australia",-29
"South Korea","Australia",-14
"Thailand","Australia",-5
"United Kingdom","Australia",-4
"United States","Australia",-49
"Yemen","Australia",-4.4
"Czech Republic","Austria",-10
"Armenia","Azerbaijan",-24
"Georgia","Azerbaijan",-5
"Russia","Azerbaijan",-43
"United States","Azerbaijan",-5
"New Zealand","Bahamas",-5
"Peru","Bahrain",-5
"Finland","Bangladesh",-5
"India","Bangladesh",-84.2
"Kyrgyzstan","Bangladesh",-19.2
"Nepal","Bangladesh",-14.2
"Russia","Bangladesh",-2
"Uganda","Bangladesh",-2
"United States","Bangladesh",-2.4
"Canada","Belarus",-8
"Czech Republic","Belarus",-0.6
"Finland","Belarus",-2
"Japan","Belarus",-9
"Lithuania","Belarus",-54
"Poland","Belarus",-10
"Romania","Belarus",-0.4
"Russia","Belarus",-25.8
"Slovakia","Belarus",-2.6
"United States","Belarus",-18
"Egypt","Belgium",-43.4
"France","Belgium",-5
"India","Belgium",-18.5
"Saudi Arabia","Belgium",-5
"Turkey","Belgium",-16
"France","Belize",-2
"Netherlands","Bermuda",-5
"India","Bhutan",-15
"Nepal","Bhutan",-5
"Argentina","Bolivia",-5
"Brazil","Bolivia",-9.1
"Cuba","Bolivia",-18.5
"Germany","Bolivia",-5
"Peru","Bolivia",-2
"United States","Bolivia",-6.7
"Croatia","Bosnia and Herzegovina",-17
"Romania","Bosnia and Herzegovina",-14.4
"Serbia","Bosnia and Herzegovina",-29
"Switzerland","Bosnia and Herzegovina",-2
"United Kingdom","Bosnia and Herzegovina",-2
"Austria","Brazil",-5
"Colombia","Brazil",-4.4
"Japan","Brazil",-10
"Mexico","Brazil",-2
"Mozambique","Brazil",-4
"United Kingdom","Brazil",-80
"United States","Brazil",-21
"France","Bulgaria",-5
"Greece","Bulgaria",-5
"Iraq","Bulgaria",-20
"Italy","Bulgaria",-5
"Libya","Bulgaria",-372
"San Marino","Bulgaria",-6
"United States","Bulgaria",-2
"Malaysia","Cambodia",-50
"United States","Cambodia",-5.6
"Afghanistan","Canada",-29
"Australia","Canada",-4
"China","Canada",-5
"France","Canada",-18
"Haiti","Canada",-9
"Lebanon","Canada",-2
"Marshall Islands","Canada",-5
"Mexico","Canada",-2
"New Zealand","Canada",-5
"Syria","Canada",-15
"Thailand","Canada",-9
"Turkey","Canada",-5
"United States","Canada",-133
"Benin","Central African Republic",-5
"Chad","Central African Republic",-29.5
"France","Central African Republic",-40
"Israel","Chad",-19
"Sudan","Chad",-2
"United States","Chad",-4
"Argentina","Chile",-2
"Cuba","Chile",-2
"Spain","Chile",-36.5
"United Kingdom","Chile",-55
"United States","Chile",-9
"Venezuela","Chile",-2
"Afghanistan","China",-9
"Australia","China",-5
"Canada","China",-0.8
"France","China",-5
"Germany","China",-5
"Greece","China",-10
"Holy See","China",-18
"Hong Kong","China",-17.3
"India","China",-5
"Italy","China",-2.4
"Japan","China",-73.6
"Malawi","China",-4
"Malaysia","China",-5
"Nicaragua","China",-4
"North Korea","China",-8
"Philippines","China",-10
"Poland","China",-2.4
"Russia","China",-24
"Slovakia","China",-2.4
"South Africa","China",-14
"South Korea","China",-21.2
"Sudan","China",-0.8
"Taiwan","China",-43.9
"Uganda","China",-10
"Ukraine","China",-5.4
"United States","China",-150.2
"Venezuela","China",-0.8
"Brazil","Colombia",-9
"Costa Rica","Colombia",-10
"Cuba","Colombia",-10
"Ecuador","Colombia",-256.7
"Japan","Colombia",-4
"Mexico","Colombia",-14.2
"Peru","Colombia",-5
"Spain","Colombia",-19.2
"United States","Colombia",-38
"Venezuela","Colombia",-32.4
"Democratic Republic of Congo","Congo",-28
"United States","Congo",-2
"Bolivia","Costa Rica",-5
"Colombia","Costa Rica",-15
"Cuba","Costa Rica",-29
"Nicaragua","Costa Rica",-2
"France","Cote d'Ivoire",-8
"Liberia","Cote d'Ivoire",-5
"Bosnia and Herzegovina","Croatia",-14
"Portugal","Croatia",-4.4
"Serbia","Croatia",-10
"Tajikistan","Croatia",-2
"Bolivia","Cuba",-49
"Chile","Cuba",-5
"Costa Rica","Cuba",-12.3
"Mexico","Cuba",-10
"Spain","Cuba",-16
"United States","Cuba",-121.4
"Venezuela","Cuba",-10
"Greece","Cyprus",-15
"Norway","Cyprus",-10
"South Korea","Cyprus",-2
"Turkey","Cyprus",-140
"United Kingdom","Cyprus",-9
"Austria","Czech Republic",-4
"Chile","Czech Republic",-8
"Iraq","Czech Republic",-0.4
"North Korea","Czech Republic",-4
"Turkmenistan","Czech Republic",-2
"Argentina","Democratic Republic of Congo",-10
"Congo","Democratic Republic of Congo",-48.5
"Norway","Democratic Republic of Congo",-2
"Afghanistan","Denmark",-4
"United States","Denmark",-50
"Somalia","Djibouti",-5
"Spain","Dominican Republic",-10
"Colombia","Ecuador",-23.4
"Costa Rica","Ecuador",-5
"Mexico","Ecuador",-12
"United States","Ecuador",-2.4
"Canada","Egypt",-5
"France","Egypt",-11
"Iraq","Egypt",-11.5
"Israel","Egypt",-21
"Suriname","Egypt",-2
"Syria","Egypt",-5
"United Kingdom","Egypt",-10
"United States","Egypt",-7
"Argentina","El Salvador",-9.2
"Turkey","El Salvador",-11.2
"Ethiopia","Eritrea",-30.5
"United States","Eritrea",-2
"Lithuania","Estonia",-0.1
"Russia","Estonia",-6.4
"Ukraine","Estonia",-5
"Djibouti","Ethiopia",-0.3
"Eritrea","Ethiopia",-14
"Kenya","Ethiopia",-2.3
"Kuwait","Ethiopia",-0.3
"Somalia","Ethiopia",-373.6
"United Arab Emirates","Ethiopia",-0.3
"United States","Ethiopia",-5.4
"Zimbabwe","Ethiopia",-0.1
"Australia","Fiji",-199.8
"Canada","Fiji",-2
"Cook Island","Fiji",-2
"Finland","Fiji",-2
"France","Fiji",-11.2
"Japan","Fiji",-0.4
"New Zealand","Fiji",-173
"Sudan","Fiji",-2
"United Kingdom","Fiji",-24.4
"United States","Fiji",-48.6
"Argentina","Finland",-6.5
"Cambodia","Finland",-10
"Fiji","Finland",-9.5
"France","Finland",-5
"Netherlands","Finland",-5
"Turkey","Finland",-5
"Afghanistan","France",-10
"Australia","France",-10
"Belgium","France",-2
"Cameroon","France",-2
"Canada","France",-12
"Central African Republic","France",-4
"China","France",-5
"Colombia","France",-7.2
"Cote d'Ivoire","France",-4
"Egypt","France",-136.8
"French Polynesia","France",-6
"Germany","France",-5
"Iran","France",-2
"Nepal","France",-0.3
"New Zealand","France",-5
"Niger","France",-2
"Russia","France",-10
"Rwanda","France",-58.5
"Slovenia","France",-2
"Spain","France",-10
"Sri Lanka","France",-7.5
"Syria","France",-15
"Turkey","France",-5
"Uganda","France",-18
"United Kingdom","France",-24
"United States","France",-7
"France","French Polynesia",-2
"Azerbaijan","Georgia",-2
"Germany","Georgia",-2
"Greece","Georgia",-5
"Kazakhstan","Georgia",-5
"Russia","Georgia",-194
"United States","Georgia",-8
"Austria","Germany",-10
"Bolivia","Germany",-2
"China","Germany",-5
"Czech Republic","Germany",-5
"France","Germany",-5
"Greece","Germany",-5
"Iran","Germany",-4.4
"Israel","Germany",-20.8
"Mexico","Germany",-2
"Philippines","Germany",-10
"Poland","Germany",-40
"Russia","Germany",-30
"Sweden","Germany",-8.8
"Syria","Germany",-5
"Thailand","Germany",-7
