"SCountry","TCountry","Intensity"
"Australia","Afghanistan",-12
"Canada","Afghanistan",-5
"France","Afghanistan",-7.2
"Germany","Afghanistan",-31.6
"Iran","Afghanistan",-71.7
"Pakistan","Afghanistan",-589.8
"Poland","Afghanistan",-20
"United Kingdom","Afghanistan",-17.2
"United States","Afghanistan",-611.9
"Greece","Albania",-35
"Serbia","Albania",-2
"Indonesia","Algeria",-8
"Switzerland","Algeria",-11
"United States","Algeria",-5
"Western Sahara","Algeria",-2
"Mexico","Angola",-5
"Chile","Argentina",-15
"France","Argentina",-5
"Iran","Argentina",-10
"Mexico","Argentina",-10
"Peru","Argentina",-2
"Uruguay","Argentina",-4
"Azerbaijan","Armenia",-18
"France","Armenia",-0.3
"Afghanistan","Australia",-199
"India","Australia",-5
"Indonesia","Australia",-289
"Malaysia","Australia",-12
"Namibia","Australia",-2
"Netherlands","Australia",-0.4
"Philippines","Australia",-5
"Sri Lanka","Australia",-5
"Sweden","Australia",-2
"United Kingdom","Australia",-4
"United States","Australia",-22
"Armenia","Azerbaijan",-61.5
"France","Azerbaijan",-0.3
"Iran","Azerbaijan",-12
"Slovenia","Azerbaijan",-10
"United States","Azerbaijan",-0.3
"Iran","Bahrain",-6
"Qatar","Bahrain",-2
"Saudi Arabia","Bahrain",-20
"Sudan","Bahrain",-2
"United Kingdom","Bahrain",-2
"United States","Bahrain",-5
"Nepal","Bangladesh",-5
"Russia","Bangladesh",-5
"Saudi Arabia","Bangladesh",-14
"Czech Republic","Belarus",-4
"Japan","Belarus",-7
"Latvia","Belarus",-2
"Russia","Belarus",-9.5
"Costa Rica","Belgium",-5
"Germany","Belgium",-4
"Libya","Belgium",-2
"Turkey","Belgium",-2
"Ukraine","Belgium",-6.5
"France","Benin",-6.5
"Turkey","Benin",-9
"Chile","Bolivia",-18
"India","Bolivia",-6.5
"Uruguay","Bolivia",-2
"Serbia","Bosnia and Herzegovina",-11
"South Africa","Botswana",-0.3
"Canada","Brazil",-4
"Guinea-Bissau","Brazil",-5
"India","Brazil",-19
"Japan","Brazil",-18.5
"Nigeria","Brazil",-10
"South Africa","Brazil",-5
"South Korea","Brazil",-10
"United States","Brazil",-10
"Venezuela","Brazil",-5
"Brazil","Bulgaria",-5
"Hungary","Bulgaria",-10
"Libya","Bulgaria",-5
"Uganda","Bulgaria",-2
"Nigeria","Burkina Faso",-5
"Congo","Burundi",-2
"Somalia","Burundi",-17
"Germany","Cambodia",-2
"Russia","Cameroon",-9
"Afghanistan","Canada",-40
"Iran","Canada",-6
"Mexico","Canada",-5
"Saudi Arabia","Canada",-20
"Syria","Canada",-5
"United Kingdom","Canada",-5
"United States","Canada",-5
"Democratic Republic of Congo","Central African Republic",-7.2
"Belgium","Chad",-25
"Libya","Chad",-5
"Senegal","Chad",-10
"Argentina","Chile",-2
"Spain","Chile",-5
"Afghanistan","China",-10
"Austria","China",-5
"France","China",-7
"Germany","China",-2
"India","China",-44
"Indonesia","China",-0.4
"Iraq","China",-4
"Japan","China",-0.3
"Kyrgyzstan","China",-5
"Myanmar","China",-13
"North Korea","China",-0.9
"Philippines","China",-13
"Russia","China",-10.4
"South Africa","China",-6
"South Korea","China",-65.8
"Sudan","China",-14
"Syria","China",-2
"Taiwan","China",-20.5
"Thailand","China",-2
"Turkey","China",-2
"United Kingdom","China",-2
"United States","China",-134.7
"Pakistan","Colombia",-19
"Spain","Colombia",-10
"United States","Colombia",-21
"Venezuela","Colombia",-5
"Burundi","Congo",-9
"Democratic Republic of Congo","Congo",-14
"Netherlands","Congo",-2
"Niger","Congo",-2
"Rwanda","Congo",-20
"United States","Costa Rica",-8
"Germany","Cote d'Ivoire",-10
"Guinea","Cote d'Ivoire",-8
"Italy","Cote d'Ivoire",-5
"Liberia","Cote d'Ivoire",-4
"Serbia","Croatia",-2
"Tajikistan","Croatia",-7
"United Kingdom","Croatia",-2
"Jordan","Cuba",-5
"United States","Cuba",-83.5
"Philippines","Curaçao",-10
"United States","Curaçao",-7
"Turkey","Cyprus",-17.2
"Slovakia","Czech Republic",-6.5
"Belgium","Democratic Republic of Congo",-2
"Congo","Democratic Republic of Congo",-5
"France","Denmark",-6
"Iceland","Denmark",-2
"Kenya","Denmark",-9
"Somalia","Denmark",-18
"Israel","Egypt",-140.7
"Lebanon","Egypt",-2
"Qatar","Egypt",-2
"Saudi Arabia","Egypt",-10
"Spain","Egypt",-15
"United States","Egypt",-55.6
"Mexico","El Salvador",-18
"Spain","El Salvador",-2
"United States","Equatorial Guinea",-2
"Sudan","Eritrea",-20
"Kenya","Ethiopia",-5
"Mozambique","Ethiopia",-5
"Sudan","Ethiopia",-10
"Sweden","Ethiopia",-10
"United States","Ethiopia",-7.2
"Yemen","Ethiopia",-9
"Israel","Finland",-2
"Afghanistan","France",-10
"Argentina","France",-13
"Benin","France",-6.5
"Colombia","France",-90
"Ecuador","France",-2
"Germany","France",-20
"Indonesia","France",-5
"Iran","France",-9
"Italy","France",-2
"Japan","France",-9
"Kenya","France",-48
"Mongolia","France",-4
"Nigeria","France",-5
"Somalia","France",-117
"Spain","France",-4
"Sudan","France",-10
"Tunisia","France",-7
"Turkey","France",-65.5
"United Kingdom","France",-9
