"SCountry","TCountry","Intensity"
"Australia","Afghanistan",-25
"Canada","Afghanistan",-10
"Czech Republic","Afghanistan",-7.2
"Germany","Afghanistan",-20
"Holy See","Afghanistan",-0.4
"Iran","Afghanistan",-9
"Israel","Afghanistan",-10
"Kazakhstan","Afghanistan",-10
"Pakistan","Afghanistan",-164
"Poland","Afghanistan",-5
"Russia","Afghanistan",-17.2
"Saudi Arabia","Afghanistan",-14.5
"United Kingdom","Afghanistan",-17.2
"United States","Afghanistan",-364.1
"Greece","Albania",-5
"Kosovo","Albania",-10
"Libya","Algeria",-2
"United States","Algeria",-4.4
"Gambia","Angola",-2
"South Africa","Angola",-19
"Chile","Argentina",-7
"Israel","Argentina",-10
"Mexico","Argentina",-16
"Switzerland","Argentina",-4
"United States","Argentina",-8
"Azerbaijan","Armenia",-47.5
"Afghanistan","Australia",-18
"Bermuda","Australia",-8
"China","Australia",-20
"Christmas Island","Australia",-2
"France","Australia",-2
"India","Australia",-11
"Indonesia","Australia",-4
"Iran","Australia",-2
"Japan","Australia",-5
"Libya","Australia",-12
"Myanmar","Australia",-7
"Papua New Guinea","Australia",-5
"Philippines","Australia",-5
"Sweden","Australia",-9
"Timor-Leste","Australia",-4.4
"United Kingdom","Australia",-9
"United States","Australia",-61.8
"Bosnia and Herzegovina","Austria",-2
"Germany","Austria",-5
"Libya","Austria",-2
"Serbia","Austria",-20
"Armenia","Azerbaijan",-85.5
"Georgia","Azerbaijan",-5
"Japan","Azerbaijan",-4.4
"Norway","Azerbaijan",-0.4
"Sweden","Azerbaijan",-4
"United States","Azerbaijan",-7
"Australia","Bahrain",-5
"Bangladesh","Bahrain",-20
"Egypt","Bahrain",-13.5
"India","Bahrain",-0.4
"Iran","Bahrain",-106.1
"Iraq","Bahrain",-5
"Jordan","Bahrain",-0.4
"Kuwait","Bahrain",-14.5
"Lebanon","Bahrain",-28.5
"Libya","Bahrain",-33.5
"Oman","Bahrain",-7.2
"Qatar","Bahrain",-7.2
"Saudi Arabia","Bahrain",-500.2
"South Korea","Bahrain",-10.9
"Tunisia","Bahrain",-2
"Turkey","Bahrain",-2
"United Arab Emirates","Bahrain",-40
"United Kingdom","Bahrain",-6.5
"United States","Bahrain",-38.5
"Yemen","Bahrain",-10
"Bahrain","Bangladesh",-27
"India","Bangladesh",-34
"Libya","Bangladesh",-9
"Nigeria","Bangladesh",-5
"South Africa","Bangladesh",-10
"Tajikistan","Bangladesh",-5
"Austria","Belarus",-0.3
"Lithuania","Belarus",-5
"Portugal","Belarus",-4
"South Korea","Belarus",-2
"Sweden","Belarus",-2
"Ukraine","Belarus",-8
"United States","Belarus",-10
"Czech Republic","Belgium",-4
"Senegal","Belgium",-4
"Angola","Benin",-5
"Nigeria","Benin",-2
"Australia","Bermuda",-4
"Chile","Bolivia",-4
"Panama","Bolivia",-55
