"SCountry","TCountry","Intensity"
"Croatia","Afghanistan",-7.2
"Germany","Afghanistan",-7.2
"India","Afghanistan",-31.8
"Indonesia","Afghanistan",-10
"Iran","Afghanistan",-32
"Lesotho","Afghanistan",-4
"Pakistan","Afghanistan",-118.8
"Russia","Afghanistan",-0.4
"Tajikistan","Afghanistan",-40
"Ukraine","Afghanistan",-0.3
"United Kingdom","Afghanistan",-2
"United States","Afghanistan",-261.9
"Czech Republic","Albania",-2
"Greece","Albania",-15
"Serbia","Albania",-2
"United States","Albania",-0.8
"Yemen","Albania",-20
"Egypt","Algeria",-4
"Morocco","Algeria",-2
"Western Sahara","Algeria",-0.4
"Yemen","Algeria",-9
"Brazil","Angola",-5
"South Africa","Angola",-10
"Argentina","Antarctica",-2
"United States","Antigua and Barbuda",-5
"Ethiopia","Argentina",-4
"Iran","Argentina",-24
"United Kingdom","Argentina",-19.1
"United States","Argentina",-0.4
"Azerbaijan","Armenia",-11.4
"Georgia","Armenia",-5
"Iran","Armenia",-9
"Russia","Armenia",-4
"United States","Armenia",-5
"Afghanistan","Australia",-2
"China","Australia",-13
"France","Australia",-2
"Grenada","Australia",-6
"India","Australia",-5
"Indonesia","Australia",-2
"Iraq","Australia",-18
"Israel","Australia",-12
"Japan","Australia",-9
"Malaysia","Australia",-104
"Myanmar","Australia",-4
"New Zealand","Australia",-7
"Philippines","Australia",-4
"South Africa","Australia",-4
"Sweden","Australia",-5
"United Arab Emirates","Australia",-10
"United Kingdom","Australia",-26
"United States","Australia",-45
"Burkina Faso","Austria",-5
"Turkey","Austria",-5
"Armenia","Azerbaijan",-62
"France","Azerbaijan",-2
"Iran","Azerbaijan",-4
"Malta","Azerbaijan",-0.4
"Norway","Azerbaijan",-2.4
"Spain","Azerbaijan",-0.4
"Turkey","Azerbaijan",-2
"India","Bahrain",-5
"Iran","Bahrain",-11
"India","Bangladesh",-5
"Austria","Belarus",-2
"Japan","Belarus",-8
"Kyrgyzstan","Belarus",-5.4
"Poland","Belarus",-2
"Kosovo","Belgium",-4
"Mexico","Belgium",-10
"Nigeria","Benin",-5
"United States","Bermuda",-20
"Brazil","Bolivia",-5
"Chile","Bolivia",-49
"Angola","Brazil",-2
