"SCountry","TCountry","Intensity"
"Estonia","Afghanistan",-7.2
"Georgia","Afghanistan",-27.4
"Greece","Afghanistan",-5
"India","Afghanistan",-4.4
"Indonesia","Afghanistan",-5
"Iran","Afghanistan",-15
"New Zealand","Afghanistan",-20
"Norway","Afghanistan",-7.2
"Pakistan","Afghanistan",-289.6
"Poland","Afghanistan",-5
"Qatar","Afghanistan",-6
"Russia","Afghanistan",-2
"Spain","Afghanistan",-14.4
"United Kingdom","Afghanistan",-5.4
"United States","Afghanistan",-307.7
"Belgium","Albania",-8
"Greece","Albania",-5
"Kosovo","Albania",-2
"Serbia","Albania",-10
"Brazil","Algeria",-7.5
"Egypt","Algeria",-6.5
"Lebanon","Algeria",-9
"Mali","Algeria",-9
"Morocco","Algeria",-2
"Spain","Algeria",-5
"India","Angola",-10
"Iran","Argentina",-11
"United States","Argentina",-2
"Uruguay","Argentina",-0.4
"Russia","Armenia",-7.2
"China","Australia",-10
"Colombia","Australia",-2
"Ecuador","Australia",-5
"India","Australia",-4.4
"Indonesia","Australia",-58
"Marshall Islands","Australia",-18
"Saudi Arabia","Australia",-15
"Serbia","Australia",-10
"Sweden","Australia",-19
"Syria","Australia",-0.4
"Thailand","Australia",-10
"United Kingdom","Australia",-32
"United States","Australia",-18
"Qatar","Austria",-5
"Syria","Austria",-9.5
"Armenia","Azerbaijan",-9.5
"Iran","Azerbaijan",-20
"Russia","Azerbaijan",-10
"United States","Azerbaijan",-2
"India","Bahrain",-9
"Iran","Bahrain",-10
"India","Bangladesh",-60.4
"Kenya","Bangladesh",-5
"Trinidad and Tobago","Bangladesh",-2
"Hungary","Belarus",-2
"Russia","Belarus",-5
"Estonia","Belgium",-4.4
"France","Belgium",-6
"Georgia","Belgium",-20
"Germany","Belgium",-7
"Turkey","Belgium",-9
"Nigeria","Benin",-7
"Turkey","Benin",-9
"United States","Bhutan",-2
"Brazil","Bolivia",-18
"Nicaragua","Bolivia",-5
"Uruguay","Bolivia",-9
"Serbia","Bosnia and Herzegovina",-14
"Venezuela","Bosnia and Herzegovina",-0.3
"Argentina","Brazil",-2
"France","Brazil",-9.2
"India","Brazil",-16
"Italy","Brazil",-5
"Portugal","Brazil",-10
"South Africa","Brazil",-4
"Switzerland","Brazil",-12
"Burundi","Bulgaria",-2
"Greece","Bulgaria",-5
"Kenya","Bulgaria",-10
"Thailand","Cambodia",-15
"United States","Cambodia",-8
"China","Canada",-35
"France","Canada",-9.5
"Iran","Canada",-10.4
"Pakistan","Canada",-5
"Russia","Canada",-4
"Turkey","Canada",-27
"United States","Canada",-26
"South Africa","Central African Republic",-5
"South Sudan","Central African Republic",-9
"France","Chad",-10
"Senegal","Chad",-25
"Bolivia","Chile",-6
"Mexico","Chile",-9
"Philippines","Chile",-7
"United States","Chile",-9.5
"Australia","China",-2
"Belarus","China",-5
"Belgium","China",-2
"Brazil","China",-4
"Canada","China",-18
"Ghana","China",-130
"Hong Kong","China",-5.4
"India","China",-14.4
"Japan","China",-22
"New Zealand","China",-2
"Nigeria","China",-15
"Philippines","China",-33
"Russia","China",-16.4
"Singapore","China",-10
"Syria","China",-9
"Taiwan","China",-9.3
"Tajikistan","China",-5
"United Kingdom","China",-8.5
"United States","China",-189.4
"Vietnam","China",-12.5
"Bolivia","Colombia",-2
"Ecuador","Colombia",-2
"India","Colombia",-29
"Nicaragua","Colombia",-2
"Panama","Colombia",-2
"United States","Colombia",-12
"Venezuela","Colombia",-33
"China","Congo",-9
"Democratic Republic of Congo","Congo",-4
"India","Congo",-19
"Liberia","Cote d'Ivoire",-18
"Netherlands","Cote d'Ivoire",-5
"Austria","Croatia",-5
"Bosnia and Herzegovina","Croatia",-2
"Germany","Croatia",-8
"Colombia","Cuba",-4
"Mauritania","Cuba",-10
"United States","Cuba",-55
"Venezuela","Cuba",-4
"Argentina","Czech Republic",-5
"Austria","Czech Republic",-5
"Germany","Czech Republic",-10
"Russia","Czech Republic",-10
"United States","Czech Republic",-9
"Congo","Democratic Republic of Congo",-19
"Kenya","Democratic Republic of Congo",-4.4
"South Africa","Democratic Republic of Congo",-21.6
"Sweden","Democratic Republic of Congo",-5
"Uganda","Democratic Republic of Congo",-5
"Brazil","Ecuador",-4
"Greece","Ecuador",-8
"Guatemala","Ecuador",-5
"Turkey","Ecuador",-10
"United Kingdom","Ecuador",-8.8
"United States","Ecuador",-25.6
"Australia","Egypt",-2
"Bahrain","Egypt",-6.5
"Belgium","Egypt",-2
"Ethiopia","Egypt",-13
"Germany","Egypt",-2
"Iran","Egypt",-4
"Israel","Egypt",-20
"Jamaica","Egypt",-9
"Lebanon","Egypt",-7
"Libya","Egypt",-2
"Russia","Egypt",-2
"Spain","Egypt",-5
"Syria","Egypt",-41.5
"Thailand","Egypt",-90
"Uganda","Egypt",-5
"United Arab Emirates","Egypt",-5
"United States","Egypt",-27.2
"Western Sahara","Egypt",-10
"Mexico","El Salvador",-9
