"SCountry","TCountry","Intensity"
"Australia","Afghanistan",-27.2
"China","Afghanistan",-2
"Czech Republic","Afghanistan",-26.7
"Estonia","Afghanistan",-7.2
"Georgia","Afghanistan",-17.2
"Germany","Afghanistan",-4
"Indonesia","Afghanistan",-50
"Iran","Afghanistan",-15
"Lesotho","Afghanistan",-7
"Pakistan","Afghanistan",-68.8
"Poland","Afghanistan",-5
"Singapore","Afghanistan",-14.4
"Slovakia","Afghanistan",-7.2
"Spain","Afghanistan",-7.2
"Tajikistan","Afghanistan",-10
"Turkey","Afghanistan",-5
"Uganda","Afghanistan",-2
"United Kingdom","Afghanistan",-63.2
"United States","Afghanistan",-441.3
"Afghanistan","Albania",-9.5
"Greece","Albania",-14
"India","Albania",-10
"Serbia","Albania",-40
"Mauritania","Algeria",-30
"Mauritius","Algeria",-10
"Spain","Algeria",-7
"United Kingdom","Algeria",-5
"Democratic Republic of Congo","Angola",-2
"Chile","Argentina",-10
"Iran","Argentina",-4
"Russia","Argentina",-5
"Azerbaijan","Armenia",-86
"Iran","Armenia",-0.3
"Russia","Armenia",-7.2
"Ukraine","Armenia",-5
"Afghanistan","Australia",-13
"Bermuda","Australia",-7
"Fiji","Australia",-12
"France","Australia",-27
"India","Australia",-9
"Indonesia","Australia",-2
"Italy","Australia",-5.8
"Japan","Australia",-4.4
"Philippines","Australia",-9
"Singapore","Australia",-9
"South Africa","Australia",-5
"Sweden","Australia",-14
"Thailand","Australia",-5
"Timor-Leste","Australia",-4
"Tunisia","Australia",-5
"United Arab Emirates","Australia",-15
"United Kingdom","Australia",-2
"United States","Australia",-37
"Germany","Austria",-12
"Greece","Austria",-10
"Hungary","Austria",-10
"Armenia","Azerbaijan",-239.4
"Iran","Azerbaijan",-0.3
"Russia","Azerbaijan",-5
"Uganda","Azerbaijan",-2
"Cuba","Bahamas",-5
"Egypt","Bahrain",-9.5
"Sudan","Bahrain",-2
"Afghanistan","Bangladesh",-8.8
"Russia","Bangladesh",-20
"United States","Bangladesh",-5
"Czech Republic","Belarus",-5
"India","Belarus",-6
"Japan","Belarus",-8
"Russia","Belarus",-23.4
"Ukraine","Belarus",-5
"United States","Belarus",-12
"Cameroon","Belgium",-18
"Canada","Belgium",-5
"France","Belgium",-6.5
"Germany","Belgium",-4
"Rwanda","Belgium",-2
"Uganda","Belgium",-2
"Nigeria","Benin",-2
"Turkey","Benin",-10
"Costa Rica","Bolivia",-2
"Peru","Bolivia",-17
"Croatia","Bosnia and Herzegovina",-10
"Serbia","Bosnia and Herzegovina",-5
"Turkey","Bosnia and Herzegovina",-5
"United States","Bosnia and Herzegovina",-8.8
"Argentina","Brazil",-2
"Ecuador","Brazil",-11
"El Salvador","Brazil",-11
"Guatemala","Brazil",-11
"Honduras","Brazil",-11
"India","Brazil",-5
"Puerto Rico","Brazil",-10
"Spain","Brazil",-5
"United States","Brazil",-4
"France","Bulgaria",-15
"Greece","Bulgaria",-19
"India","Bulgaria",-5
"France","Burkina Faso",-35.7
"Thailand","Cambodia",-29.5
"Afghanistan","Canada",-2
"France","Canada",-13.5
"Iran","Canada",-10
"Libya","Canada",-10
"Sweden","Canada",-5
"United States","Canada",-54
"Congo","Central African Republic",-2
"Uganda","Central African Republic",-18
"Colombia","Chad",-10
"Sudan","Chad",-9.4
"Argentina","Chile",-5
"Cuba","Chile",-2
"Haiti","Chile",-4
"Mexico","Chile",-20
"United States","Chile",-25
"Uruguay","Chile",-2
"Afghanistan","China",-18
"Australia","China",-17
"Azerbaijan","China",-10
"Chad","China",-11
"India","China",-19.6
"Japan","China",-1023.3
"Macao","China",-5
"Mauritania","China",-5
"Nepal","China",-5
"New Zealand","China",-9
"Philippines","China",-6
"Russia","China",-16.2
"Sudan","China",-5
"Sweden","China",-2
"Taiwan","China",-88
"United Kingdom","China",-5.4
"United States","China",-190.7
"Zimbabwe","China",-5
"Chile","Colombia",-11
"Ecuador","Colombia",-34.2
"Mexico","Colombia",-5
"Nicaragua","Colombia",-5
"Panama","Colombia",-2
"Spain","Colombia",-20
"United States","Colombia",-4.4
"Venezuela","Colombia",-22
"Angola","Congo",-10
"Democratic Republic of Congo","Congo",-7
"Rwanda","Congo",-2
"South Korea","Congo",-5
"United States","Costa Rica",-4
"Senegal","Cote d'Ivoire",-2
"United States","Cote d'Ivoire",-10
"Belgium","Croatia",-2
"Bosnia and Herzegovina","Croatia",-20
"Iraq","Croatia",-4
"Nigeria","Croatia",-9
"Russia","Croatia",-5
"Serbia","Croatia",-5
"France","Cuba",-2
"Iran","Cuba",-5
"United States","Cuba",-33.4
"Uruguay","Cuba",-5
"Armenia","Czech Republic",-10
"Israel","Czech Republic",-5
"Slovakia","Czech Republic",-6
"United States","Czech Republic",-4.4
"Congo","Democratic Republic of Congo",-2
"Netherlands","Democratic Republic of Congo",-5
