"SCountry","TCountry","Intensity"
"Australia","Afghanistan",-20
"Bangladesh","Afghanistan",-14
"China","Afghanistan",-2
"France","Afghanistan",-4
"Germany","Afghanistan",-7.2
"Greece","Afghanistan",-15
"India","Afghanistan",-18.4
"Indonesia","Afghanistan",-67
"Iran","Afghanistan",-19.4
"Malaysia","Afghanistan",-10
"Netherlands","Afghanistan",-7.2
"Pakistan","Afghanistan",-1584.7
"Poland","Afghanistan",-42
"Spain","Afghanistan",-7.2
"Sudan","Afghanistan",-9
"Turkey","Afghanistan",-5
"United Kingdom","Afghanistan",-189.2
"United States","Afghanistan",-689.6
"Kosovo","Albania",-17
"Portugal","Albania",-10
"Russia","Albania",-5
"Serbia","Albania",-24
"Dominican Republic","Algeria",-4
"India","Algeria",-15
"United States","Algeria",-28
"Mexico","Angola",-2
"Namibia","Angola",-15
"South Africa","Angola",-5
"United States","Antigua and Barbuda",-2
"Brazil","Argentina",-5
"Chile","Argentina",-5
"Colombia","Argentina",-10
"Cuba","Argentina",-2
"France","Argentina",-7
"Uruguay","Argentina",-5
"Azerbaijan","Armenia",-22
"Russia","Armenia",-2
"Turkey","Armenia",-2
"United States","Armenia",-5.6
"Afghanistan","Australia",-14
"Antarctica","Australia",-5
"China","Australia",-18
"Egypt","Australia",-9.5
"France","Australia",-7
"Hong Kong","Australia",-25
"India","Australia",-47.3
"Indonesia","Australia",-16.5
"Israel","Australia",-5
"Kuwait","Australia",-40
"Marshall Islands","Australia",-5
"Philippines","Australia",-5
"Solomon Islands","Australia",-4
"Sweden","Australia",-7
"Tuvalu","Australia",-5
"United Kingdom","Australia",-27.6
"United States","Australia",-58
"Australia","Austria",-0.4
"Azerbaijan","Austria",-5
"Iran","Austria",-6.5
"United States","Austria",-13
"Armenia","Azerbaijan",-279.5
"Georgia","Azerbaijan",-5
"Greece","Azerbaijan",-2
"Iran","Azerbaijan",-28.4
"Israel","Azerbaijan",-6.5
"Russia","Azerbaijan",-10
"Turkmenistan","Azerbaijan",-5
"Ukraine","Azerbaijan",-2
"India","Bahrain",-10
"Afghanistan","Bangladesh",-10
"Australia","Bangladesh",-9.5
"India","Bangladesh",-86
"Pakistan","Bangladesh",-5
"United Kingdom","Bangladesh",-2
"United States","Bangladesh",-5
"Guyana","Barbados",-0.8
"Austria","Belarus",-5
"Israel","Belarus",-4.4
"Russia","Belarus",-61
"United States","Belarus",-2
"United States","Belgium",-5
"Nigeria","Benin",-2
"United Kingdom","Bermuda",-2
"Paraguay","Bolivia",-6
"Peru","Bolivia",-34.5
"Serbia","Bosnia and Herzegovina",-28
"United States","Bosnia and Herzegovina",-7
"Argentina","Brazil",-5
"France","Brazil",-7.2
"Portugal","Brazil",-9.2
"Russia","Brazil",-5
"United Kingdom","Brazil",-10
"United States","Brazil",-27
"Mexico","British Indian Ocean Territory",-5
"Greece","Bulgaria",-35
"Somalia","Burundi",-5
"Thailand","Cambodia",-29.4
"France","Cameroon",-4
"Australia","Canada",-5
"India","Canada",-9
"Iran","Canada",-26
"Mexico","Canada",-15
"Sri Lanka","Canada",-35
"United Arab Emirates","Canada",-2
"United Kingdom","Canada",-5
"Canada","Cayman Islands",-5
"United States","Cayman Islands",-10
"Chad","Central African Republic",-19
"Democratic Republic of Congo","Central African Republic",-0.3
"Central African Republic","Chad",-9
"France","Chad",-5
"Sudan","Chad",-2
"United States","Chad",-6
"Brazil","Chile",-5
"Ecuador","Chile",-5
"Venezuela","Chile",-10.5
"Afghanistan","China",-5
"Australia","China",-9
"Ethiopia","China",-19
"France","China",-9.5
"Hong Kong","China",-14
"India","China",-19.8
"Japan","China",-22.4
"Macao","China",-8.4
"Malawi","China",-2
"Myanmar","China",-4
