"SCountry","TCountry","Intensity"
"Australia","Afghanistan",-10
"Canada","Afghanistan",-4
"France","Afghanistan",-117.8
"Georgia","Afghanistan",-7.2
"Germany","Afghanistan",-5
"India","Afghanistan",-4
"Japan","Afghanistan",-10
"Norway","Afghanistan",-7.2
"Pakistan","Afghanistan",-152.2
"Qatar","Afghanistan",-0.4
"Spain","Afghanistan",-7.2
"United Kingdom","Afghanistan",-26.2
"United States","Afghanistan",-253.2
"Uzbekistan","Afghanistan",-10
"Greece","Albania",-33
"Kosovo","Albania",-18
"Niger","Albania",-20
"United States","Albania",-5
"France","Algeria",-30
"Libya","Algeria",-5
"Morocco","Algeria",-4
"Guinea-Bissau","Angola",-2
"Namibia","Angola",-0.4
"Nigeria","Angola",-20
"Bolivia","Argentina",-5
"Chile","Argentina",-2
"Mexico","Argentina",-2
"Nigeria","Argentina",-9
"United Kingdom","Argentina",-60.4
"United States","Argentina",-9.9
"Venezuela","Argentina",-9.5
"Azerbaijan","Armenia",-0.4
"Czech Republic","Armenia",-5
"France","Armenia",-7
"Turkey","Armenia",-14
"Afghanistan","Australia",-10
"France","Australia",-9.5
"India","Australia",-10
"Indonesia","Australia",-0.4
"Israel","Australia",-5
"Malaysia","Australia",-6
"Netherlands","Australia",-9.5
"New Zealand","Australia",-5
"Nigeria","Australia",-10
"Papua New Guinea","Australia",-5
"Philippines","Australia",-27
"United Kingdom","Australia",-4
"United States","Australia",-59
"Czech Republic","Austria",-5
"Eritrea","Austria",-9
"Ethiopia","Austria",-9
"France","Austria",-5
"Russia","Austria",-2
"Iran","Azerbaijan",-4
"Lebanon","Azerbaijan",-9
"Canada","Bahrain",-0.3
"Greece","Bahrain",-4
"India","Bahrain",-5
"Iran","Bahrain",-9
"Somalia","Bahrain",-2
"India","Bangladesh",-60.9
"Japan","Belarus",-2
"Turkey","Belarus",-5
"Bosnia and Herzegovina","Belgium",-4
"Senegal","Belgium",-20
"Senegal","Benin",-2
"Chile","Bolivia",-0.4
"United States","Bolivia",-4
"Austria","Bosnia and Herzegovina",-5
"United Kingdom","Bosnia and Herzegovina",-5
"Iran","Brazil",-4
"Jordan","Brazil",-5
"United States","Brazil",-7.2
"Czech Republic","Bulgaria",-5
"Tanzania","Burundi",-30
"Thailand","Cambodia",-20
"Nigeria","Cameroon",-8
"Congo","Canada",-5
"Kuwait","Canada",-2
"Mexico","Canada",-9.5
"Rwanda","Canada",-5
"United States","Canada",-29
"Libya","Central African Republic",-27.5
"Belgium","Chad",-5
