"SCountry","TCountry","Intensity"
"Australia","Afghanistan",-46.2
"Canada","Afghanistan",-20
"China","Afghanistan",-14.4
"Cuba","Afghanistan",-2
"Denmark","Afghanistan",-0.4
"Finland","Afghanistan",-7.2
"France","Afghanistan",-42
"Germany","Afghanistan",-17.2
"India","Afghanistan",-2
"Indonesia","Afghanistan",-5
"Iran","Afghanistan",-26.4
"Iraq","Afghanistan",-2
"Italy","Afghanistan",-7.2
"Japan","Afghanistan",-5
"New Zealand","Afghanistan",-7.2
"Pakistan","Afghanistan",-548
"Poland","Afghanistan",-9.5
"Russia","Afghanistan",-9.5
"Slovakia","Afghanistan",-7.2
"South Korea","Afghanistan",-7.2
"Spain","Afghanistan",-17.2
"Sri Lanka","Afghanistan",-5
"Turkey","Afghanistan",-20
"United Kingdom","Afghanistan",-128.8
"United States","Afghanistan",-981.5
"Greece","Albania",-5
"Serbia","Albania",-2
"Bosnia and Herzegovina","Algeria",-10
"France","Algeria",-5
"Morocco","Algeria",-2
"United States","Algeria",-7
"Armenia","Angola",-10
"Congo","Angola",-54
"Mozambique","Angola",-5
"Namibia","Angola",-6.5
"Russia","Angola",-5
"Swaziland","Angola",-5
"Brazil","Argentina",-0.4
"Cape Verde","Argentina",-5
"Chile","Argentina",-5
"Spain","Argentina",-4
"Azerbaijan","Armenia",-9
"Russia","Armenia",-21.6
"Turkey","Armenia",-16
"Afghanistan","Australia",-28
"Bulgaria","Australia",-47
"China","Australia",-4
"Fiji","Australia",-10
"Germany","Australia",-5
"India","Australia",-186
"Indonesia","Australia",-14
"Iraq","Australia",-6.4
"Ireland","Australia",-2
"Lebanon","Australia",-5
"New Zealand","Australia",-18
"Philippines","Australia",-17
"Russia","Australia",-10
"United States","Australia",-41
"Nigeria","Austria",-5
"South Africa","Austria",-2
"Switzerland","Austria",-2
"Armenia","Azerbaijan",-48
"India","Azerbaijan",-20
"United States","Azerbaijan",-0.8
"Afghanistan","Bangladesh",-36
"India","Bangladesh",-89.5
"Kyrgyzstan","Bangladesh",-5
"Myanmar","Bangladesh",-28
"Nepal","Bangladesh",-2
"Pakistan","Bangladesh",-19
"South Korea","Bangladesh",-10
"Turkey","Bangladesh",-15
"United States","Bangladesh",-10
"Japan","Belarus",-15
"Libya","Belarus",-5
"Russia","Belarus",-5
"China","Belgium",-9.5
"Democratic Republic of Congo","Belgium",-27
"France","Belgium",-5
"Germany","Belgium",-9
"Kosovo","Belgium",-4
"Netherlands","Belgium",-5
"Russia","Belgium",-0.4
"Slovenia","Belgium",-4
"Turkey","Belgium",-10
"Nigeria","Benin",-2
"India","Bhutan",-7
"Nepal","Bhutan",-2
"Brazil","Bolivia",-7
"Colombia","Bolivia",-6
"Ecuador","Bolivia",-4
"Peru","Bolivia",-4
"United States","Bolivia",-36.2
"Croatia","Bosnia and Herzegovina",-2
"Serbia","Bosnia and Herzegovina",-23.5
