"SCountry","TCountry","Intensity"
"Bangladesh","Afghanistan",-9.2
"Canada","Afghanistan",-10
"Croatia","Afghanistan",-8
"Germany","Afghanistan",-2
"Ghana","Afghanistan",-5
"Netherlands","Afghanistan",-14.4
"Pakistan","Afghanistan",-100
"Portugal","Afghanistan",-7.2
"Romania","Afghanistan",-14.4
"Tajikistan","Afghanistan",-20
"United States","Afghanistan",-355.9
"Greece","Albania",-10
"Russia","Albania",-9
"Serbia","Albania",-26
"Afghanistan","Algeria",-10
"Canada","Algeria",-5
"France","Algeria",-30
"Greece","Algeria",-5
"Italy","Algeria",-40
"Morocco","Algeria",-6
"Spain","Algeria",-35
"Turkey","Algeria",-5
"United Kingdom","Algeria",-53
"United States","Algeria",-17.3
"Brazil","Argentina",-15
"Cuba","Argentina",-0.4
"France","Argentina",-2
"Mexico","Argentina",-5
"Spain","Argentina",-17
"United States","Argentina",-7
"Uruguay","Argentina",-4
"Venezuela","Argentina",-2
"Azerbaijan","Armenia",-17.8
"Hungary","Armenia",-9
"Iran","Armenia",-5
"Lithuania","Armenia",-2
"Turkey","Armenia",-12
"United States","Armenia",-0.4
"Afghanistan","Australia",-5
"Burundi","Australia",-6
"Cambodia","Australia",-34
"Egypt","Australia",-9.5
"Indonesia","Australia",-89.4
"Israel","Australia",-5
"Japan","Australia",-20
"Kuwait","Australia",-39
"Malaysia","Australia",-10
"Mauritius","Australia",-10
"New Zealand","Australia",-5
"Papua New Guinea","Australia",-4.4
"Singapore","Australia",-133
"Sri Lanka","Australia",-4
"Thailand","Australia",-2
"United Kingdom","Australia",-46.4
"United States","Australia",-47.8
"Vanuatu","Australia",-5
"Vietnam","Australia",-22
"Hungary","Austria",-0.6
"Serbia","Austria",-10
"United States","Austria",-21
"Venezuela","Austria",-10
"Vietnam","Austria",-5
"Yemen","Austria",-72
"Armenia","Azerbaijan",-10
"Egypt","Azerbaijan",-7
"Hungary","Azerbaijan",-5
"Mozambique","Azerbaijan",-4
"Russia","Azerbaijan",-17
"United States","Azerbaijan",-2
"United Arab Emirates","Bahrain",-0.4
"Germany","Bangladesh",-5
"India","Bangladesh",-154.5
"Indonesia","Bangladesh",-7
"Kyrgyzstan","Bangladesh",-7
"Nepal","Bangladesh",-5
"Pakistan","Bangladesh",-4
"Romania","Bangladesh",-28.4
"France","Belarus",-5
"Japan","Belarus",-17
"Poland","Belarus",-5
"Romania","Belarus",-2
"Russia","Belarus",-4
"Spain","Belarus",-20
"Iraq","Belgium",-2
"United Kingdom","Belgium",-6
"United States","Belgium",-5
"India","Bhutan",-26.5
"Argentina","Bolivia",-7.4
"Brazil","Bolivia",-0.4
"Chile","Bolivia",-9.5
"India","Bolivia",-2
"Spain","Bolivia",-5.4
"United States","Bolivia",-4
"Venezuela","Bolivia",-0.4
"China","Bosnia and Herzegovina",-2
"Croatia","Bosnia and Herzegovina",-31
"Montenegro","Bosnia and Herzegovina",-4
"Serbia","Bosnia and Herzegovina",-39
"Spain","Bosnia and Herzegovina",-5
"Argentina","Brazil",-7.6
"India","Brazil",-17
"Paraguay","Brazil",-2
"Portugal","Brazil",-10
"South Africa","Brazil",-18
"United Kingdom","Brazil",-18.3
"United States","Brazil",-37
"United Kingdom","British Indian Ocean Territory",-5
"Cyprus","Bulgaria",-10
"Libya","Bulgaria",-60
"United Kingdom","Bulgaria",-4.4
"United States","Bulgaria",-0.3
"Cote d'Ivoire","Burkina Faso",-2
"Australia","Burundi",-6
"France","Cambodia",-2
"United States","Cambodia",-8
"Vietnam","Cambodia",-5
"Russia","Cameroon",-10
"Australia","Canada",-48
"Azerbaijan","Canada",-8
"Bahamas","Canada",-2
"Bangladesh","Canada",-14
"Cambodia","Canada",-9
"China","Canada",-0.4
"Iraq","Canada",-17.8
"South Korea","Canada",-5
"Thailand","Canada",-19
"United Kingdom","Canada",-2
"United States","Canada",-57
"Sudan","Chad",-34
"Argentina","Chile",-9
"Australia","Chile",-5
"Bolivia","Chile",-4
"Germany","Chile",-5
"Hungary","Chile",-2
"Peru","Chile",-14.5
"Spain","Chile",-4
"United States","Chile",-16
"Argentina","China",-9
"Bhutan","China",-6
"Chile","China",-5
"Colombia","China",-5
"Czech Republic","China",-47.1
"Finland","China",-5
