"SCountry","TCountry","Intensity"
"Australia","Afghanistan",-19
"Czech Republic","Afghanistan",-6
"Finland","Afghanistan",-7.2
"France","Afghanistan",-61.6
"Georgia","Afghanistan",-14.4
"Germany","Afghanistan",-16.2
"India","Afghanistan",-15
"Indonesia","Afghanistan",-22
"Iran","Afghanistan",-40
"Italy","Afghanistan",-14.4
"Japan","Afghanistan",-9
"Jordan","Afghanistan",-10
"Kazakhstan","Afghanistan",-20
"Malaysia","Afghanistan",-5
"Netherlands","Afghanistan",-50.4
"Pakistan","Afghanistan",-845.2
"Portugal","Afghanistan",-10
"Qatar","Afghanistan",-10
"Romania","Afghanistan",-7.2
"Russia","Afghanistan",-2
"Saudi Arabia","Afghanistan",-9
"Spain","Afghanistan",-47.2
"Sweden","Afghanistan",-7.2
"Tajikistan","Afghanistan",-10
"Turkey","Afghanistan",-19.4
"United Kingdom","Afghanistan",-78.9
"United States","Afghanistan",-1156.7
"Uzbekistan","Afghanistan",-10
"Croatia","Albania",-7
"Greece","Albania",-16.2
"France","Algeria",-4.4
"Mali","Algeria",-5
"United Kingdom","Algeria",-5
"United States","Algeria",-2
"Namibia","Angola",-5
"Brazil","Argentina",-2
"Ecuador","Argentina",-2
"Mexico","Argentina",-4.4
"United Kingdom","Argentina",-27.5
"United States","Argentina",-5
"Uruguay","Argentina",-4
"Azerbaijan","Armenia",-10
"Georgia","Armenia",-5
"Iran","Armenia",-2
"Turkey","Armenia",-6.8
"Afghanistan","Australia",-20
"Bermuda","Australia",-2
"China","Australia",-7
"Egypt","Australia",-5
"Fiji","Australia",-4
"Grenada","Australia",-2
"Iceland","Australia",-2
"India","Australia",-26
"Indonesia","Australia",-30
"Iran","Australia",-4
"Ireland","Australia",-18
"Israel","Australia",-15
"Japan","Australia",-26
"Malaysia","Australia",-26.5
"New Zealand","Australia",-5
"Pakistan","Australia",-5
"Papua New Guinea","Australia",-5
"Philippines","Australia",-20
"South Africa","Australia",-2
"Sri Lanka","Australia",-5
"Thailand","Australia",-10
"Turkey","Australia",-2
"United Kingdom","Australia",-40
"United States","Australia",-16
"Czech Republic","Austria",-4
"Iran","Austria",-4
"Israel","Austria",-4
"Morocco","Austria",-7
"Armenia","Azerbaijan",-356.4
"Belgium","Azerbaijan",-5
"Iran","Azerbaijan",-22
"Israel","Azerbaijan",-9.5
"Russia","Azerbaijan",-15
"United States","Azerbaijan",-2
"Greece","Bangladesh",-5
"India","Bangladesh",-10
"United States","Barbados",-5
"Iran","Belarus",-4
"Japan","Belarus",-2
"Poland","Belarus",-43.4
"Russia","Belarus",-9
"Ukraine","Belarus",-5
"United Kingdom","Belarus",-2
"Germany","Belgium",-9.5
"Poland","Belgium",-8
"United Kingdom","Belgium",-2
"India","Benin",-7.2
"Nigeria","Benin",-10
"Paraguay","Bolivia",-5
"Spain","Bolivia",-5
"Serbia","Bosnia and Herzegovina",-21
"United Kingdom","Bosnia and Herzegovina",-25
"United States","Bosnia and Herzegovina",-10
"Zimbabwe","Botswana",-19
"Albania","Brazil",-5
"Bolivia","Brazil",-5
"Canada","Brazil",-5
"Cuba","Brazil",-5
"Ecuador","Brazil",-2
"Jordan","Brazil",-5
"Paraguay","Brazil",-7
"Venezuela","Brazil",-2
"Belgium","Bulgaria",-4.4
"Canada","Bulgaria",-5
"Greece","Bulgaria",-5
"Russia","Bulgaria",-19
"Turkey","Bulgaria",-14
"Cote d'Ivoire","Burkina Faso",-11.2
"Japan","Cambodia",-4
"Thailand","Cambodia",-58.4
"Vietnam","Cambodia",-18.5
"Equatorial Guinea","Cameroon",-5
"Myanmar","Cameroon",-5
"Russia","Cameroon",-5
"Morocco","Canada",-7
"Spain","Canada",-5
"United States","Canada",-20
"Venezuela","Canada",-15
"Cote d'Ivoire","Central African Republic",-28
"Uganda","Central African Republic",-35.2
"Central African Republic","Chad",-10
"Senegal","Chad",-13
"Sudan","Chad",-14
"Nigeria","Chile",-2
"Philippines","Chile",-4.4
"United States","Chile",-9
"Venezuela","Chile",-10
"Afghanistan","China",-9
"Australia","China",-21.8
"Canada","China",-2
"Czech Republic","China",-5
"Hong Kong","China",-18
"India","China",-18.8
"Japan","China",-12
"Kenya","China",-2
"Malaysia","China",-2
"Mexico","China",-2
"Nepal","China",-5
"North Korea","China",-32.2
"Pakistan","China",-18
"Philippines","China",-40
"South Africa","China",-5
"Taiwan","China",-23.4
"Thailand","China",-2
"United States","China",-257.6
"Uzbekistan","China",-5.6
"Vietnam","China",-5
"Bolivia","Colombia",-4
"Ecuador","Colombia",-38.4
"Mexico","Colombia",-9.4
"Pakistan","Colombia",-10
"Panama","Colombia",-9.6
"Peru","Colombia",-4
"United States","Colombia",-5
"Venezuela","Colombia",-33.6
"France","Congo",-10
"Rwanda","Congo",-11
"United States","Congo",-7.2
"Austria","Costa Rica",-2
"China","Costa Rica",-4
"Burkina Faso","Cote d'Ivoire",-5
"France","Cote d'Ivoire",-2
"South Korea","Cote d'Ivoire",-0.8
"Bosnia and Herzegovina","Croatia",-25
"Serbia","Croatia",-10
"Tajikistan","Croatia",-4
"Brazil","Cuba",-7
"Canada","Cuba",-5.3
"Czech Republic","Cuba",-4
"Haiti","Cuba",-10
"Spain","Cuba",-2.3
"United States","Cuba",-30.2
"Venezuela","Cuba",-4
"South Korea","Cyprus",-5
"Austria","Czech Republic",-5
"France","Czech Republic",-5
"Germany","Czech Republic",-5
"Latvia","Czech Republic",-4
"Romania","Czech Republic",-9.5
"Cote d'Ivoire","Democratic Republic of Congo",-2
"Rwanda","Democratic Republic of Congo",-79
"Sudan","Democratic Republic of Congo",-9.5
"Tanzania","Democratic Republic of Congo",-5
"Uganda","Democratic Republic of Congo",-38
"Germany","Denmark",-4
"Turkey","Denmark",-2
"Somalia","Djibouti",-6
"El Salvador","Dominican Republic",-4
"Haiti","Dominican Republic",-5
"Japan","Dominican Republic",-10
"United States","Dominican Republic",-10
"Venezuela","Dominican Republic",-2
"Colombia","Ecuador",-24
"Venezuela","Ecuador",-7.2
"Cote d'Ivoire","Egypt",-6.5
"Greece","Egypt",-5
"Lebanon","Egypt",-10
"Peru","Egypt",-10
"Russia","Egypt",-10
"Saudi Arabia","Egypt",-2
"Turkey","Egypt",-8
"United States","Egypt",-20
"Guatemala","El Salvador",-5
"Honduras","El Salvador",-9
"United States","El Salvador",-5
"Cameroon","Equatorial Guinea",-5
"Djibouti","Eritrea",-2
"Egypt","Eritrea",-5
"Israel","Eritrea",-7.2
"Somalia","Eritrea",-4
"United States","Eritrea",-2
"Afghanistan","Ethiopia",-5
"Egypt","Ethiopia",-15
"Kenya","Ethiopia",-10
"Somalia","Ethiopia",-0.4
"United States","Ethiopia",-18
"Argentina","Falkland Islands",-2
"Australia","Fiji",-5
"New Zealand","Fiji",-5
"Afghanistan","France",-72
"Algeria","France",-2
"Australia","France",-0.4
"Brazil","France",-5
"Cambodia","France",-5
"China","France",-2
"Colombia","France",-5
"Congo","France",-10
"Cote d'Ivoire","France",-10
"Estonia","France",-0.4
"Georgia","France",-4
"Iran","France",-18.5
"Israel","France",-5
