"SCountry","TCountry","Intensity"
"Australia","Afghanistan",-10
"France","Afghanistan",-37.2
"India","Afghanistan",-5
"Iran","Afghanistan",-50
"Nigeria","Afghanistan",-9
"Pakistan","Afghanistan",-150.6
"Tajikistan","Afghanistan",-5
"Tonga","Afghanistan",-7.2
"United States","Afghanistan",-355.9
"Uzbekistan","Afghanistan",-5
"Greece","Albania",-5
"Serbia","Albania",-10
"France","Algeria",-12
"Syria","Algeria",-9
"United States","Algeria",-7.6
"United States","Angola",-2
"Belgium","Argentina",-2
"Greece","Argentina",-2
"Iran","Argentina",-2
"Peru","Argentina",-2
"Portugal","Argentina",-2
"Turkey","Argentina",-2
"Uruguay","Argentina",-4
"Georgia","Armenia",-2
"Russia","Armenia",-2
"Turkey","Armenia",-10
"United States","Armenia",-14
"Afghanistan","Australia",-4
"Bermuda","Australia",-2
"China","Australia",-9
"Egypt","Australia",-9
"Indonesia","Australia",-27
"Israel","Australia",-5
"Japan","Australia",-15
"Peru","Australia",-20
"Timor-Leste","Australia",-15
"United States","Australia",-25.4
"Armenia","Azerbaijan",-2
"Belarus","Azerbaijan",-20
"France","Azerbaijan",-2
"Iraq","Azerbaijan",-9.5
"Iran","Bahrain",-63.2
"Iraq","Bahrain",-4
"Kuwait","Bahrain",-5
"Lebanon","Bahrain",-16
"Saudi Arabia","Bahrain",-258.9
"United Arab Emirates","Bahrain",-14.4
"United Kingdom","Bahrain",-2
"United States","Bahrain",-4
"India","Bangladesh",-15
"Lebanon","Bangladesh",-4
"Pakistan","Bangladesh",-10
"Russia","Bangladesh",-14
"South Africa","Bangladesh",-10
"Tajikistan","Bangladesh",-9
"United States","Bangladesh",-5
"Azerbaijan","Belarus",-2
"Lithuania","Belarus",-2
"Russia","Belarus",-8
"Serbia","Belarus",-4
"United States","Belarus",-42
"Philippines","Belgium",-9
"Cote d'Ivoire","Benin",-5
"France","Benin",-5
"Belgium","Bosnia and Herzegovina",-2
"Croatia","Bosnia and Herzegovina",-19
"Serbia","Bosnia and Herzegovina",-15
"United States","Bosnia and Herzegovina",-4
"Swaziland","Botswana",-2
"Argentina","Brazil",-2
"Egypt","Brazil",-5
"Japan","Brazil",-0.3
"Mexico","Brazil",-14
"New Zealand","Brazil",-9
"United States","Brazil",-9.6
"Denmark","Bulgaria",-2
"France","Burkina Faso",-4
"Indonesia","Cambodia",-12
"Laos","Cambodia",-5.4
"Thailand","Cambodia",-1354
"Vietnam","Cambodia",-7
"Dominican Republic","Canada",-10
"Myanmar","Canada",-15
"Pakistan","Canada",-9
"Turkey","Canada",-2
"United States","Canada",-4
"Libya","Chad",-2
"Bolivia","Chile",-5
"Pakistan","Chile",-5
"Peru","Chile",-5
"United Kingdom","Chile",-5
"United States","Chile",-9.5
"Australia","China",-10.8
"Belize","China",-20
"Brazil","China",-5
"France","China",-12.3
"Germany","China",-0.3
"Hong Kong","China",-17.2
"India","China",-4.4
"Indonesia","China",-7
"Japan","China",-6.2
"Kenya","China",-15
"Nigeria","China",-9
"Philippines","China",-7
"Samoa","China",-9
"Singapore","China",-5
"South Korea","China",-36.8
"Taiwan","China",-14.3
"Tajikistan","China",-0.4
"Thailand","China",-5
"United Kingdom","China",-1
"United States","China",-65.7
"Australia","Christmas Island",-21.6
"Argentina","Colombia",-5
"Mexico","Colombia",-5
"Pakistan","Colombia",-10
"Panama","Colombia",-2
"United States","Colombia",-33
"Venezuela","Colombia",-29
"Ireland","Congo",-5
"Mozambique","Congo",-10
"Netherlands","Congo",-5
"Sweden","Congo",-5
"Uganda","Congo",-5
"United Kingdom","Congo",-5
"Nicaragua","Costa Rica",-26.2
"United States","Costa Rica",-4.4
"Argentina","Cote d'Ivoire",-130
"China","Cote d'Ivoire",-0.4
"France","Cote d'Ivoire",-458
"Gambia","Cote d'Ivoire",-4
"Nigeria","Cote d'Ivoire",-9
"South Korea","Cote d'Ivoire",-22.3
"United States","Cote d'Ivoire",-8.7
"Austria","Croatia",-5
"Bosnia and Herzegovina","Croatia",-39
"Germany","Croatia",-5
"Netherlands","Croatia",-40
"Russia","Croatia",-4
"Serbia","Croatia",-17
"Slovenia","Croatia",-10
"United States","Cuba",-30
"Venezuela","Cuba",-2
"South Korea","Cyprus",-6.5
"Turkey","Cyprus",-4
"Bulgaria","Czech Republic",-10
"Ghana","Czech Republic",-2
"Slovakia","Czech Republic",-2
"Venezuela","Czech Republic",-5
"Congo","Democratic Republic of Congo",-9
"Afghanistan","Denmark",-2
"India","Denmark",-5
"Indonesia","Denmark",-4.4
"Jordan","Denmark",-4
"Pakistan","Denmark",-4.4
"Russia","Denmark",-0.3
"United States","Ecuador",-54
"Australia","Egypt",-2
"Germany","Egypt",-1.2
"India","Egypt",-9
"Iran","Egypt",-14
"Israel","Egypt",-4.8
"Jordan","Egypt",-16
"Saudi Arabia","Egypt",-10.4
"Syria","Egypt",-4
"Turkey","Egypt",-0.3
"United States","Egypt",-15.1
"Italy","El Salvador",-2
"Mexico","El Salvador",-5
"United States","El Salvador",-5
"Russia","Equatorial Guinea",-5
"Ethiopia","Eritrea",-6
"Kenya","Eritrea",-18
"United Kingdom","Eritrea",-4.4
"Russia","Estonia",-2
"Egypt","Ethiopia",-13.2
"India","Ethiopia",-12
"Sudan","Ethiopia",-5
"United States","Ethiopia",-5
"Zimbabwe","Ethiopia",-9.5
"United Kingdom","Finland",-2
"Afghanistan","France",-14
"Azerbaijan","France",-5
"China","France",-17.4
"Cote d'Ivoire","France",-30.5
"Croatia","France",-4
"Egypt","France",-2
"Greece","France",-4
"Italy","France",-67
"Japan","France",-0.4
"Pakistan","France",-30
"Russia","France",-20
"Syria","France",-15
"Turkey","France",-2
"United Kingdom","France",-2
"United States","France",-19
"Belarus","Georgia",-5
"Czech Republic","Georgia",-5
"France","Georgia",-5
"Greece","Georgia",-2
"Israel","Georgia",-2
"Malaysia","Georgia",-15
"Russia","Georgia",-29.2
