"SCountry","TCountry","Intensity"
"Australia","Afghanistan",-14.4
"Austria","Afghanistan",-7.2
"Bahrain","Afghanistan",-2
"Bangladesh","Afghanistan",-10
"Canada","Afghanistan",-68.8
"Czech Republic","Afghanistan",-7.2
"Denmark","Afghanistan",-34.4
"France","Afghanistan",-50.1
"Germany","Afghanistan",-24.8
"India","Afghanistan",-10
"Iran","Afghanistan",-15
"Iraq","Afghanistan",-10
"Netherlands","Afghanistan",-7.2
"Pakistan","Afghanistan",-143.5
"Poland","Afghanistan",-14.4
"Romania","Afghanistan",-31.6
"Russia","Afghanistan",-16.8
"Slovakia","Afghanistan",-2
"South Korea","Afghanistan",-0.4
"Turkey","Afghanistan",-21.6
"United Kingdom","Afghanistan",-108.4
"United States","Afghanistan",-278.9
"Uzbekistan","Afghanistan",-11.6
"Greece","Albania",-14.5
"Netherlands","Albania",-5
"Portugal","Albania",-0.4
"Romania","Albania",-9
"Serbia","Albania",-18
"Cuba","Algeria",-5
"Indonesia","Algeria",-5
"Italy","Algeria",-5
"Turkey","Algeria",-5
"United States","Algeria",-5
"South Africa","Angola",-10
"Australia","Antarctica",-2
"Chile","Argentina",-5
"Ecuador","Argentina",-5
"India","Argentina",-4
"Iran","Argentina",-9
"Mexico","Argentina",-35
"Spain","Argentina",-84
"United States","Argentina",-7
"Afghanistan","Armenia",-20
"Azerbaijan","Armenia",-151
"France","Armenia",-0.3
"Georgia","Armenia",-2.7
"Holy See","Armenia",-4
"Romania","Armenia",-0.4
"Russia","Armenia",-2
"Saudi Arabia","Armenia",-2
"Spain","Armenia",-0.4
"Turkey","Armenia",-9
"United States","Armenia",-2.7
"Afghanistan","Australia",-10
"Bermuda","Australia",-2
"Canada","Australia",-0.6
"China","Australia",-245
"Fiji","Australia",-5
"France","Australia",-2
"Germany","Australia",-18
"Greece","Australia",-8
"India","Australia",-14
"Indonesia","Australia",-62
"Iraq","Australia",-6
"Japan","Australia",-25
"Netherlands","Australia",-30
"New Zealand","Australia",-5.4
"Philippines","Australia",-5
"Singapore","Australia",-18.4
"Sudan","Australia",-10
"Thailand","Australia",-5
"Timor-Leste","Australia",-25
"United States","Australia",-65
"Vietnam","Australia",-26
"Czech Republic","Austria",-4.4
"Qatar","Austria",-9
"Tunisia","Austria",-11
"United Kingdom","Austria",-9
"Armenia","Azerbaijan",-274.9
"Georgia","Azerbaijan",-2
"Iran","Azerbaijan",-0.4
"Romania","Azerbaijan",-0.4
"Russia","Azerbaijan",-7
"United States","Azerbaijan",-7.3
"Kuwait","Bahrain",-5
"United States","Bahrain",-52
"India","Bangladesh",-100
"Singapore","Bangladesh",-5
"Sri Lanka","Bangladesh",-5
"United Kingdom","Bangladesh",-10
"United States","Bangladesh",-5.4
"Germany","Belarus",-5
"Serbia","Belarus",-18
"Ukraine","Belarus",-4
"United States","Belarus",-93.3
"China","Belgium",-31
"Czech Republic","Belgium",-10
"Greece","Belgium",-4
"Guatemala","Belgium",-81
"Monaco","Belgium",-5
"Netherlands","Belgium",-6
"United Arab Emirates","Belgium",-9
"South Korea","Belize",-2
"Uganda","Belize",-6.4
"Russia","Bermuda",-9.5
"Uganda","Bhutan",-4
"Brazil","Bolivia",-15
"Colombia","Bolivia",-10
"United States","Bolivia",-12
"Afghanistan","Bosnia and Herzegovina",-4
"Russia","Bosnia and Herzegovina",-5
"Serbia","Bosnia and Herzegovina",-35
"United States","Bosnia and Herzegovina",-26.4
"Zambia","Botswana",-2
"Zimbabwe","Botswana",-9
"Bulgaria","Brazil",-9
"Colombia","Brazil",-19
"Ecuador","Brazil",-8
"El Salvador","Brazil",-0.4
"France","Brazil",-5
"Japan","Brazil",-10
"Lebanon","Brazil",-5
"Mexico","Brazil",-10
"Paraguay","Brazil",-5
"Philippines","Brazil",-0.8
"Serbia","Brazil",-0.4
"Spain","Brazil",-10
"United States","Brazil",-10.4
"Venezuela","Brazil",-5
"Belgium","Bulgaria",-11.2
"Libya","Bulgaria",-10
"Portugal","Bulgaria",-10.4
"Serbia","Bulgaria",-14
"United States","Bulgaria",-9.5
"Central African Republic","Burundi",-2
"South Korea","Burundi",-0.4
"Germany","Cambodia",-9
"Japan","Cambodia",-21.6
"Russia","Cambodia",-18
"Thailand","Cambodia",-2.1
"United States","Cameroon",-6.5
"Afghanistan","Canada",-98.5
"Belgium","Canada",-11.5
"China","Canada",-6
"Cyprus","Canada",-5
"France","Canada",-9.5
"India","Canada",-2
"Mexico","Canada",-23
"Pakistan","Canada",-9
"Saudi Arabia","Canada",-38
"Serbia","Canada",-8
"South Africa","Canada",-2
"Switzerland","Canada",-2
"United Kingdom","Canada",-2
"United States","Canada",-54.2
"Chad","Central African Republic",-10
"France","Central African Republic",-7.2
"Uganda","Central African Republic",-19
"Cameroon","Chad",-7
"France","Chad",-6.5
"Senegal","Chad",-6.5
"Sudan","Chad",-101.8
"Argentina","Chile",-9
"Bolivia","Chile",-8
"Brazil","Chile",-5
"Colombia","Chile",-2
"Peru","Chile",-14
"Argentina","China",-9
"Australia","China",-99
"Austria","China",-10
"Belgium","China",-2
"Burkina Faso","China",-4
"Canada","China",-22.4
"Czech Republic","China",-6
"France","China",-33.3
"Germany","China",-48.5
"Holy See","China",-10
"Hong Kong","China",-2
"Iceland","China",-4
"India","China",-170.5
"Japan","China",-39
"Laos","China",-16.5
"Latvia","China",-2.4
"Malawi","China",-4
"Malaysia","China",-5
"Mexico","China",-2
"Mozambique","China",-2
"Myanmar","China",-0.4
"Nepal","China",-302.4
"New Zealand","China",-15.4
"North Korea","China",-36
"Peru","China",-7
"Philippines","China",-22.9
"Russia","China",-11
"Singapore","China",-20
"Slovakia","China",-0.4
"Slovenia","China",-5
"South Korea","China",-29.9
"Spain","China",-5
"Sudan","China",-2.4
"Syria","China",-8
"Taiwan","China",-142.7
"Thailand","China",-11.5
"Ukraine","China",-4
"United Kingdom","China",-16
"United States","China",-196.1
"Uruguay","China",-2
"Zambia","China",-5
"Argentina","Colombia",-5
"Brazil","Colombia",-82
"Chile","Colombia",-7.1
"Costa Rica","Colombia",-5
"Dominican Republic","Colombia",-7.2
"Ecuador","Colombia",-2326.3
"El Salvador","Colombia",-2
"France","Colombia",-26.1
"Germany","Colombia",-2
"India","Colombia",-2
"Mexico","Colombia",-25
"Nicaragua","Colombia",-201
"Panama","Colombia",-38.2
"Peru","Colombia",-39.2
"Taiwan","Colombia",-5
"United States","Colombia",-90.6
"Venezuela","Colombia",-1336.2
"France","Comoros",-10
"Senegal","Comoros",-35.7
"Sudan","Comoros",-19
"Tanzania","Comoros",-35.7
"United States","Comoros",-5
"Democratic Republic of Congo","Congo",-27
"France","Congo",-9
"Uganda","Congo",-9
"Ukraine","Congo",-9
"Colombia","Costa Rica",-2
"Czech Republic","Costa Rica",-2
"Burkina Faso","Cote d'Ivoire",-2
"Egypt","Cote d'Ivoire",-20
"Ghana","Cote d'Ivoire",-7.2
"United States","Cote d'Ivoire",-2
"Austria","Croatia",-4
"Bosnia and Herzegovina","Croatia",-9
"Bulgaria","Croatia",-2
"Germany","Croatia",-5
"Hungary","Croatia",-2
"Serbia","Croatia",-68
"Belgium","Cuba",-10
"Ecuador","Cuba",-12
"Germany","Cuba",-2
"Guatemala","Cuba",-5
"Mexico","Cuba",-14
"United States","Cuba",-56
"Venezuela","Cuba",-5
"France","Cyprus",-5
"Israel","Cyprus",-8
"Turkey","Cyprus",-6
"Australia","Czech Republic",-27
"Austria","Czech Republic",-10
"Belgium","Czech Republic",-10
"Canada","Czech Republic",-5
"Greece","Czech Republic",-2
"Liberia","Czech Republic",-18
"New Zealand","Czech Republic",-18
"Russia","Czech Republic",-2
"Tanzania","Czech Republic",-2
"United States","Czech Republic",-7
"Congo","Democratic Republic of Congo",-29
"Italy","Democratic Republic of Congo",-9
"Rwanda","Democratic Republic of Congo",-16.2
"Somalia","Democratic Republic of Congo",-18.4
"Uganda","Democratic Republic of Congo",-7.6
"Afghanistan","Denmark",-116.5
"Czech Republic","Denmark",-10
"Indonesia","Denmark",-6.5
"Pakistan","Denmark",-19.5
"Russia","Denmark",-5
"Thailand","Denmark",-39
"United Kingdom","Denmark",-9.5
"United States","Denmark",-4
"Brazil","Ecuador",-13
"Chile","Ecuador",-0.4
"Colombia","Ecuador",-2599.1
"Democratic Republic of Congo","Ecuador",-9
"Mexico","Ecuador",-6
"South Korea","Ecuador",-2
"United States","Ecuador",-19.7
"Venezuela","Ecuador",-150
"Iran","Egypt",-9
"Israel","Egypt",-40.4
"Lebanon","Egypt",-4
"Russia","Egypt",-5
"United States","Egypt",-34.8
"Colombia","El Salvador",-5
"Honduras","El Salvador",-16
