"SCountry","TCountry","Intensity"
"Australia","Afghanistan",-40
"Canada","Afghanistan",-14.4
"China","Afghanistan",-0.8
"Christmas Island","Afghanistan",-5
"Denmark","Afghanistan",-7.2
"France","Afghanistan",-0.1
"India","Afghanistan",-10
"Indonesia","Afghanistan",-20
"Iran","Afghanistan",-83
"Italy","Afghanistan",-7.2
"Kyrgyzstan","Afghanistan",-31.5
"New Zealand","Afghanistan",-7.2
"Pakistan","Afghanistan",-238.7
"Russia","Afghanistan",-50.4
"Turkey","Afghanistan",-2
"United Kingdom","Afghanistan",-100.6
"United States","Afghanistan",-541.9
"Greece","Albania",-10
"Kosovo","Albania",-5
"Afghanistan","Algeria",-5
"Israel","Algeria",-10
"Niger","Algeria",-14
"Armenia","Argentina",-4
"Chile","Argentina",-7
"Greece","Argentina",-4.4
"Sweden","Argentina",-4
"Turkey","Argentina",-33
"United Kingdom","Argentina",-19
"United States","Argentina",-9
"Uruguay","Argentina",-20.5
"Venezuela","Argentina",-4
"Azerbaijan","Armenia",-20
"Russia","Armenia",-2
"Turkey","Armenia",-17
"Afghanistan","Australia",-20
"Bermuda","Australia",-18
"Canada","Australia",-0.4
"Christmas Island","Australia",-2
"Croatia","Australia",-4
"France","Australia",-5
"India","Australia",-9
"Indonesia","Australia",-9
"Iran","Australia",-2
"Israel","Australia",-10
"Italy","Australia",-9
"Japan","Australia",-2
"Netherlands","Australia",-10
"New Zealand","Australia",-14.5
"Philippines","Australia",-15
"Singapore","Australia",-25
"Thailand","Australia",-45
"United Kingdom","Australia",-5
"United States","Australia",-27
"Vietnam","Australia",-10
"Zimbabwe","Australia",-2
"France","Austria",-2
"United States","Austria",-5
"Armenia","Azerbaijan",-180
"Iran","Azerbaijan",-6
"Russia","Azerbaijan",-4
"Turkey","Azerbaijan",-46
"United States","Azerbaijan",-4
"Qatar","Bahrain",-15
"India","Bangladesh",-58.5
"Liberia","Bangladesh",-5
"Pakistan","Bangladesh",-9
"Japan","Belarus",-2
"Kazakhstan","Belarus",-5
"Russia","Belarus",-5.4
"United States","Belarus",-6.3
"Egypt","Belgium",-45
"Ireland","Belgium",-20
"Namibia","Belgium",-4
"Rwanda","Belgium",-2
"United States","Benin",-10
"Brazil","Bolivia",-6
"China","Bosnia and Herzegovina",-5
"Croatia","Bosnia and Herzegovina",-2
"Serbia","Bosnia and Herzegovina",-16.1
"Argentina","Brazil",-4
"Bolivia","Brazil",-7
"Colombia","Brazil",-9.5
"France","Brazil",-5
"India","Brazil",-9.5
"Iran","Brazil",-2
"Liberia","Brazil",-4.4
"Netherlands","Brazil",-9
"Poland","Brazil",-7
"Spain","Brazil",-12
"Turkey","Brazil",-11
"United Kingdom","Brazil",-12
"United States","Brazil",-8
"Venezuela","Brazil",-5
"Sudan","Burundi",-4
"United States","Cambodia",-5
"Equatorial Guinea","Cameroon",-6
"Iraq","Cameroon",-5
"Russia","Cameroon",-14
"Afghanistan","Canada",-9
"Australia","Canada",-9
"India","Canada",-17
"Israel","Canada",-46
"United States","Canada",-48
"Zimbabwe","Canada",-2
"Cote d'Ivoire","Central African Republic",-5
"Uganda","Central African Republic",-37
"Sudan","Chad",-5
"Colombia","Chile",-9
"Cote d'Ivoire","Chile",-9
"Spain","Chile",-22
"Turkey","Chile",-16
"Venezuela","Chile",-2
"Australia","China",-5
"Bulgaria","China",-5
"Canada","China",-8
"France","China",-5
"India","China",-12.2
"Japan","China",-62.4
"Mexico","China",-4
"Nigeria","China",-9
"North Korea","China",-56.1
"Russia","China",-2.4
"Sierra Leone","China",-6
"South Africa","China",-4
"South Korea","China",-20
"Taiwan","China",-4
"Thailand","China",-29.5
"United Kingdom","China",-2
"United States","China",-199.2
"Vietnam","China",-9.3
"Yemen","China",-86
"Argentina","Colombia",-15
"Bolivia","Colombia",-20
"Brazil","Colombia",-35
"Ecuador","Colombia",-35.5
"Germany","Colombia",-2
"Mexico","Colombia",-15
"Nicaragua","Colombia",-14.2
"United States","Colombia",-20
"Venezuela","Colombia",-29
"Democratic Republic of Congo","Congo",-9
"Rwanda","Congo",-4.4
"Uganda","Congo",-10
"Japan","Cote d'Ivoire",-5
"Somalia","Cote d'Ivoire",-9
"Australia","Croatia",-5
"Serbia","Croatia",-22
"Slovenia","Croatia",-5.4
"Tajikistan","Croatia",-2
"Colombia","Cuba",-9
"United States","Cuba",-13
"Venezuela","Cuba",-6
"United States","Curaçao",-5
"Austria","Czech Republic",-4
"Hungary","Czech Republic",-9.5
"Slovakia","Czech Republic",-5
"South Africa","Czech Republic",-4
"Uganda","Democratic Republic of Congo",-4.4
"Afghanistan","Denmark",-18
"Somalia","Djibouti",-2
"Venezuela","Dominican Republic",-7
"Colombia","Ecuador",-5
"India","Ecuador",-23
"Spain","Ecuador",-9
"United States","Ecuador",-10
"Venezuela","Ecuador",-2
"Iraq","Egypt",-19
"Israel","Egypt",-14
"Kuwait","Egypt",-10
"Lebanon","Egypt",-10
"Sweden","Egypt",-5
"Turkey","Egypt",-4
"United States","Egypt",-19.3
"United States","El Salvador",-2
"Canada","Eritrea",-8.4
"Egypt","Eritrea",-10
"Ethiopia","Eritrea",-4
"Russia","Estonia",-5
"Austria","Ethiopia",-4
"Botswana","Ethiopia",-4
"Canada","Ethiopia",-0.3
"Egypt","Ethiopia",-4
