"SCountry","TCountry","Intensity"
"Armenia","Afghanistan",-10
"Australia","Afghanistan",-94.2
"Austria","Afghanistan",-5
"Bolivia","Afghanistan",-7.2
"Bosnia and Herzegovina","Afghanistan",-12.2
"Canada","Afghanistan",-9.2
"Czech Republic","Afghanistan",-2
"Denmark","Afghanistan",-32
"France","Afghanistan",-77.4
"Georgia","Afghanistan",-7.2
"India","Afghanistan",-2.4
"Indonesia","Afghanistan",-5
"Iran","Afghanistan",-31
"Italy","Afghanistan",-7.2
"Malaysia","Afghanistan",-5
"New Zealand","Afghanistan",-14.4
"Pakistan","Afghanistan",-1400.5
"Romania","Afghanistan",-4
"Russia","Afghanistan",-9
"Slovakia","Afghanistan",-14.4
"Spain","Afghanistan",-14.4
"Tajikistan","Afghanistan",-10
"Turkey","Afghanistan",-5
"United Kingdom","Afghanistan",-167.4
"United States","Afghanistan",-754.9
"Uzbekistan","Afghanistan",-5
"Vietnam","Afghanistan",-2
"Hungary","Albania",-5
"India","Albania",-4
"Portugal","Albania",-4
"Russia","Albania",-0.8
"Serbia","Albania",-20
"France","Algeria",-24
"Congo","Angola",-20
"Democratic Republic of Congo","Angola",-25
"United States","Antarctica",-10
"Iran","Argentina",-4
"Spain","Argentina",-10
"United States","Argentina",-9
"Uruguay","Argentina",-12
"Azerbaijan","Armenia",-20
"Russia","Armenia",-7.2
"Turkey","Armenia",-37
"Afghanistan","Australia",-69
"Bermuda","Australia",-2
"Brazil","Australia",-2
"Bulgaria","Australia",-10
"Cambodia","Australia",-10
"China","Australia",-41
"Christmas Island","Australia",-2
"Denmark","Australia",-6
"Hungary","Australia",-2
"India","Australia",-2.4
"Indonesia","Australia",-40.6
"Ireland","Australia",-2
"Malaysia","Australia",-6
"Mongolia","Australia",-4
"New Zealand","Australia",-4
"Papua New Guinea","Australia",-5
"Philippines","Australia",-10
"Singapore","Australia",-10
"Slovakia","Australia",-2
"Thailand","Australia",-30
"Tonga","Australia",-10
"United Arab Emirates","Australia",-5
"United Kingdom","Australia",-20
"United States","Australia",-25.4
"Iran","Austria",-4
"United States","Austria",-2
"Armenia","Azerbaijan",-389
"Iran","Azerbaijan",-5
"Poland","Azerbaijan",-2
"France","Bangladesh",-10
"Germany","Bangladesh",-10
"Ghana","Bangladesh",-2
"Guatemala","Bangladesh",-9.2
"Hungary","Bangladesh",-5
"India","Bangladesh",-37
"Israel","Bangladesh",-2
"Myanmar","Bangladesh",-42.3
"Pakistan","Bangladesh",-5
"Russia","Bangladesh",-29.2
"Russia","Belarus",-9
"Czech Republic","Belgium",-4
"France","Belgium",-4
"United States","Belgium",-5
"United Kingdom","Bermuda",-2
"United States","Bermuda",-5
"Afghanistan","Bhutan",-10
"Ecuador","Bolivia",-2
"Paraguay","Bolivia",-22
"Croatia","Bosnia and Herzegovina",-14.4
"Denmark","Bosnia and Herzegovina",-5
"Netherlands","Bosnia and Herzegovina",-2
"Serbia","Bosnia and Herzegovina",-53.5
"Tajikistan","Bosnia and Herzegovina",-2
"United States","Bosnia and Herzegovina",-15.6
"Lesotho","Botswana",-4.4
"Argentina","Brazil",-5.8
"China","Brazil",-6.5
"Honduras","Brazil",-22
"India","Brazil",-9.5
"Iran","Brazil",-2
"Israel","Brazil",-2
"Italy","Brazil",-15
"Puerto Rico","Brazil",-6.5
"Spain","Brazil",-5
"Switzerland","Brazil",-14
"United Kingdom","Brazil",-10
"United States","Brazil",-13
"Spain","Bulgaria",-4
"United States","Burkina Faso",-0.4
"Somalia","Burundi",-56
"Myanmar","Cambodia",-2
"South Korea","Cambodia",-9
"Thailand","Cambodia",-139.7
"Vietnam","Cambodia",-4
"Chad","Cameroon",-5
"France","Cameroon",-5
"Poland","Cameroon",-5
"Afghanistan","Canada",-4
"Dominican Republic","Canada",-15
"Fiji","Canada",-2
"India","Canada",-9
"Pakistan","Canada",-5
"Philippines","Canada",-5
"United Kingdom","Canada",-11
"United States","Canada",-39.2
"Uganda","Central African Republic",-10
"Belgium","Chad",-5
"Sudan","Chad",-11.3
"El Salvador","Chile",-2
"Peru","Chile",-6
"Philippines","Chile",-5
"Australia","China",-24.4
"Brazil","China",-6.5
"Czech Republic","China",-9
"France","China",-0.4
"Greece","China",-5
"Hong Kong","China",-7
"India","China",-45.8
"Indonesia","China",-5
"Iraq","China",-10
"Israel","China",-2
"Japan","China",-5
"Kenya","China",-2
"Nepal","China",-56.2
"Russia","China",-5
"Somalia","China",-8.8
"Switzerland","China",-5
"Taiwan","China",-15.4
"United Kingdom","China",-10
"United States","China",-122.1
"Zambia","China",-4
"Ecuador","Colombia",-81
"Guatemala","Colombia",-5
"Italy","Colombia",-9.5
"Paraguay","Colombia",-2
"Spain","Colombia",-30
"United States","Colombia",-40
"Venezuela","Colombia",-146.6
"Angola","Congo",-27
"France","Congo",-2
"Rwanda","Congo",-9
"Czech Republic","Costa Rica",-2
"Bosnia and Herzegovina","Croatia",-11.4
"Serbia","Croatia",-56.2
"Tajikistan","Croatia",-10
"China","Cuba",-5
"Israel","Cuba",-2
"Latvia","Cuba",-5
"Mexico","Cuba",-9
"Spain","Cuba",-5.3
"United States","Cuba",-75
"Turkey","Cyprus",-12
"Austria","Czech Republic",-4
"China","Czech Republic",-10
"France","Czech Republic",-4
"Poland","Czech Republic",-5
"Portugal","Czech Republic",-9.7
"Slovakia","Czech Republic",-5
"Sweden","Czech Republic",-2
"United States","Czech Republic",-5
"Congo","Democratic Republic of Congo",-4.4
"Peru","Democratic Republic of Congo",-10
"Rwanda","Democratic Republic of Congo",-19
"Uganda","Democratic Republic of Congo",-14
"United States","Democratic Republic of Congo",-0.4
"Australia","Denmark",-2
"Colombia","Denmark",-5
"India","Denmark",-7
"Pakistan","Denmark",-7
"United States","Denmark",-31.6
"Eritrea","Djibouti",-2
"France","Djibouti",-7.2
"Guinea","Djibouti",-9.2
"Belize","Dominica",-4
"Haiti","Dominican Republic",-10
"Puerto Rico","Dominican Republic",-5
"Colombia","Ecuador",-26
"Ghana","Ecuador",-2
"Guyana","Ecuador",-0.4
"India","Ecuador",-47
"Albania","Egypt",-5
"Israel","Egypt",-29
"France","Equatorial Guinea",-2
"Gabon","Equatorial Guinea",-2
"Djibouti","Eritrea",-12
"Ethiopia","Eritrea",-4
"Somalia","Eritrea",-4
"United States","Eritrea",-4.4
"Latvia","Estonia",-5
"Eritrea","Ethiopia",-6
"Somalia","Ethiopia",-9.4
"South Africa","Ethiopia",-9
"Yemen","Ethiopia",-40
"Russia","Finland",-10
"Afghanistan","France",-30
"Algeria","France",-5.6
"Chile","France",-2
"Costa Rica","France",-5
"Cote d'Ivoire","France",-4
"Democratic Republic of Congo","France",-9
"Egypt","France",-12
"El Salvador","France",-5
"Germany","France",-15
"Guatemala","France",-5
"Guinea","France",-8.5
"Honduras","France",-5
"Iran","France",-17
"Israel","France",-4
"Mauritania","France",-9
"Morocco","France",-10
"Nepal","France",-5
"Nicaragua","France",-5
"Serbia","France",-20
"Somalia","France",-12
"Sudan","France",-18
"Tunisia","France",-5
"Turkey","France",-11
"United Kingdom","France",-9
"United States","France",-4
"Venezuela","France",-10
"Democratic Republic of Congo","Gabon",-2
"France","Gabon",-2
"Azerbaijan","Georgia",-15.4
"Belarus","Georgia",-5
"Bulgaria","Georgia",-2
"Philippines","Georgia",-10
"Russia","Georgia",-175.2
