"SCountry","TCountry","Intensity"
"Australia","Afghanistan",-10
"Bangladesh","Afghanistan",-5
"Czech Republic","Afghanistan",-7.2
"Denmark","Afghanistan",-4.4
"Egypt","Afghanistan",-5
"Pakistan","Afghanistan",-150
"Tajikistan","Afghanistan",-35
"Turkey","Afghanistan",-5
"United Arab Emirates","Afghanistan",-10
"United States","Afghanistan",-323.3
"Greece","Albania",-7
"Morocco","Algeria",-4
"Spain","Algeria",-10
"United States","Algeria",-7
"Portugal","Angola",-10
"South Africa","Angola",-5
"United States","Antigua and Barbuda",-5
"Brazil","Argentina",-2
"United States","Argentina",-5
"Azerbaijan","Armenia",-47
"Georgia","Armenia",-0.4
"Bahrain","Australia",-5
"Chile","Australia",-5
"India","Australia",-9
"Indonesia","Australia",-77.8
"Nauru","Australia",-22
"Russia","Australia",-2
"Saudi Arabia","Australia",-14
"Sri Lanka","Australia",-18
"Syria","Australia",-38
"Thailand","Australia",-10
"Timor-Leste","Australia",-15
"United Arab Emirates","Australia",-5
"United Kingdom","Australia",-2
"United States","Australia",-30
"Bulgaria","Austria",-10
"Armenia","Azerbaijan",-20
"Iran","Azerbaijan",-8.4
"Russia","Azerbaijan",-10
"Syria","Azerbaijan",-50
"United Arab Emirates","Azerbaijan",-5
"Egypt","Bahrain",-10
"Malaysia","Bahrain",-9
"Saudi Arabia","Bahrain",-9.5
"China","Bangladesh",-0.4
"Hong Kong","Bangladesh",-9
"India","Bangladesh",-47.6
"Indonesia","Bangladesh",-19
"Kyrgyzstan","Bangladesh",-5
"United States","Bangladesh",-12
"France","Belgium",-10
"United Kingdom","Belgium",-2
"Nigeria","Benin",-7
"Netherlands","Bosnia and Herzegovina",-5
"China","Botswana",-6.5
"Angola","Brazil",-0.4
"Argentina","Brazil",-5
"Colombia","Brazil",-5
"India","Brazil",-2
"Paraguay","Brazil",-5
"Philippines","Brazil",-5
"South Africa","Brazil",-10
"United Kingdom","Brazil",-5
"United States","Brazil",-11.2
"Greece","Bulgaria",-5
"Chad","Burundi",-27
"France","Cambodia",-2
"Japan","Cambodia",-2
"Central African Republic","Cameroon",-10
"Equatorial Guinea","Cameroon",-9
"Afghanistan","Canada",-20
"Brunei","Canada",-10
"Egypt","Canada",-15
"France","Canada",-5
"India","Canada",-35
"Mexico","Canada",-10
"Philippines","Canada",-24
"Saudi Arabia","Canada",-9
"Sri Lanka","Canada",-4
"Syria","Canada",-10
"United Kingdom","Canada",-4
"United States","Canada",-266.6
"Cameroon","Central African Republic",-5
"France","Central African Republic",-88.2
"Nigeria","Central African Republic",-4
"Rwanda","Central African Republic",-7.2
"United States","Central African Republic",-13
"Burundi","Chad",-30
"Nigeria","Chad",-9
"Saudi Arabia","Chad",-21
"United States","Chad",-10
"Bolivia","Chile",-4.4
"Germany","Chile",-5
"United States","Chile",-5.6
"Azerbaijan","China",-10
"Botswana","China",-6.5
"Honduras","China",-4
"Hong Kong","China",-14
"Japan","China",-77.8
"Kenya","China",-30
"Nigeria","China",-18
"North Korea","China",-14.4
"Philippines","China",-13
"Sierra Leone","China",-4.1
"Taiwan","China",-5
"United Kingdom","China",-0.4
"United States","China",-68.5
"Vietnam","China",-4
"Australia","Colombia",-4
"Guatemala","Colombia",-5
"Guinea-Bissau","Colombia",-2
"Portugal","Colombia",-5
"Spain","Colombia",-10
"United States","Colombia",-23
"Venezuela","Colombia",-4
"Central African Republic","Congo",-10
"Democratic Republic of Congo","Congo",-30
"France","Congo",-7.2
"Libya","Congo",-28
"Nigeria","Congo",-10
"Rwanda","Congo",-13
"Uganda","Congo",-46
"El Salvador","Costa Rica",-2
"Guatemala","Costa Rica",-9.2
"Philippines","Costa Rica",-10
"Uruguay","Costa Rica",-2
"Germany","Cote d'Ivoire",-10
"Ghana","Cote d'Ivoire",-5
"Germany","Croatia",-15
"Serbia","Croatia",-2
"Costa Rica","Cuba",-4
"Dominican Republic","Cuba",-2
"Ecuador","Cuba",-5
"El Salvador","Cuba",-9
"Honduras","Cuba",-10
"Netherlands","Cuba",-5
"Panama","Cuba",-10
"Russia","Cuba",-5
"South Korea","Cuba",-5
"United States","Cuba",-39
"Turkey","Cyprus",-9.5
"South Africa","Czech Republic",-9
"Congo","Democratic Republic of Congo",-10
"Kenya","Democratic Republic of Congo",-8.5
"Norway","Democratic Republic of Congo",-20
"South Sudan","Democratic Republic of Congo",-9
"Uganda","Democratic Republic of Congo",-14.4
"India","Denmark",-207.5
"China","Djibouti",-5
"Argentina","Ecuador",-10
"Greece","Ecuador",-2
"India","Ecuador",-4.4
"Algeria","Egypt",-12
"Ethiopia","Egypt",-4
"France","Egypt",-2
"Iran","Egypt",-5.4
"Iraq","Egypt",-4.4
"Israel","Egypt",-14.5
"Lebanon","Egypt",-24
"Libya","Egypt",-144.3
"Niger","Egypt",-5
"Nigeria","Egypt",-2
"Qatar","Egypt",-28.5
"Syria","Egypt",-9.5
"Tunisia","Egypt",-4
"Turkey","Egypt",-2
"United Arab Emirates","Egypt",-15
"United Kingdom","Egypt",-24
"United States","Egypt",-19.8
"Uzbekistan","Egypt",-9
"Guatemala","El Salvador",-5
"Israel","Eritrea",-9.5
"Somalia","Eritrea",-9
"Yemen","Eritrea",-5
"India","Estonia",-15
"India","Ethiopia",-4
"Lebanon","Ethiopia",-7
"Somalia","Ethiopia",-10
"South Sudan","Ethiopia",-10
"United Kingdom","Ethiopia",-5
"Australia","France",-2
"Belgium","France",-4
"Brazil","France",-2
"Bulgaria","France",-10
"Burkina Faso","France",-4
"Cameroon","France",-36
"Chile","France",-14
"China","France",-0.4
"Georgia","France",-0.6
"Germany","France",-12
"Honduras","France",-7
"India","France",-5
"Iran","France",-12
"Japan","France",-1.6
"Latvia","France",-4
"Netherlands","France",-0.4
"Russia","France",-5
"Rwanda","France",-11
"Syria","France",-2
"Turkey","France",-5
"United States","France",-5
"Kenya","Gambia",-2
"Nigeria","Gambia",-2
"Sierra Leone","Gambia",-5
"United States","Gambia",-5
"Croatia","Georgia",-5
"Estonia","Georgia",-5
"Russia","Georgia",-2
"United States","Georgia",-8.4
"Belgium","Germany",-9.5
"Bulgaria","Germany",-10
