"SCountry","TCountry","Intensity"
"Australia","Afghanistan",-15
"Bosnia and Herzegovina","Afghanistan",-5
"Denmark","Afghanistan",-10
"Estonia","Afghanistan",-5
"France","Afghanistan",-10
"Georgia","Afghanistan",-7.2
"Germany","Afghanistan",-14.4
"Indonesia","Afghanistan",-10
"Iran","Afghanistan",-10
"Iraq","Afghanistan",-5
"Italy","Afghanistan",-14.4
"Malaysia","Afghanistan",-9.2
"Pakistan","Afghanistan",-320.7
"Spain","Afghanistan",-7.2
"United Kingdom","Afghanistan",-19
"United States","Afghanistan",-304.1
"Greece","Albania",-15
"Kosovo","Albania",-10
"Serbia","Albania",-14
"Morocco","Algeria",-10
"Somalia","Algeria",-9
"Brazil","Angola",-5
"Nigeria","Angola",-2
"South Africa","Angola",-5
"Peru","Argentina",-2
"Azerbaijan","Armenia",-21
"Afghanistan","Australia",-259
"Canada","Australia",-5
"India","Australia",-4
"Indonesia","Australia",-58
"Israel","Australia",-19.5
"Malaysia","Australia",-9.5
"New Zealand","Australia",-11.3
"Papua New Guinea","Australia",-5
"Rwanda","Australia",-20
"Sweden","Australia",-20
"Trinidad and Tobago","Australia",-2
"United Kingdom","Australia",-22
"United States","Australia",-40.4
"Egypt","Austria",-5
"Libya","Austria",-7
"Nigeria","Austria",-5
"Serbia","Austria",-29
"Armenia","Azerbaijan",-20
"Iran","Azerbaijan",-7
"Russia","Azerbaijan",-2
"Iran","Bahrain",-32
"Iraq","Bahrain",-13
"Lebanon","Bahrain",-5
"Qatar","Bahrain",-35
"Saudi Arabia","Bahrain",-9.5
"United States","Bahrain",-5
"India","Bangladesh",-10
"Pakistan","Bangladesh",-9.5
"Sudan","Bangladesh",-20
"United Kingdom","Bangladesh",-5
"Latvia","Belarus",-9.3
"Libya","Belarus",-15
"Lithuania","Belarus",-12
"Poland","Belarus",-17.9
"Russia","Belarus",-5
"Denmark","Belgium",-4
"Moldova, Republic of","Belgium",-6.5
"Rwanda","Belgium",-2
"United Kingdom","Belgium",-2
"United States","Belgium",-5
"Nigeria","Benin",-7.2
"United Kingdom","Bermuda",-5
"India","Bhutan",-9
"Colombia","Bolivia",-10
"United States","Bolivia",-78
"Croatia","Bosnia and Herzegovina",-5
"United States","Bosnia and Herzegovina",-42
"South Africa","Botswana",-0.6
"Canada","Brazil",-2
"French Guiana","Brazil",-6
"India","Brazil",-5
"China","Brunei",-5
"Austria","Bulgaria",-2
"Cote d'Ivoire","Burkina Faso",-2
"Somalia","Burundi",-10
"Australia","Canada",-5
"China","Canada",-2
"Germany","Canada",-2
"Iran","Canada",-5.6
"Israel","Canada",-2
"Jamaica","Canada",-2
"Pakistan","Canada",-5
"Russia","Canada",-4.4
"United States","Canada",-29
"Cote d'Ivoire","Central African Republic",-5
"Netherlands","Chile",-2
"Peru","Chile",-7
"Spain","Chile",-5
"Venezuela","Chile",-5.4
"Australia","China",-12
"India","China",-30.2
"Israel","China",-2
"Japan","China",-25.9
"Malawi","China",-2
"Mongolia","China",-10
"Myanmar","China",-7
"Nepal","China",-49
"Nigeria","China",-7
"North Korea","China",-2
"Pakistan","China",-9
"Philippines","China",-7
"Russia","China",-6.4
"South Africa","China",-5
"South Korea","China",-46.9
"Taiwan","China",-15
"United States","China",-137.9
"Vietnam","China",-8.5
"Zambia","China",-7
"Zimbabwe","China",-2
"Australia","Christmas Island",-18.4
"Argentina","Colombia",-5
"Bolivia","Colombia",-10
"Ecuador","Colombia",-6
"Guatemala","Colombia",-9.2
"Holy See","Colombia",-5
"India","Colombia",-40.4
"Pakistan","Colombia",-10
"United Kingdom","Colombia",-2
"United States","Colombia",-10
"Venezuela","Colombia",-20
"South Africa","Congo",-5
"Tanzania","Congo",-5
"Uganda","Congo",-9
"Nicaragua","Costa Rica",-2
"France","Cote d'Ivoire",-20
"Lesotho","Cote d'Ivoire",-4
"Netherlands","Cote d'Ivoire",-10
"United States","Cote d'Ivoire",-2
"Austria","Croatia",-2
"Bosnia and Herzegovina","Croatia",-5
"Hungary","Croatia",-4
"Iraq","Croatia",-10
"Italy","Croatia",-10
"Serbia","Croatia",-14
"United States","Cuba",-10
"Turkey","Cyprus",-8
"Belgium","Czech Republic",-7
"Germany","Czech Republic",-5
"Netherlands","Czech Republic",-5
"Serbia","Czech Republic",-5
"Switzerland","Czech Republic",-5
"United States","Czech Republic",-9
"Zambia","Czech Republic",-5
"Congo","Democratic Republic of Congo",-2
"Nigeria","Democratic Republic of Congo",-0.3
"South Africa","Democratic Republic of Congo",-9.5
"South Korea","Democratic Republic of Congo",-8.8
"Tanzania","Democratic Republic of Congo",-5
"Greenland","Denmark",-2
