"SCountry","TCountry","Intensity"
"Bangladesh","Afghanistan",-9
"Canada","Afghanistan",-2
"India","Afghanistan",-5.8
"Iraq","Afghanistan",-7.2
"Kyrgyzstan","Afghanistan",-9.2
"Pakistan","Afghanistan",-127
"Russia","Afghanistan",-10
"Slovakia","Afghanistan",-7.2
"Tajikistan","Afghanistan",-25
"Turkmenistan","Afghanistan",-7.2
"United Kingdom","Afghanistan",-2
"United States","Afghanistan",-132.4
"Greece","Albania",-5
"Bulgaria","Algeria",-5
"Egypt","Algeria",-6.5
"El Salvador","Algeria",-4
"France","Algeria",-10
"Greece","Algeria",-5
"Yemen","Algeria",-9
"Democratic Republic of Congo","Angola",-5
"South Africa","Angola",-9.5
"United Kingdom","Angola",-10
"Brazil","Argentina",-5
"Iran","Argentina",-4
"Mexico","Argentina",-2
"United States","Argentina",-5
"Uruguay","Argentina",-2
"Syria","Armenia",-18.5
"Turkey","Armenia",-10
"Ukraine","Armenia",-12
"United States","Armenia",-2
"Afghanistan","Australia",-9
"Brazil","Australia",-0.4
"China","Australia",-0.4
"India","Australia",-5.7
"Indonesia","Australia",-29.2
"Japan","Australia",-12
"Malaysia","Australia",-0.4
"Nauru","Australia",-4
"New Zealand","Australia",-6
"Nigeria","Australia",-4
"North Korea","Australia",-70
"Papua New Guinea","Australia",-8.4
"Puerto Rico","Australia",-10
"Russia","Australia",-0.4
"South Africa","Australia",-0.8
"Syria","Australia",-45
"Ukraine","Australia",-4
"United Kingdom","Australia",-12
"United States","Australia",-40.4
"Belgium","Austria",-2
"Hungary","Austria",-2
"Iran","Austria",-6.4
"United States","Austria",-5
"Armenia","Azerbaijan",-10
"Georgia","Azerbaijan",-2
"Syria","Azerbaijan",-20
"Iran","Bahrain",-9
"Jordan","Bahrain",-2
"Pakistan","Bahrain",-2
"Saudi Arabia","Bahrain",-8
"Tunisia","Bahrain",-2
"United Arab Emirates","Bahrain",-4
"United Kingdom","Bahrain",-7.2
"India","Bangladesh",-19
"Iran","Bangladesh",-14.2
"Somalia","Bangladesh",-9
"United States","Bangladesh",-5
"United States","Barbados",-5
"Poland","Belarus",-4
"Russia","Belarus",-79.2
"Cyprus","Belgium",-13
"Ecuador","Belgium",-18
"Guinea","Belgium",-0.4
"Russia","Belgium",-4
"Spain","Belgium",-5
"United Kingdom","Belgium",-5
"India","Belize",-4
"United States","Belize",-5
"Thailand","Benin",-5
"United States","Bolivia",-7
"Venezuela","Bolivia",-20
"Serbia","Bosnia and Herzegovina",-10
"United Kingdom","Bosnia and Herzegovina",-15
"Bangladesh","Brazil",-2
"Bolivia","Brazil",-10
"Italy","Brazil",-5
"Paraguay","Brazil",-14.2
"United Kingdom","Brazil",-2
"United States","Brazil",-4.4
"Rwanda","Burundi",-10
"South Africa","Burundi",-32
"South Korea","Burundi",-4
"Nigeria","Cameroon",-41
"China","Canada",-30
"Guatemala","Canada",-12
"India","Canada",-9.2
"Iran","Canada",-4
"Liberia","Canada",-2
"Philippines","Canada",-5
"Russia","Canada",-58
