"SCountry","TCountry","Intensity"
"Australia","Afghanistan",-64
"Canada","Afghanistan",-27
"Cuba","Afghanistan",-11.5
"India","Afghanistan",-2
"Iran","Afghanistan",-38
"Italy","Afghanistan",-6
"Mauritania","Afghanistan",-9
"Pakistan","Afghanistan",-40.5
"Russia","Afghanistan",-10
"Spain","Afghanistan",-7.2
"Tajikistan","Afghanistan",-9.5
"United Kingdom","Afghanistan",-30
"United States","Afghanistan",-696.4
"Kosovo","Albania",-14
"Montenegro","Albania",-5
"Portugal","Albania",-5
"Serbia","Albania",-46
"Slovenia","Albania",-5
"Israel","Algeria",-10
"Italy","Algeria",-10
"Morocco","Algeria",-10
"Russia","Algeria",-9.5
"Brazil","Angola",-10
"South Africa","Angola",-10
"Spain","Angola",-2
"Bolivia","Argentina",-0.8
"Brazil","Argentina",-12
"Falkland Islands","Argentina",-4
"Germany","Argentina",-5
"Italy","Argentina",-2
"Mexico","Argentina",-8
"Spain","Argentina",-19
"Turkey","Argentina",-10
"Venezuela","Argentina",-5
"Azerbaijan","Armenia",-31.9
"Russia","Armenia",-19.4
"Turkey","Armenia",-31.8
"Cambodia","Australia",-5
"Canada","Australia",-2
"China","Australia",-8
"Fiji","Australia",-9.5
"Finland","Australia",-7
"France","Australia",-5
"Greece","Australia",-7
"Holy See","Australia",-7
"Hong Kong","Australia",-5
"India","Australia",-31
"Indonesia","Australia",-264
"Iraq","Australia",-430
"Ireland","Australia",-2
"Italy","Australia",-5
"Japan","Australia",-2
"Kuwait","Australia",-20
"Myanmar","Australia",-9
"Nepal","Australia",-29
"Papua New Guinea","Australia",-23
"Philippines","Australia",-14
"Qatar","Australia",-0.3
"Russia","Australia",-0.4
"Rwanda","Australia",-0.4
"Solomon Islands","Australia",-2
"Spain","Australia",-5
"Thailand","Australia",-5
"Timor-Leste","Australia",-5.6
"United Kingdom","Australia",-25
"United States","Australia",-22.9
"Vietnam","Australia",-5
"Brazil","Austria",-5
"Czech Republic","Austria",-5.6
"Israel","Austria",-4
"United States","Austria",-2
"Armenia","Azerbaijan",-78.5
"Georgia","Azerbaijan",-2
"Iran","Azerbaijan",-13
"Norway","Azerbaijan",-6.5
"United States","Azerbaijan",-14.4
"Congo","Bangladesh",-9
"Denmark","Bangladesh",-2
"Hungary","Bangladesh",-10
"India","Bangladesh",-105
"Indonesia","Bangladesh",-9
"Iraq","Bangladesh",-5
"Jordan","Bangladesh",-9
"Kazakhstan","Bangladesh",-5
"Kenya","Bangladesh",-77
"Kyrgyzstan","Bangladesh",-9
"Nigeria","Bangladesh",-10
"Romania","Bangladesh",-5
"South Korea","Bangladesh",-5
"United States","Bangladesh",-33.2
"Uzbekistan","Bangladesh",-12
"Cuba","Barbados",-20
"Georgia","Belarus",-2
"Japan","Belarus",-4.4
"Kenya","Belarus",-13.8
"Poland","Belarus",-15
"Slovakia","Belarus",-4.4
"Ukraine","Belarus",-22
"United States","Belarus",-10.7
"Democratic Republic of Congo","Belgium",-9
"Luxembourg","Belgium",-10
"Turkey","Belgium",-2
"United States","Bermuda",-2
"Argentina","Bolivia",-21.6
"Brazil","Bolivia",-2
"Chile","Bolivia",-2
"Croatia","Bosnia and Herzegovina",-2
"Germany","Bosnia and Herzegovina",-5
"Serbia","Bosnia and Herzegovina",-71
"Australia","Botswana",-2
"Namibia","Botswana",-0.4
"Argentina","Brazil",-87.5
"Colombia","Brazil",-7.2
"Germany","Brazil",-5
"India","Brazil",-9
"Iran","Brazil",-0.8
"Israel","Brazil",-2
"Japan","Brazil",-7
"Mexico","Brazil",-26.8
"Peru","Brazil",-5
"South Korea","Brazil",-5
"United States","Brazil",-12
"Hungary","Bulgaria",-9.5
"Iraq","Bulgaria",-9
"Kosovo","Bulgaria",-5
"Libya","Bulgaria",-32
"France","Burundi",-60
"South Africa","Burundi",-91.5
"United States","Burundi",-7
"Thailand","Cambodia",-123
"Vietnam","Cambodia",-9.5
"United States","Cameroon",-2
"Afghanistan","Canada",-9
"Argentina","Canada",-5
"Australia","Canada",-18
"China","Canada",-2
"Czech Republic","Canada",-5
"Haiti","Canada",-9
"India","Canada",-10
"Iran","Canada",-22
"Ireland","Canada",-2
"Israel","Canada",-14.4
"Pakistan","Canada",-9.5
"Portugal","Canada",-2
"Sudan","Canada",-21
"Switzerland","Canada",-2
"Syria","Canada",-20
"United Kingdom","Canada",-14.4
"United States","Canada",-44
"Sudan","Chad",-20
"Argentina","Chile",-5
"Bolivia","Chile",-14
"Cuba","Chile",-13.4
"Mexico","Chile",-47
"Peru","Chile",-47
"Spain","Chile",-2
"United Kingdom","Chile",-5
"United States","Chile",-11
"Afghanistan","China",-4
"Australia","China",-2
"Belgium","China",-5
"Brazil","China",-5
"Fiji","China",-10.4
"India","China",-10
"Indonesia","China",-19
"Japan","China",-365.5
"New Zealand","China",-5
"North Korea","China",-10
"Philippines","China",-6
"Russia","China",-42
"South Korea","China",-13.4
"Sri Lanka","China",-2
"Taiwan","China",-255.2
"Turkey","China",-9
"United Kingdom","China",-4.4
"United States","China",-149.4
"Uzbekistan","China",-2
"Armenia","Colombia",-5
"Costa Rica","Colombia",-35
"Ecuador","Colombia",-22
"Germany","Colombia",-2
"Honduras","Colombia",-4
"India","Colombia",-2
"Italy","Colombia",-5
"Panama","Colombia",-5
"Saint Kitts and Nevis","Colombia",-4
"Spain","Colombia",-5
"United States","Colombia",-29.4
"Venezuela","Colombia",-51
"Rwanda","Congo",-2
"Argentina","Costa Rica",-5
"Italy","Costa Rica",-5
"Belgium","Croatia",-8
"Czech Republic","Croatia",-5
"Italy","Croatia",-15
"Netherlands","Croatia",-30
"Serbia","Croatia",-14
"Tajikistan","Croatia",-2
"Argentina","Cuba",-14
"Chile","Cuba",-9
"Czech Republic","Cuba",-17
"Germany","Cuba",-21
"Italy","Cuba",-10
"Mexico","Cuba",-7
"Panama","Cuba",-5
"Poland","Cuba",-10.3
"Spain","Cuba",-26
"United States","Cuba",-168.4
"Venezuela","Cuba",-117
"Greece","Cyprus",-10
"Turkey","Cyprus",-25.5
"United States","Cyprus",-2.3
"Cuba","Czech Republic",-64
"Germany","Czech Republic",-12
"Hungary","Czech Republic",-2
"Iran","Czech Republic",-2
"North Korea","Czech Republic",-2
"Russia","Czech Republic",-10
"Slovakia","Czech Republic",-5
"Ukraine","Czech Republic",-4
"United States","Czech Republic",-4
"Rwanda","Democratic Republic of Congo",-40
"South Africa","Democratic Republic of Congo",-4
"Iran","Denmark",-5
"Iraq","Denmark",-10
"Portugal","Denmark",-5
"Haiti","Dominican Republic",-94.8
"United States","Dominican Republic",-10
"Venezuela","Dominican Republic",-5
"Chile","Ecuador",-4
"Colombia","Ecuador",-4
"Germany","Ecuador",-4
"Mexico","Ecuador",-2
"Nigeria","Ecuador",-18
"Israel","Egypt",-25
"Italy","Egypt",-10
"Jordan","Egypt",-4
"Libya","Egypt",-10
"Suriname","Egypt",-9.5
"Syria","Egypt",-20
"United States","Egypt",-46
"Honduras","El Salvador",-10
"Mexico","El Salvador",-4.1
"United States","El Salvador",-15
"Croatia","Equatorial Guinea",-2
"South Africa","Equatorial Guinea",-13.4
"Zimbabwe","Equatorial Guinea",-4.4
"Ethiopia","Eritrea",-19.5
"Sudan","Eritrea",-7
"Latvia","Estonia",-9
"Lithuania","Estonia",-9
