"SCountry","TCountry","Intensity"
"Bangladesh","Afghanistan",-12
"Estonia","Afghanistan",-2
"France","Afghanistan",-4
"Germany","Afghanistan",-16.2
"Pakistan","Afghanistan",-145.6
"Turkey","Afghanistan",-7
"United Kingdom","Afghanistan",-30
"United States","Afghanistan",-84.4
"Australia","Albania",-5
"Serbia","Albania",-21
"Egypt","Algeria",-2
"Iraq","Algeria",-5
"Morocco","Algeria",-9
"Yemen","Algeria",-28
"United States","Andorra",-2
"Argentina","Angola",-2
"China","Antarctica",-2
"Canada","Argentina",-5
"Chile","Argentina",-4
"United Kingdom","Argentina",-10
"United States","Argentina",-11
"Azerbaijan","Armenia",-165
"Switzerland","Armenia",-0.4
"Argentina","Australia",-13
"China","Australia",-36
"France","Australia",-4.4
"Greece","Australia",-8
"India","Australia",-9
"Indonesia","Australia",-27.8
"Iran","Australia",-12
"Jordan","Australia",-23.4
"Malaysia","Australia",-5
"Mexico","Australia",-10
"New Zealand","Australia",-10
"Oman","Australia",-9
"Philippines","Australia",-28.5
"Russia","Australia",-56
"Sweden","Australia",-60
"Syria","Australia",-19
"Timor-Leste","Australia",-7
"United States","Australia",-52.6
"Germany","Austria",-7.2
"Russia","Austria",-25
"United States","Austria",-2
"Armenia","Azerbaijan",-160.2
"China","Azerbaijan",-10
"Russia","Azerbaijan",-4
"Switzerland","Azerbaijan",-0.4
"Turkey","Azerbaijan",-20
"Iran","Bahrain",-8
"Afghanistan","Bangladesh",-9
"India","Bangladesh",-72
"Lebanon","Bangladesh",-10
"Pakistan","Bangladesh",-9
"United States","Bangladesh",-2
"Japan","Belarus",-5
"Russia","Belarus",-14.4
"Taiwan","Belarus",-10
"France","Belgium",-2
"Hungary","Belgium",-2
"Italy","Belgium",-5
"Taiwan","Belgium",-10
"Thailand","Belgium",-5
"Serbia","Bosnia and Herzegovina",-24.4
"Denmark","Brazil",-5
"Germany","Brazil",-5
"Guadeloupe","Brazil",-9.5
"Guinea","Brazil",-2
"Italy","Brazil",-5
"Mexico","Brazil",-10
"United States","Brazil",-5
"Equatorial Guinea","Bulgaria",-2
"Honduras","Bulgaria",-10
"Kenya","Bulgaria",-5
"South Africa","Bulgaria",-5
"Canada","Burkina Faso",-5.6
"Cote d'Ivoire","Burkina Faso",-4
"Nigeria","Burkina Faso",-2
"Senegal","Burkina Faso",-6.5
"Turkey","Burkina Faso",-4
"United States","Burkina Faso",-16
"France","Burundi",-4.4
"China","Cambodia",-10
"Thailand","Cambodia",-2
"Nigeria","Cameroon",-10
"Argentina","Canada",-4
"Australia","Canada",-5
"China","Canada",-14
"Hong Kong","Canada",-4
"Iran","Canada",-6
"Russia","Canada",-16
"Saudi Arabia","Canada",-9.5
"Sierra Leone","Canada",-4
"United States","Canada",-33
"Cuba","Cayman Islands",-9
"Cameroon","Central African Republic",-5
"Democratic Republic of Congo","Central African Republic",-18
"France","Chad",-7.2
"Nigeria","Chad",-10
"Argentina","Chile",-20
"Mexico","Chile",-10
"United States","Chile",-10
"Australia","China",-8
"Canada","China",-6.8
"Croatia","China",-9
"Hong Kong","China",-70
"India","China",-16.9
"Indonesia","China",-5
"Iraq","China",-9.5
"Japan","China",-46.2
"Kazakhstan","China",-5
"Myanmar","China",-10
"North Korea","China",-2
"Philippines","China",-125
"Singapore","China",-24.4
"South Africa","China",-5
"South Korea","China",-20
"Taiwan","China",-25.8
"Thailand","China",-25
"Uganda","China",-5
"United Kingdom","China",-19.5
"United States","China",-91.6
"Vietnam","China",-9
"Zimbabwe","China",-2
"Argentina","Colombia",-2
"Chile","Colombia",-5
"Cuba","Colombia",-9
"Ecuador","Colombia",-10
"Guinea-Bissau","Colombia",-2
"India","Colombia",-8.8
"United Kingdom","Colombia",-10
"United States","Colombia",-51
"Venezuela","Colombia",-20
"Democratic Republic of Congo","Congo",-30
"Nigeria","Congo",-18
"Uganda","Congo",-36
"Netherlands","Cote d'Ivoire",-5
"Italy","Croatia",-15
"Serbia","Croatia",-17
"Brazil","Cuba",-5
"Colombia","Cuba",-74
"Costa Rica","Cuba",-10
"Spain","Cuba",-0.9
"United States","Cuba",-12
"Turkey","Cyprus",-26.5
"Argentina","Czech Republic",-5
"Germany","Czech Republic",-5
"Poland","Czech Republic",-9.5
"Russia","Czech Republic",-13
"Spain","Czech Republic",-15
"United States","Czech Republic",-2
"Central African Republic","Democratic Republic of Congo",-5
"Congo","Democratic Republic of Congo",-22
"Kenya","Democratic Republic of Congo",-9
"Netherlands","Democratic Republic of Congo",-5
"Uganda","Democratic Republic of Congo",-29
"Zimbabwe","Democratic Republic of Congo",-10
"Saudi Arabia","Denmark",-19
"Turkey","Denmark",-4
"El Salvador","Ecuador",-5
"India","Ecuador",-9
"Panama","Ecuador",-5
"Peru","Ecuador",-9
"United States","Ecuador",-9
"Ethiopia","Egypt",-5
"India","Egypt",-10
"Israel","Egypt",-10
"Italy","Egypt",-5
"Jordan","Egypt",-32
"Libya","Egypt",-17.6
"Nigeria","Egypt",-10
"Qatar","Egypt",-13
"Russia","Egypt",-5.6
"Syria","Egypt",-2
"Turkey","Egypt",-4.4
"United Arab Emirates","Egypt",-15
"United Kingdom","Egypt",-6.5
"United States","Egypt",-23.4
"Yemen","Egypt",-4
"Costa Rica","El Salvador",-2
"Guatemala","El Salvador",-10
"United States","El Salvador",-12
"Ethiopia","Eritrea",-5
"Nigeria","Eritrea",-4
"India","Estonia",-27
"United States","Estonia",-7.2
"Zambia","Ethiopia",-15
"United Kingdom","Falkland Islands",-7.2
"Algeria","France",-10
"Canada","France",-4
"Fiji","France",-2
"Gabon","France",-2
"Germany","France",-5
"India","France",-5
"Iraq","France",-25.5
"Jamaica","France",-10
"Mali","France",-9
"Morocco","France",-25
"Russia","France",-20.2
"Rwanda","France",-5
"Swaziland","France",-6.5
"Togo","France",-6.5
"United States","France",-48
"Western Sahara","France",-5
"Yemen","France",-48
"France","Gabon",-2
"France","Gambia",-20
"Nigeria","Gambia",-14
"Senegal","Gambia",-14
"Germany","Georgia",-10
"Greece","Georgia",-5
"Latvia","Georgia",-10
"Russia","Georgia",-9
"Ukraine","Georgia",-5
"United States","Georgia",-33.5
