"SCountry","TCountry","Intensity"
"Australia","Afghanistan",-66
"Canada","Afghanistan",-250.7
"Colombia","Afghanistan",-20
"Denmark","Afghanistan",-23.4
"Germany","Afghanistan",-0.4
"Iran","Afghanistan",-20
"Israel","Afghanistan",-9.5
"Latvia","Afghanistan",-14.4
"Lithuania","Afghanistan",-7.2
"Nauru","Afghanistan",-25
"Netherlands","Afghanistan",-26.2
"Pakistan","Afghanistan",-127
"Romania","Afghanistan",-7.2
"Serbia","Afghanistan",-2
"Somalia","Afghanistan",-0.8
"South Korea","Afghanistan",-36.5
"Sudan","Afghanistan",-19
"Sweden","Afghanistan",-14.4
"Tajikistan","Afghanistan",-30
"Turkey","Afghanistan",-5
"United Kingdom","Afghanistan",-187.6
"United States","Afghanistan",-635.9
"Czech Republic","Albania",-5
"Kosovo","Albania",-11.5
"Portugal","Albania",-0.3
"Serbia","Albania",-47
"Spain","Algeria",-27.5
"United Kingdom","Algeria",-10
"South Africa","Angola",-2
"Brazil","Argentina",-2
"Costa Rica","Argentina",-2
"Cuba","Argentina",-15
"Paraguay","Argentina",-2
"Portugal","Argentina",-2
"United Kingdom","Argentina",-10
"United States","Argentina",-2
"Uruguay","Argentina",-2
"Azerbaijan","Armenia",-2
"Russia","Armenia",-4
"United States","Armenia",-5
"Afghanistan","Australia",-5
"Bermuda","Australia",-4
"Cambodia","Australia",-4
"China","Australia",-64
"Colombia","Australia",-18
"Cuba","Australia",-10
"Egypt","Australia",-9
"France","Australia",-2
"Indonesia","Australia",-102
"Iraq","Australia",-9
"Israel","Australia",-10
"Jamaica","Australia",-15
"Japan","Australia",-20.4
"Lebanon","Australia",-7.5
"Malaysia","Australia",-15.2
"Myanmar","Australia",-4.4
"Nauru","Australia",-18
"New Zealand","Australia",-25.2
"Pakistan","Australia",-21
"Papua New Guinea","Australia",-14
"Portugal","Australia",-7.2
"Sierra Leone","Australia",-4
"Syria","Australia",-4
"Thailand","Australia",-15
"Timor-Leste","Australia",-32
"Tonga","Australia",-9
"United Kingdom","Australia",-49
"United States","Australia",-111.4
"Vietnam","Australia",-7
"Russia","Austria",-19
"Tanzania","Austria",-4.4
"United States","Austria",-11
"Armenia","Azerbaijan",-25
"Austria","Azerbaijan",-2
"China","Azerbaijan",-5
"Iran","Azerbaijan",-12.2
"Russia","Azerbaijan",-14.5
"United States","Azerbaijan",-7
"Afghanistan","Bangladesh",-9.2
"China","Bangladesh",-0.4
"India","Bangladesh",-341.1
"Israel","Bangladesh",-15
"Kyrgyzstan","Bangladesh",-9.2
"Pakistan","Bangladesh",-9
"Suriname","Bangladesh",-10
"Turkey","Bangladesh",-15
"Uzbekistan","Bangladesh",-14
"Austria","Belarus",-2
"Canada","Belarus",-8
"Finland","Belarus",-0.3
"France","Belarus",-8
"Latvia","Belarus",-9
"Poland","Belarus",-2
"Russia","Belarus",-8.5
"United States","Belarus",-7.3
"Guatemala","Belgium",-0.4
"Morocco","Belgium",-9
"Poland","Belgium",-27
"Somalia","Belgium",-15
"Thailand","Benin",-5.6
"Australia","Bermuda",-6
"Nepal","Bhutan",-10
"United States","Bhutan",-5
"Argentina","Bolivia",-5
"Chile","Bolivia",-6
"Ecuador","Bolivia",-8
"Mexico","Bolivia",-4
"United States","Bolivia",-6
"Venezuela","Bolivia",-18
"Afghanistan","Bosnia and Herzegovina",-7.2
"Albania","Bosnia and Herzegovina",-14.4
"Croatia","Bosnia and Herzegovina",-10
"Iraq","Bosnia and Herzegovina",-14.4
"Serbia","Bosnia and Herzegovina",-14
"United Kingdom","Bosnia and Herzegovina",-7.2
