"SCountry","TCountry","Intensity"
"Albania","Afghanistan",-7.2
"Argentina","Afghanistan",-5
"Australia","Afghanistan",-5
"Georgia","Afghanistan",-7.2
"Greece","Afghanistan",-5
"Iran","Afghanistan",-18
"Pakistan","Afghanistan",-234.6
"Russia","Afghanistan",-5.8
"United Kingdom","Afghanistan",-58.7
"United States","Afghanistan",-250.5
"Greece","Albania",-15
"United Kingdom","Albania",-5
"France","Algeria",-60
"Ireland","Algeria",-5
"Niger","Algeria",-2
"United Kingdom","Algeria",-5
"Yemen","Algeria",-10
"Mozambique","Angola",-4
"Bolivia","Argentina",-15
"Cote d'Ivoire","Argentina",-33
"Georgia","Argentina",-2
"Israel","Argentina",-0.8
"United Kingdom","Argentina",-4
"Venezuela","Argentina",-16
"Afghanistan","Armenia",-9
"Switzerland","Armenia",-5
"Turkey","Armenia",-13
"Afghanistan","Australia",-22
"Argentina","Australia",-9
"Belarus","Australia",-9
"China","Australia",-40
"Christmas Island","Australia",-4
"Hong Kong","Australia",-4
"Hungary","Australia",-10
"India","Australia",-14.5
"Indonesia","Australia",-35
"Lebanon","Australia",-7
"Papua New Guinea","Australia",-4.4
"Philippines","Australia",-64
"Saudi Arabia","Australia",-20
"Sweden","Australia",-11
"Switzerland","Australia",-10
"Taiwan","Australia",-10
"United Kingdom","Australia",-21
"United States","Australia",-46.4
"Armenia","Azerbaijan",-21
"Iran","Azerbaijan",-33
"Iran","Bahrain",-17
"Saudi Arabia","Bahrain",-30
"India","Bangladesh",-39
"Nepal","Bangladesh",-20
"Poland","Belarus",-20
"Slovakia","Belarus",-2
"Ukraine","Belarus",-13
"United Kingdom","Belarus",-0.4
"United States","Belarus",-10.8
"France","Belgium",-2
"United States","Belgium",-4
"United States","Bolivia",-4
"Serbia","Bosnia and Herzegovina",-33
"United States","Bosnia and Herzegovina",-25
"Zimbabwe","Botswana",-11
"Argentina","Brazil",-2
"Lebanon","Brazil",-5
"Peru","Brazil",-2
"South Sudan","Brazil",-9.5
"Sudan","Brazil",-9.5
"United Arab Emirates","Brazil",-9.2
"United States","Brazil",-2
"Venezuela","Brazil",-12
"Greece","Bulgaria",-5
"Spain","Bulgaria",-2
"Greece","Burundi",-5
"Bangladesh","Cambodia",-5
"Thailand","Cambodia",-19
"Vietnam","Cambodia",-9
"Algeria","Canada",-2
"China","Canada",-2
"Congo","Canada",-5
"India","Canada",-2
"Japan","Canada",-5
"Lebanon","Canada",-5
"Mexico","Canada",-10
"Poland","Canada",-4
"Russia","Canada",-4
"Syria","Canada",-5
"United States","Canada",-29
"South Sudan","Chad",-2
"Sudan","Chad",-5
"Bolivia","Chile",-2
"Peru","Chile",-0.4
"Spain","Chile",-2
"United States","Chile",-5
"Brazil","China",-4
"Canada","China",-5
"Hong Kong","China",-7
