"SCountry","TCountry","Intensity"
"Australia","Afghanistan",-56.7
"China","Afghanistan",-4
"Czech Republic","Afghanistan",-36
"Germany","Afghanistan",-4
"Iraq","Afghanistan",-7.2
"Italy","Afghanistan",-9.3
"Lithuania","Afghanistan",-7.2
"Mexico","Afghanistan",-10
"Nauru","Afghanistan",-10
"Netherlands","Afghanistan",-7.2
"Pakistan","Afghanistan",-61
"Russia","Afghanistan",-18.4
"Spain","Afghanistan",-7.2
"Tajikistan","Afghanistan",-5
"United Kingdom","Afghanistan",-52.2
"United States","Afghanistan",-598.5
"Greece","Albania",-15
"Kosovo","Albania",-10
"Portugal","Albania",-5
"Saudi Arabia","Albania",-2
"Serbia","Albania",-38
"Spain","Albania",-5
"Canada","Algeria",-28
"France","Algeria",-5
"Libya","Algeria",-5
"Mauritania","Algeria",-16
"Morocco","Algeria",-10
"Russia","Algeria",-5
"Spain","Algeria",-0.4
"United States","Algeria",-7.2
"Venezuela","Algeria",-10
"Brazil","Angola",-5
"Chile","Argentina",-2
"Costa Rica","Argentina",-9
"Mexico","Argentina",-6
"Paraguay","Argentina",-2
"Spain","Argentina",-9
"United States","Argentina",-12
"Venezuela","Argentina",-6.5
"Azerbaijan","Armenia",-8
"Equatorial Guinea","Armenia",-15
"Georgia","Armenia",-7.2
"Germany","Armenia",-2
"Iran","Armenia",-5
"Russia","Armenia",-14.4
"Turkey","Armenia",-27
"Cambodia","Australia",-10.4
"China","Australia",-63.5
"Congo","Australia",-5.8
"India","Australia",-4
"Indonesia","Australia",-78.1
"Iraq","Australia",-179
"Japan","Australia",-6
"Jordan","Australia",-18
"Malaysia","Australia",-15
"Nauru","Australia",-7.1
"Norway","Australia",-9.5
"Pakistan","Australia",-2
"Philippines","Australia",-5
"Serbia","Australia",-14
"Solomon Islands","Australia",-8
"Taiwan","Australia",-5
"United Kingdom","Australia",-11
"United States","Australia",-139.7
"Vietnam","Australia",-88
"Germany","Austria",-10
"Italy","Austria",-10
"Spain","Austria",-5
"Armenia","Azerbaijan",-47.5
"France","Azerbaijan",-4
"Georgia","Azerbaijan",-9
"Russia","Azerbaijan",-12
"Uganda","Azerbaijan",-2
"United States","Azerbaijan",-2
"Czech Republic","Bahamas",-5
"United States","Bahamas",-5
"India","Bangladesh",-106.5
"Indonesia","Bangladesh",-2
"Malaysia","Bangladesh",-2
"Pakistan","Bangladesh",-20
"South Korea","Bangladesh",-5
"Spain","Bangladesh",-5
"United States","Bangladesh",-2.4
"Czech Republic","Belarus",-2
"Georgia","Belarus",-9.8
"Japan","Belarus",-27.4
"Poland","Belarus",-2
"Russia","Belarus",-12
"United States","Belarus",-25.3
"Democratic Republic of Congo","Belgium",-10
"Germany","Belgium",-5
"Iran","Belgium",-13
"Italy","Belgium",-10
"Spain","Belgium",-5
"United Kingdom","Belgium",-2
"United States","Belgium",-2
"United States","Benin",-12
"United States","Bermuda",-15
"China","Bhutan",-10
"Argentina","Bolivia",-9.2
"Brazil","Bolivia",-0.4
