"SCountry","TCountry","Intensity"
"India","Afghanistan",-5
"Iran","Afghanistan",-24.4
"Kyrgyzstan","Afghanistan",-9.2
"Lithuania","Afghanistan",-10
"Pakistan","Afghanistan",-169.8
"Tanzania","Afghanistan",-9
"United Kingdom","Afghanistan",-10
"United States","Afghanistan",-418.7
"Greece","Albania",-10
"Kosovo","Albania",-14
"Portugal","Albania",-2
"Lebanon","Algeria",-5
"Morocco","Algeria",-62
"Sudan","Algeria",-9
"Syria","Algeria",-2
"United States","Algeria",-6.5
"United States","Angola",-5
"Angola","Argentina",-2
"Eritrea","Argentina",-2
"Holy See","Argentina",-0.4
"Iran","Argentina",-2
"Saint Lucia","Argentina",-9
"Spain","Argentina",-2
"Taiwan","Argentina",-9
"United Kingdom","Argentina",-4
"Venezuela","Argentina",-9
"Azerbaijan","Armenia",-10
"Russia","Armenia",-7.2
"Turkey","Armenia",-10.5
"Bermuda","Australia",-2
"Canada","Australia",-2
"China","Australia",-53.8
"France","Australia",-4
"Indonesia","Australia",-581.4
"Malaysia","Australia",-8.4
"Myanmar","Australia",-4
"New Zealand","Australia",-2
"Papua New Guinea","Australia",-5
"Russia","Australia",-37
"Singapore","Australia",-9
"South Africa","Australia",-9.5
"Sri Lanka","Australia",-69
"Sweden","Australia",-5
"Thailand","Australia",-25
"Timor-Leste","Australia",-6
"United States","Australia",-24
"Vietnam","Australia",-5
"Czech Republic","Austria",-5
"United States","Austria",-5
"Armenia","Azerbaijan",-4
"India","Azerbaijan",-5.1
"Iran","Azerbaijan",-2
"Turkey","Azerbaijan",-0.3
"Egypt","Bahrain",-4.4
"India","Bahrain",-20
"Australia","Bangladesh",-4.4
"Georgia","Bangladesh",-5
"Hungary","Bangladesh",-10
"India","Bangladesh",-24
"Pakistan","Bangladesh",-24.4
"United Kingdom","Bangladesh",-5
"United States","Barbados",-12
"Japan","Belarus",-6
"Russia","Belarus",-20
"Yemen","Belarus",-19
"Azerbaijan","Belgium",-2
"Italy","Belgium",-2
"United Kingdom","Belgium",-16.4
"Israel","Benin",-10
"Australia","Bermuda",-13
"New Zealand","Bermuda",-5
"Argentina","Bolivia",-20
"South Africa","Bolivia",-5
"Austria","Bosnia and Herzegovina",-5
"Serbia","Bosnia and Herzegovina",-14
"France","Brazil",-4
"Germany","Brazil",-5.6
"India","Brazil",-5
"Italy","Brazil",-5
"Paraguay","Brazil",-15
"Russia","Brazil",-10
"Spain","Brazil",-4
"United Kingdom","Brazil",-10.4
"United States","Brazil",-9
"Uruguay","Brazil",-5
"China","Brunei",-5
"Algeria","Bulgaria",-9
"Georgia","Bulgaria",-0.4
"Nigeria","Burundi",-15
"Thailand","Cambodia",-24
"Nigeria","Cameroon",-11
"Brazil","Canada",-2
"France","Canada",-10
"Italy","Canada",-5
"Philippines","Canada",-0.4
"United Kingdom","Canada",-2
"United States","Canada",-25
"Democratic Republic of Congo","Central African Republic",-5
"France","Central African Republic",-36
"South Korea","Central African Republic",-0.4
"Sudan","Chad",-13
"Argentina","Chile",-4
"Colombia","Chile",-4
"France","Chile",-5
"Philippines","Chile",-7.4
"Spain","Chile",-22
"Angola","China",-5
"Australia","China",-13.2
"Brazil","China",-2
"Canada","China",-10
"India","China",-28.7
"Israel","China",-8
"Japan","China",-138
"Kyrgyzstan","China",-9.5
"Malaysia","China",-2
"Nigeria","China",-2
"North Korea","China",-4
"Philippines","China",-12.4
"South Korea","China",-19.8
"Spain","China",-15
"Taiwan","China",-10.8
"Tanzania","China",-10
"Thailand","China",-7.5
"Turkey","China",-5.6
"Uganda","China",-20
"United Kingdom","China",-10
"United States","China",-52.2
"Zambia","China",-5
"Australia","Christmas Island",-4
"Bolivia","Colombia",-0.3
"Chile","Colombia",-5
"Costa Rica","Colombia",-24
"El Salvador","Colombia",-4
"Guatemala","Colombia",-10
"Mexico","Colombia",-23
"Nicaragua","Colombia",-2
"Russia","Colombia",-14.4
"Spain","Colombia",-5
"United States","Colombia",-26
"Belgium","Congo",-10
"Democratic Republic of Congo","Congo",-5
"Gabon","Congo",-10
"Mauritania","Congo",-4
"South Africa","Congo",-10
"El Salvador","Costa Rica",-4
"Nicaragua","Costa Rica",-2
"Panama","Costa Rica",-5
"Uruguay","Costa Rica",-10
"Serbia","Croatia",-10
"United States","Cuba",-65
"Greece","Cyprus",-0.4
"Poland","Czech Republic",-4
"South Africa","Czech Republic",-44
"Belgium","Democratic Republic of Congo",-5
"Congo","Democratic Republic of Congo",-39
"France","Democratic Republic of Congo",-10
"Kenya","Democratic Republic of Congo",-25
"Mauritania","Democratic Republic of Congo",-5
"Netherlands","Democratic Republic of Congo",-5
"Uganda","Democratic Republic of Congo",-5
"South Africa","Denmark",-5
"Ethiopia","Djibouti",-10
"Somalia","Djibouti",-20
"Haiti","Dominican Republic",-2
"Holy See","Dominican Republic",-5
"Spain","Dominican Republic",-2
"Argentina","Ecuador",-2
"Colombia","Ecuador",-5
"Netherlands","Ecuador",-5
"United States","Ecuador",-5
"France","Egypt",-5.6
"Malaysia","Egypt",-5
"Mauritania","Egypt",-2
"Niger","Egypt",-9
"Russia","Egypt",-5
"Saudi Arabia","Egypt",-5.6
"South Africa","Egypt",-2
"Sudan","Egypt",-4
"Turkey","Egypt",-70
"United Arab Emirates","Egypt",-10
"United Kingdom","Egypt",-10
"United States","Egypt",-82.3
"Honduras","El Salvador",-23
