"SCountry","TCountry","Intensity"
"Algeria","Afghanistan",-5
"Australia","Afghanistan",-7.2
"Canada","Afghanistan",-19
"China","Afghanistan",-4
"Cuba","Afghanistan",-5
"Czech Republic","Afghanistan",-10
"Estonia","Afghanistan",-20
"France","Afghanistan",-23.7
"Georgia","Afghanistan",-14.4
"Germany","Afghanistan",-10
"Greece","Afghanistan",-15
"Iran","Afghanistan",-27
"Lesotho","Afghanistan",-7
"Netherlands","Afghanistan",-7.2
"Pakistan","Afghanistan",-202.9
"Poland","Afghanistan",-15
"Russia","Afghanistan",-22.2
"Saudi Arabia","Afghanistan",-26.8
"Slovakia","Afghanistan",-34.4
"United Kingdom","Afghanistan",-33.4
"United States","Afghanistan",-494.4
"Czech Republic","Albania",-5
"Greece","Albania",-7
"Mauritania","Algeria",-8
"Morocco","Algeria",-2
"Russia","Algeria",-5
"United States","Algeria",-5
"Western Sahara","Algeria",-2
"Congo","Angola",-2
"Romania","Argentina",-2
"Samoa","Argentina",-5
"Azerbaijan","Armenia",-12
"Georgia","Armenia",-5
"Russia","Armenia",-5
"United States","Armenia",-14.4
"Bulgaria","Australia",-9
"China","Australia",-45
"Fiji","Australia",-4
"Indonesia","Australia",-20
"Japan","Australia",-20
"Malaysia","Australia",-10
"Marshall Islands","Australia",-9
"Philippines","Australia",-16
"Singapore","Australia",-4
"Sweden","Australia",-111
"United Kingdom","Australia",-2
"United States","Australia",-100.2
"Greece","Austria",-9
"Malaysia","Austria",-10
"Turkey","Austria",-14
"Armenia","Azerbaijan",-52.5
"Georgia","Azerbaijan",-5
"Lebanon","Azerbaijan",-2
"Russia","Azerbaijan",-21.5
"Uganda","Azerbaijan",-2
"United States","Azerbaijan",-7
"Australia","Bahrain",-5
"Qatar","Bahrain",-28.2
"India","Bangladesh",-15
"Indonesia","Bangladesh",-9.5
"Kyrgyzstan","Bangladesh",-14
"Myanmar","Bangladesh",-9
"Nepal","Bangladesh",-117
"Tajikistan","Bangladesh",-5
"Belgium","Belarus",-2
"Germany","Belarus",-4.4
"Latvia","Belarus",-2
"Russia","Belarus",-9
"Ukraine","Belarus",-18
"Belarus","Belgium",-2
"Greece","Belgium",-5
"Russia","Belgium",-7.4
"Sweden","Belgium",-2
"Uganda","Belgium",-5
"Nigeria","Benin",-2
"United States","Bermuda",-9.5
"Chile","Bolivia",-4
"Mexico","Bolivia",-10
"Turkey","Bolivia",-5
"Portugal","Bosnia and Herzegovina",-4
"Russia","Bosnia and Herzegovina",-2
"Slovakia","Bosnia and Herzegovina",-2
"Mexico","Brazil",-10
"Pakistan","Brazil",-5
"Paraguay","Brazil",-5
"Turkey","Brazil",-10
"United States","Brazil",-0.4
"United States","British Indian Ocean Territory",-7.2
"Australia","Bulgaria",-9.5
"Czech Republic","Bulgaria",-5
"Greece","Bulgaria",-10
"Turkey","Bulgaria",-5
"Senegal","Burkina Faso",-2
"Somalia","Burundi",-12
"Thailand","Cambodia",-6
"United States","Cambodia",-2
"Vietnam","Cambodia",-5
"Afghanistan","Canada",-9
"Iran","Canada",-2
"Italy","Canada",-5
"Japan","Canada",-10
"Lebanon","Canada",-15
"Mexico","Canada",-9
"New Zealand","Canada",-15.4
"Nigeria","Canada",-9
"Pakistan","Canada",-4
"United Arab Emirates","Canada",-5
"United States","Canada",-35
"Chad","Central African Republic",-9.5
