"SCountry","TCountry","Intensity"
"Australia","Afghanistan",-90
"Canada","Afghanistan",-30
"Cuba","Afghanistan",-10
"Denmark","Afghanistan",-60
"Finland","Afghanistan",-2
"Greece","Afghanistan",-21
"Iran","Afghanistan",-21
"Iraq","Afghanistan",-7.2
"Italy","Afghanistan",-74
"Japan","Afghanistan",-4
"Latvia","Afghanistan",-7.2
"Netherlands","Afghanistan",-10
"Norway","Afghanistan",-12
"Pakistan","Afghanistan",-167.4
"Poland","Afghanistan",-43
"Somalia","Afghanistan",-4
"Spain","Afghanistan",-7.2
"Tajikistan","Afghanistan",-5
"United States","Afghanistan",-444
"Belgium","Albania",-10
"Greece","Albania",-30
"Kosovo","Albania",-6.5
"Serbia","Albania",-44.4
"Italy","Algeria",-5
"Malaysia","Algeria",-10
"Spain","Algeria",-5
"United States","Algeria",-5
"United States","Anguilla",-5
"Bermuda","Antigua and Barbuda",-0.4
"Chile","Argentina",-2
"Iran","Argentina",-25
"Mexico","Argentina",-2
"Spain","Argentina",-5
"United Kingdom","Argentina",-2
"United States","Argentina",-5
"Uruguay","Argentina",-47.6
"Azerbaijan","Armenia",-9.4
"Rwanda","Armenia",-4
"Slovakia","Armenia",-5
"Turkey","Armenia",-11
"United States","Armenia",-4
"Netherlands","Aruba",-10
"Afghanistan","Australia",-241
"Bermuda","Australia",-2
"Canada","Australia",-2
"Egypt","Australia",-5
"Fiji","Australia",-32
"France","Australia",-5
"India","Australia",-5
"Indonesia","Australia",-66.5
"Iraq","Australia",-9
"Mozambique","Australia",-2
"Myanmar","Australia",-4
"New Zealand","Australia",-2
"Norway","Australia",-2
"Pakistan","Australia",-15
"Philippines","Australia",-13.6
"Spain","Australia",-9
"United Kingdom","Australia",-23.4
"United States","Australia",-40.4
"Vietnam","Australia",-2
"Yemen","Australia",-10
"Zimbabwe","Australia",-18
"Czech Republic","Austria",-11.6
"Armenia","Azerbaijan",-182.9
"Estonia","Azerbaijan",-5
"Iran","Azerbaijan",-12
