"SCountry","TCountry","Intensity"
"Albania","Afghanistan",-4
"Australia","Afghanistan",-32.2
"Bangladesh","Afghanistan",-16.5
"Canada","Afghanistan",-145.9
"Czech Republic","Afghanistan",-4
"France","Afghanistan",-17.2
"Indonesia","Afghanistan",-5
"Iran","Afghanistan",-2
"Iraq","Afghanistan",-7.2
"Netherlands","Afghanistan",-32.5
"Norway","Afghanistan",-10
"Pakistan","Afghanistan",-834.8
"Saudi Arabia","Afghanistan",-18
"Spain","Afghanistan",-9.2
"Tajikistan","Afghanistan",-15
"United Kingdom","Afghanistan",-7.2
"United States","Afghanistan",-460.3
"Afghanistan","Albania",-157
"Bosnia and Herzegovina","Albania",-2
"Croatia","Albania",-17
"Greece","Albania",-10.4
"Italy","Albania",-10
"Serbia","Albania",-102
"Switzerland","Albania",-2
"Turkey","Albania",-5
"United States","Albania",-10
"El Salvador","Algeria",-9
"France","Algeria",-15
"Russia","Algeria",-7.2
"Turkey","Algeria",-2
"United Kingdom","Algeria",-5
"United States","Algeria",-2
"United Kingdom","Angola",-9
"Zambia","Angola",-5
"Brazil","Argentina",-4
"Egypt","Argentina",-2
"Holy See","Argentina",-2
"Mexico","Argentina",-13
"Peru","Argentina",-2
"Spain","Argentina",-18
"United Kingdom","Argentina",-2.4
"United States","Argentina",-2
"Uruguay","Argentina",-38.4
"Azerbaijan","Armenia",-166.4
"Georgia","Armenia",-18
"Hungary","Armenia",-4
"Kenya","Armenia",-11
"Russia","Armenia",-18.4
"Turkey","Armenia",-23.5
"Afghanistan","Australia",-12
"China","Australia",-5.4
"Fiji","Australia",-2
"Germany","Australia",-9
"India","Australia",-57.8
"Indonesia","Australia",-244.5
"Iraq","Australia",-31
"Japan","Australia",-0.4
"Jordan","Australia",-4
"New Zealand","Australia",-43.4
"North Korea","Australia",-5.3
"Papua New Guinea","Australia",-20
"Philippines","Australia",-2
"Singapore","Australia",-36
"United Kingdom","Australia",-29
"United States","Australia",-66.9
"Uzbekistan","Australia",-15
"Ethiopia","Austria",-10
"Israel","Austria",-2
"Serbia","Austria",-2.4
"United Kingdom","Austria",-9
"Venezuela","Austria",-5
"Armenia","Azerbaijan",-138.5
"France","Azerbaijan",-2
"Iran","Azerbaijan",-2
"United States","Bahamas",-12
"Pakistan","Bahrain",-10
"United States","Bahrain",-10
"Afghanistan","Bangladesh",-5
"India","Bangladesh",-75.6
"Iran","Bangladesh",-15
"Myanmar","Bangladesh",-9.5
"Pakistan","Bangladesh",-10
"Russia","Bangladesh",-10
"Turkey","Bangladesh",-5
"United States","Bangladesh",-5
"Uzbekistan","Bangladesh",-10
"Austria","Belarus",-2
"Belgium","Belarus",-2
"Canada","Belarus",-0.3
"Czech Republic","Belarus",-10.9
"Estonia","Belarus",-2
"Georgia","Belarus",-10.4
"Germany","Belarus",-4
"Kyrgyzstan","Belarus",-8.5
"Latvia","Belarus",-6.8
"Lithuania","Belarus",-17.4
"Poland","Belarus",-55.5
"Portugal","Belarus",-4.4
"Romania","Belarus",-16.3
"Russia","Belarus",-18
"Slovakia","Belarus",-11
"Sweden","Belarus",-10
"Switzerland","Belarus",-4.4
"Ukraine","Belarus",-30.2
"United States","Belarus",-193.2
"Australia","Belgium",-21
"Brazil","Belgium",-5
"France","Belgium",-9
"Germany","Belgium",-5
"Israel","Belgium",-10
"Pakistan","Belgium",-5
"Poland","Belgium",-5
"United Kingdom","Belgium",-14
"Thailand","Benin",-2
"Denmark","Bhutan",-2
"Argentina","Bolivia",-5
"Brazil","Bolivia",-7.2
"Chile","Bolivia",-4
"Ecuador","Bolivia",-5
"Puerto Rico","Bolivia",-2
"United States","Bolivia",-39.8
"Uruguay","Bolivia",-2
"Argentina","Bosnia and Herzegovina",-5
"Belgium","Bosnia and Herzegovina",-4.4
"Netherlands","Bosnia and Herzegovina",-10
"Serbia","Bosnia and Herzegovina",-26.5
"Switzerland","Bosnia and Herzegovina",-10
"Afghanistan","Botswana",-18
"Madagascar","Botswana",-10
"France","Brazil",-12
"Guinea","Brazil",-10
"Japan","Brazil",-10
"Lebanon","Brazil",-5
"Mexico","Brazil",-12
"Paraguay","Brazil",-7
"Russia","Brazil",-5
"Switzerland","Brazil",-15
"United Kingdom","Brazil",-72
"United States","Brazil",-16
"Uruguay","Brazil",-10
"Greece","Bulgaria",-5
"Hungary","Bulgaria",-9.2
"Turkey","Bulgaria",-2
"United Kingdom","Bulgaria",-14.4
"France","Burundi",-10
"New Zealand","Cambodia",-9
"Thailand","Cambodia",-2
"Germany","Cameroon",-4
"Afghanistan","Canada",-199.8
"Australia","Canada",-10
"Austria","Canada",-5
"Belarus","Canada",-5
"Costa Rica","Canada",-2
"France","Canada",-2
"Latvia","Canada",-5
"Mexico","Canada",-2
"South Africa","Canada",-4
"Sri Lanka","Canada",-13.8
"Tunisia","Canada",-2
"Uganda","Canada",-5
"United Kingdom","Canada",-2
"United States","Canada",-76.5
"Equatorial Guinea","Chad",-14
"Sudan","Chad",-37.2
"Bolivia","Chile",-15
"Colombia","Chile",-2
"Cuba","Chile",-2
"Ecuador","Chile",-18
"Guatemala","Chile",-5
"Iran","Chile",-4.4
"Papua New Guinea","Chile",-0.4
"Peru","Chile",-4
"Spain","Chile",-5
"United Kingdom","Chile",-15
"Uruguay","Chile",-12
"Australia","China",-24.4
"Belgium","China",-5
"Canada","China",-17
"Cuba","China",-4
"Czech Republic","China",-5
"France","China",-11
"Holy See","China",-5
"Hong Kong","China",-4
"India","China",-2
"Indonesia","China",-15
"Italy","China",-2
"Japan","China",-340
"Malawi","China",-10
"Malaysia","China",-10
"Marshall Islands","China",-17.2
"New Zealand","China",-9
"North Korea","China",-13
"Pakistan","China",-10
"Russia","China",-15.4
"Singapore","China",-5
"Solomon Islands","China",-8
"Syria","China",-8.8
"Taiwan","China",-200.9
"Turkey","China",-10
"Tuvalu","China",-8
"Uganda","China",-0.6
"United Kingdom","China",-54.3
"United States","China",-386.2
"Costa Rica","Colombia",-5
"Cuba","Colombia",-5
"Ecuador","Colombia",-32
"India","Colombia",-32
"Mexico","Colombia",-24
"Nicaragua","Colombia",-2
"Peru","Colombia",-10
"United States","Colombia",-65.4
"Venezuela","Colombia",-10
"Democratic Republic of Congo","Congo",-17.6
"Germany","Congo",-10
"Uganda","Congo",-23
"Uruguay","Congo",-7.2
"France","Costa Rica",-2
"Mexico","Costa Rica",-5
"Netherlands","Cote d'Ivoire",-4
"Peru","Cote d'Ivoire",-5
"Australia","Croatia",-10
"Italy","Croatia",-2.4
"Netherlands","Croatia",-5
"Serbia","Croatia",-7.2
"Slovenia","Croatia",-17.8
"Argentina","Cuba",-4
"Bahamas","Cuba",-10.8
"Czech Republic","Cuba",-4.4
"Mexico","Cuba",-10
"Russia","Cuba",-14
"United Kingdom","Cuba",-4
"United States","Cuba",-46.4
"Turkey","Cyprus",-0.4
"United States","Cyprus",-4
"Austria","Czech Republic",-17
"Belarus","Czech Republic",-26.5
"Cuba","Czech Republic",-5
"Germany","Czech Republic",-5
"Thailand","Czech Republic",-5
"Turkey","Czech Republic",-10
"Congo","Democratic Republic of Congo",-2
"Pakistan","Democratic Republic of Congo",-5
"Spain","Democratic Republic of Congo",-2
"Uganda","Democratic Republic of Congo",-21.6
"Belarus","Denmark",-9
"Egypt","Denmark",-2
"France","Denmark",-2
"India","Denmark",-10.5
"Iraq","Denmark",-20
"Pakistan","Denmark",-7.5
"Turkey","Denmark",-19.5
"United Kingdom","Denmark",-15.5
"Puerto Rico","Dominican Republic",-5
"United States","Dominican Republic",-10
"Angola","Ecuador",-2
"Colombia","Ecuador",-14.4
"India","Ecuador",-62.6
"Spain","Ecuador",-4
"United States","Ecuador",-6
"Venezuela","Ecuador",-4
"Canada","Egypt",-2
"Czech Republic","Egypt",-8
"France","Egypt",-13
"Iran","Egypt",-11
"Iraq","Egypt",-2
"Israel","Egypt",-10
"Kuwait","Egypt",-5
"Libya","Egypt",-2
"Qatar","Egypt",-5
"Saudi Arabia","Egypt",-10
"Switzerland","Egypt",-4
"Ukraine","Egypt",-5
"United Kingdom","Egypt",-2
"United States","Egypt",-34.2
"Guatemala","El Salvador",-5
"Zimbabwe","Equatorial Guinea",-5
"Ethiopia","Eritrea",-12
"Italy","Eritrea",-10
"Syria","Eritrea",-10
"United States","Eritrea",-2
"Belarus","Estonia",-9
"Latvia","Estonia",-15
"Russia","Estonia",-4
"United Arab Emirates","Estonia",-5
"Denmark","Ethiopia",-5.6
"Eritrea","Ethiopia",-14
"Malawi","Ethiopia",-5
"Somalia","Ethiopia",-26
"Sudan","Ethiopia",-2
"United States","Ethiopia",-5
"Australia","Fiji",-10
"Papua New Guinea","Fiji",-21
"Afghanistan","France",-87
"Algeria","France",-18.1
"Argentina","France",-2
"Australia","France",-7
"Belarus","France",-5
"Brazil","France",-16
"Burundi","France",-20
"Canada","France",-34
"China","France",-45.8
"Cote d'Ivoire","France",-48.8
"Egypt","France",-14
"French Polynesia","France",-4
"Germany","France",-4
"Holy See","France",-5
"India","France",-2
"Indonesia","France",-7
