"SCountry","TCountry","Intensity"
"Georgia","Afghanistan",-14.4
"Germany","Afghanistan",-14.4
"India","Afghanistan",-38
"Indonesia","Afghanistan",-5
"Iran","Afghanistan",-164.2
"Kazakhstan","Afghanistan",-40
"Nepal","Afghanistan",-9
"Pakistan","Afghanistan",-663.4
"Russia","Afghanistan",-19
"Syria","Afghanistan",-10
"Tajikistan","Afghanistan",-10
"United Kingdom","Afghanistan",-79.4
"United States","Afghanistan",-219.4
"Uzbekistan","Afghanistan",-9
"Kosovo","Albania",-10
"Yemen","Albania",-5
"Morocco","Algeria",-4
"Qatar","Algeria",-4
"Thailand","Algeria",-5
"United States","Algeria",-5
"United Kingdom","Angola",-10
"Zambia","Angola",-10
"Bolivia","Argentina",-2
"Chile","Argentina",-5
"Cote d'Ivoire","Argentina",-5
"Guatemala","Argentina",-9
"Iran","Argentina",-2
"Puerto Rico","Argentina",-4
"United Kingdom","Argentina",-4.4
"United States","Argentina",-10
"Uruguay","Argentina",-10
"Venezuela","Argentina",-4
"Azerbaijan","Armenia",-2
"Estonia","Armenia",-2
"Liberia","Armenia",-4
"Turkey","Armenia",-5
"Afghanistan","Australia",-38
"China","Australia",-35
"Fiji","Australia",-10
"France","Australia",-9.5
"Indonesia","Australia",-35
"Ireland","Australia",-4
"Israel","Australia",-9
"Nigeria","Australia",-9
"Saudi Arabia","Australia",-42
"Sri Lanka","Australia",-9
"Sweden","Australia",-14
"Thailand","Australia",-2
"Timor-Leste","Australia",-8
"United Arab Emirates","Australia",-25
"United Kingdom","Australia",-6
"United States","Australia",-70.6
"Czech Republic","Austria",-5
"France","Austria",-2
"Oman","Austria",-5
"United Kingdom","Austria",-2
"Armenia","Azerbaijan",-22
"Iran","Azerbaijan",-83.8
"Russia","Azerbaijan",-8
"Syria","Azerbaijan",-10
"United States","Azerbaijan",-5
"Panama","Bahamas",-10
"Greece","Bahrain",-10
"Iran","Bahrain",-9
"Lebanon","Bahrain",-8.5
"Turkey","Bahrain",-8
"Greece","Bangladesh",-5
"Holy See","Bangladesh",-2
"India","Bangladesh",-19
"Russia","Bangladesh",-5
"United States","Bangladesh",-5
"Latvia","Belarus",-9.2
"Russia","Belarus",-7.2
"United States","Belarus",-2
"China","Belgium",-0.3
"Australia","Bermuda",-18
"United Kingdom","Bermuda",-18
"India","Bhutan",-10
"Argentina","Bolivia",-2
"Brazil","Bolivia",-7.2
"United States","Bolivia",-26
"China","Brazil",-0.8
"Cuba","Brazil",-5
"Japan","Brazil",-2
"Mexico","Brazil",-5
"Paraguay","Brazil",-5
"Russia","Brazil",-0.8
"Tajikistan","Brazil",-9.5
"United Kingdom","Brazil",-4
"United States","Brazil",-7
"Greece","Bulgaria",-10
"Thailand","Bulgaria",-5
"Turkey","Bulgaria",-2
"Kenya","Burundi",-5
"Thailand","Cambodia",-15
"Central African Republic","Cameroon",-18
"Nigeria","Cameroon",-7.2
"Algeria","Canada",-5
"Colombia","Canada",-9
"Egypt","Canada",-2
"Eritrea","Canada",-4
"Iran","Canada",-10
"Japan","Canada",-2
"Panama","Canada",-10
"Somalia","Canada",-26.5
"South Africa","Canada",-18
"United States","Canada",-26
"India","Cape Verde",-5
"Cameroon","Central African Republic",-10
"South Africa","Central African Republic",-9.2
"Libya","Chad",-9
"Senegal","Chad",-12
"Argentina","Chile",-5
"Bolivia","Chile",-2
"Peru","Chile",-2
"United States","Chile",-2
"Venezuela","Chile",-13
"Australia","China",-2
"Belgium","China",-2
"Brazil","China",-0.8
"Germany","China",-4
"Ghana","China",-5
"Holy See","China",-4
"India","China",-38.3
"Indonesia","China",-5
"Israel","China",-8
"Japan","China",-25.5
"Malawi","China",-5
"Malaysia","China",-5
"Namibia","China",-7
"North Korea","China",-41.8
"Philippines","China",-17
"Russia","China",-17.8
"South Korea","China",-15.4
"Taiwan","China",-2
"Uganda","China",-8
"United Kingdom","China",-11
"United States","China",-69.2
"Vietnam","China",-6
"Zimbabwe","China",-2
"France","Christmas Island",-18
"Chile","Colombia",-5
"Guatemala","Colombia",-9.2
"Nigeria","Colombia",-5
"United States","Colombia",-5
"Venezuela","Colombia",-51.8
"Democratic Republic of Congo","Congo",-103.4
"United Kingdom","Congo",-2
"Spain","Costa Rica",-5
"Argentina","Cote d'Ivoire",-5
"France","Croatia",-5
"Serbia","Croatia",-10
"Slovenia","Croatia",-5
"Tajikistan","Croatia",-2
"United States","Croatia",-4
"Mexico","Cuba",-5
"United States","Cuba",-31.9
"Iran","Cyprus",-12
"Turkey","Cyprus",-4.4
"Austria","Czech Republic",-2
"United Kingdom","Czech Republic",-0.8
"United States","Czech Republic",-14
"Congo","Democratic Republic of Congo",-160.5
"Kenya","Democratic Republic of Congo",-4.3
"South Africa","Democratic Republic of Congo",-7.2
"South Sudan","Democratic Republic of Congo",-19
"Sweden","Democratic Republic of Congo",-5
"Tanzania","Democratic Republic of Congo",-5
"Uganda","Democratic Republic of Congo",-27
"Australia","Denmark",-8.8
"United States","Denmark",-7
"Guatemala","Dominican Republic",-4
"Peru","Ecuador",-15
"United Kingdom","Ecuador",-2
"Ethiopia","Egypt",-0.4
"Greece","Egypt",-4
"Iran","Egypt",-9
"Israel","Egypt",-10
"Libya","Egypt",-2
