"SCountry","TCountry","Intensity"
"Australia","Afghanistan",-47.2
"Bulgaria","Afghanistan",-7.2
"Canada","Afghanistan",-49.2
"Czech Republic","Afghanistan",-10
"Denmark","Afghanistan",-14.4
"Germany","Afghanistan",-17.2
"Iran","Afghanistan",-15
"Iraq","Afghanistan",-26.6
"Italy","Afghanistan",-12.2
"Japan","Afghanistan",-7.2
"Netherlands","Afghanistan",-15
"Pakistan","Afghanistan",-416.9
"Poland","Afghanistan",-10
"Romania","Afghanistan",-14.4
"Slovakia","Afghanistan",-7.2
"Sri Lanka","Afghanistan",-5
"Turkey","Afghanistan",-5
"United Arab Emirates","Afghanistan",-10
"United Kingdom","Afghanistan",-102.3
"United States","Afghanistan",-676.7
"Uzbekistan","Afghanistan",-9
"Croatia","Albania",-1.6
"Kosovo","Albania",-5
"Montenegro","Albania",-10
"Portugal","Albania",-2
"Colombia","Algeria",-4.4
"France","Algeria",-2.4
"Spain","Algeria",-30
"Chile","Argentina",-9.5
"Colombia","Argentina",-4
"Hungary","Argentina",-10
"Mexico","Argentina",-12
"United States","Argentina",-2
"Azerbaijan","Armenia",-13.4
"Georgia","Armenia",-5
"India","Armenia",-14
"Russia","Armenia",-5
"Slovakia","Armenia",-5
"United States","Armenia",-4
"Afghanistan","Australia",-10
"Bermuda","Australia",-6
"Canada","Australia",-2
"China","Australia",-18.8
"Fiji","Australia",-34
"French Polynesia","Australia",-10
"Indonesia","Australia",-28
"Iraq","Australia",-2
"Israel","Australia",-4
"Jamaica","Australia",-4.4
"Japan","Australia",-14.8
"New Zealand","Australia",-29.7
"Papua New Guinea","Australia",-5
"Philippines","Australia",-0.4
"United Kingdom","Australia",-20
"United States","Australia",-56.3
"Vanuatu","Australia",-2
"Vietnam","Australia",-60
"Greece","Austria",-8
"Slovakia","Austria",-5
"Armenia","Azerbaijan",-79
"Iran","Azerbaijan",-2
"Russia","Azerbaijan",-5
"Saudi Arabia","Bahrain",-5
"Australia","Bangladesh",-2
"China","Bangladesh",-5
"India","Bangladesh",-16
"Iraq","Bangladesh",-9
"Pakistan","Bangladesh",-5
"South Korea","Bangladesh",-13
"United States","Bangladesh",-0.6
"Holy See","Belarus",-5
"Japan","Belarus",-2
"United States","Belarus",-32.3
"Democratic Republic of Congo","Belgium",-14
"Netherlands","Belgium",-2
"Switzerland","Belgium",-4
"South Korea","Belize",-4
"United States","Benin",-2
"Australia","Bermuda",-10
"United Kingdom","Bermuda",-2
"Nepal","Bhutan",-5
"Argentina","Bolivia",-9.6
"Colombia","Bolivia",-2
"Ecuador","Bolivia",-4
"Peru","Bolivia",-23
"United States","Bolivia",-10.4
"Uruguay","Bolivia",-4
"Belgium","Bosnia and Herzegovina",-4
"Croatia","Bosnia and Herzegovina",-16
"Czech Republic","Bosnia and Herzegovina",-14.4
"Netherlands","Bosnia and Herzegovina",-5
"Russia","Bosnia and Herzegovina",-5
"Serbia","Bosnia and Herzegovina",-80.5
"United States","Botswana",-5
"China","Brazil",-9
"Cuba","Brazil",-2
"France","Brazil",-5
"India","Brazil",-19
"Madagascar","Brazil",-2
"Mexico","Brazil",-24
"Paraguay","Brazil",-5
"Russia","Brazil",-9
"South Africa","Brazil",-2
"United States","Brazil",-4
"United Kingdom","Brunei",-20
"Germany","Bulgaria",-9.5
"France","Burundi",-10
"Thailand","Cambodia",-17.3
"South Africa","Cameroon",-5
"Afghanistan","Canada",-30
"Belgium","Canada",-9
"China","Canada",-5
"Colombia","Canada",-4.4
"France","Canada",-2
"India","Canada",-16
"Jordan","Canada",-2
"Pakistan","Canada",-9
"Rwanda","Canada",-2
"South Africa","Canada",-6
"Sri Lanka","Canada",-10
"Sudan","Canada",-2
"Thailand","Canada",-15
"United States","Canada",-43
"Ireland","Chad",-7.2
"Senegal","Chad",-5
"South Korea","Chad",-0.8
"Sudan","Chad",-76
"Colombia","Chile",-2
"Peru","Chile",-5
"United States","Chile",-5
"Venezuela","Chile",-9
"Australia","China",-91
"Cameroon","China",-9
"France","China",-15
"Germany","China",-6.5
"India","China",-21.4
"Italy","China",-5
"Japan","China",-25.9
"Kazakhstan","China",-2
"Malaysia","China",-4
"Nepal","China",-151
"New Zealand","China",-9
"Somalia","China",-5
"South Africa","China",-10
"Spain","China",-10
"Taiwan","China",-33.1
"Thailand","China",-4
"United States","China",-84.2
"Argentina","Colombia",-12
"Bolivia","Colombia",-9
"Ecuador","Colombia",-140.1
"India","Colombia",-12
"Mexico","Colombia",-7
"Nicaragua","Colombia",-8
"Pakistan","Colombia",-19.5
"Peru","Colombia",-0.3
"Philippines","Colombia",-2
"Russia","Colombia",-10
"Spain","Colombia",-15.6
"United States","Colombia",-60
"Venezuela","Colombia",-51.3
"France","Comoros",-9
"Angola","Congo",-24
"Democratic Republic of Congo","Congo",-2
"Rwanda","Congo",-67
"Czech Republic","Costa Rica",-4
"France","Cote d'Ivoire",-15
"India","Cote d'Ivoire",-9
"Albania","Croatia",-1.6
"Austria","Croatia",-4
"Bosnia and Herzegovina","Croatia",-17
"Kosovo","Croatia",-5
"Serbia","Croatia",-19
"Tajikistan","Croatia",-2
"Mexico","Cuba",-77
"Slovenia","Cuba",-2
"Spain","Cuba",-8
"United Kingdom","Cuba",-2
"United States","Cuba",-37
"Venezuela","Cuba",-2
"Afghanistan","Czech Republic",-9
"Austria","Czech Republic",-5
"India","Czech Republic",-5
"Ireland","Czech Republic",-8
"Japan","Czech Republic",-4
"Slovakia","Czech Republic",-14
"Spain","Czech Republic",-5
"United States","Czech Republic",-17.2
"Vietnam","Czech Republic",-2
"Angola","Democratic Republic of Congo",-5
"Belgium","Democratic Republic of Congo",-44
"Congo","Democratic Republic of Congo",-5
"Lebanon","Democratic Republic of Congo",-45
"Rwanda","Democratic Republic of Congo",-88
"Uganda","Democratic Republic of Congo",-2
"Zimbabwe","Democratic Republic of Congo",-7.2
"Lithuania","Denmark",-2
"Pakistan","Denmark",-59
"Somalia","Denmark",-18
"Tunisia","Denmark",-7
"Eritrea","Djibouti",-338.5
"France","Djibouti",-7.2
"Kenya","Djibouti",-5
"Somalia","Djibouti",-6.5
"Chile","Ecuador",-2
"Colombia","Ecuador",-56
"Spain","Ecuador",-2
"United States","Ecuador",-5.6
"Israel","Egypt",-70
"Italy","Egypt",-4
"Jordan","Egypt",-2
"Sudan","Egypt",-5
"United Kingdom","Egypt",-5
"United States","Egypt",-22.2
"United Kingdom","Equatorial Guinea",-31.2
"Djibouti","Eritrea",-157.2
"Egypt","Eritrea",-40
"Ethiopia","Eritrea",-6
"France","Eritrea",-14.4
"Kenya","Eritrea",-7
"Somalia","Eritrea",-8
"Uganda","Eritrea",-2
"United States","Eritrea",-10
"Russia","Estonia",-31.6
"Canada","Ethiopia",-5
"Libya","Ethiopia",-20
"Nigeria","Ethiopia",-7
"Somalia","Ethiopia",-133
"United States","Ethiopia",-14
"Zimbabwe","Ethiopia",-0.4
"Australia","Fiji",-4
"New Zealand","Fiji",-7
"Pakistan","Fiji",-5
"Russia","Finland",-2
"Afghanistan","France",-7
"Algeria","France",-29
"Burundi","France",-15
"Chad","France",-4
"China","France",-16
"Cyprus","France",-4
"Czech Republic","France",-10
"Djibouti","France",-2
"Georgia","France",-5
"Germany","France",-12
"Iraq","France",-9
"Ireland","France",-15
"Israel","France",-2.4
"Libya","France",-7
"Mexico","France",-5
"Nepal","France",-10
"Netherlands","France",-4
"Niger","France",-42
"Russia","France",-9.4
"Rwanda","France",-11
"Slovenia","France",-5
"Somalia","France",-9
"Spain","France",-9.4
"Syria","France",-2
"Turkey","France",-8
"United Kingdom","France",-2.1
"United States","France",-10
"Yemen","France",-5
"France","French Polynesia",-2
"Nigeria","Gambia",-10
"Norway","Gambia",-7
"Germany","Georgia",-9.8
"Iran","Georgia",-2
"Russia","Georgia",-430
"Ukraine","Georgia",-5
"United States","Georgia",-4
"Afghanistan","Germany",-9
"Austria","Germany",-15
"China","Germany",-6.5
"Costa Rica","Germany",-10
"Czech Republic","Germany",-9.4
"Denmark","Germany",-5
"France","Germany",-2
"India","Germany",-5
"Iran","Germany",-4
"Philippines","Germany",-14
"Poland","Germany",-15
"Portugal","Germany",-10
"Somalia","Germany",-36
"Sweden","Germany",-10.4
"Turkey","Germany",-9
"United Kingdom","Germany",-2
"United States","Germany",-10
"Bulgaria","Greece",-7
"China","Greece",-2
"Cyprus","Greece",-2
"France","Greece",-2
"India","Greece",-5
"Turkey","Greece",-13
"Ukraine","Greece",-9
"Costa Rica","Guatemala",-5
"Mexico","Guatemala",-9
"United States","Guatemala",-10.6
"Mexico","Guinea-Bissau",-5
"United States","Guyana",-4
"Brazil","Haiti",-0.4
"Dominican Republic","Haiti",-0.4
"United States","Haiti",-8
"Germany","Holy See",-2
"Canada","Hong Kong",-2
"China","Hong Kong",-11
"Italy","Hungary",-9
"Latvia","Hungary",-9
"Slovakia","Hungary",-6.5
"United States","Hungary",-4
"Greece","Iceland",-4
"United Kingdom","Iceland",-2
"Afghanistan","India",-10
"Armenia","India",-10
"Australia","India",-4
"Bangladesh","India",-5
"Canada","India",-14
"China","India",-6
"Cote d'Ivoire","India",-10
"France","India",-7
"Malaysia","India",-4
"Nepal","India",-5
"Nigeria","India",-9.2
"Pakistan","India",-32.5
"Paraguay","India",-2
"Peru","India",-13
"Russia","India",-14
"Spain","India",-7
"Sri Lanka","India",-30
"Sudan","India",-28
"Syria","India",-5
"United Kingdom","India",-2
"United States","India",-39
"Australia","Indonesia",-23
"China","Indonesia",-2
"Malaysia","Indonesia",-4
"Papua New Guinea","Indonesia",-7.2
"Singapore","Indonesia",-7
"Thailand","Indonesia",-2
"United States","Indonesia",-14
"Vietnam","Indonesia",-2.4
"Afghanistan","Iran",-5
"Argentina","Iran",-5
"Australia","Iran",-5
"Azerbaijan","Iran",-5
"Canada","Iran",-5
"China","Iran",-9.4
"Egypt","Iran",-9
"France","Iran",-20
"Germany","Iran",-9
"Indonesia","Iran",-2
"Iraq","Iran",-102
"Israel","Iran",-382.8
"Japan","Iran",-20
"Pakistan","Iran",-42.4
"Russia","Iran",-11.4
"Saudi Arabia","Iran",-10
"Spain","Iran",-39.4
"Syria","Iran",-4
"Turkey","Iran",-24
"United Arab Emirates","Iran",-4.4
"United Kingdom","Iran",-96.6
"United States","Iran",-368.5
"Venezuela","Iran",-2
"Argentina","Iraq",-2
"Australia","Iraq",-67.1
"Bosnia and Herzegovina","Iraq",-14.4
"France","Iraq",-2
"Germany","Iraq",-34
"Iran","Iraq",-189
"Jordan","Iraq",-12
"Lebanon","Iraq",-2
"South Korea","Iraq",-2
"Syria","Iraq",-5
"Turkey","Iraq",-139.9
"United Arab Emirates","Iraq",-0.4
"United Kingdom","Iraq",-54
"United States","Iraq",-548.9
"Bulgaria","Ireland",-0.4
"Egypt","Ireland",-36
"France","Ireland",-8.4
"Germany","Ireland",-4
"United Kingdom","Ireland",-25
"United States","Ireland",-5
"Brazil","Israel",-10
"Canada","Israel",-4
"China","Israel",-10
"Egypt","Israel",-36
"France","Israel",-10.3
"Germany","Israel",-2
"Greece","Israel",-4
"Indonesia","Israel",-2
"Iran","Israel",-83.2
"Italy","Israel",-5
"Jordan","Israel",-32.8
"Lebanon","Israel",-116
"Libya","Israel",-2
"Norway","Israel",-16
"Pakistan","Israel",-10
"Peru","Israel",-5
"Russia","Israel",-7
"Senegal","Israel",-0.9
"South Korea","Israel",-1.2
"Syria","Israel",-36
