"SCountry","TCountry","Intensity"
"Australia","Afghanistan",-87.2
"Canada","Afghanistan",-7.2
"Denmark","Afghanistan",-0.4
"Georgia","Afghanistan",-22.2
"Greece","Afghanistan",-5
"India","Afghanistan",-14.2
"Jamaica","Afghanistan",-10
"Mexico","Afghanistan",-5
"New Zealand","Afghanistan",-7.2
"Pakistan","Afghanistan",-351
"Russia","Afghanistan",-0.4
"Syria","Afghanistan",-10
"Tajikistan","Afghanistan",-7.2
"United Kingdom","Afghanistan",-11
"United States","Afghanistan",-279.7
"Belgium","Albania",-4
"Greece","Albania",-5
"Serbia","Albania",-10
"Mali","Algeria",-10
"Syria","Algeria",-10
"Brazil","Angola",-5
"Brazil","Argentina",-12
"Israel","Argentina",-8.8
"Italy","Argentina",-9
"Japan","Argentina",-4
"Lebanon","Argentina",-10
"Mexico","Argentina",-4
"Montenegro","Argentina",-4
"Puerto Rico","Argentina",-5
"United States","Argentina",-12.8
"Azerbaijan","Armenia",-179.5
"Denmark","Armenia",-4.8
"Hungary","Armenia",-25
"Turkey","Armenia",-7
"Zambia","Armenia",-2
"Afghanistan","Australia",-114
"Belarus","Australia",-23.2
"Bermuda","Australia",-4
"Cambodia","Australia",-71
"China","Australia",-9
"Ecuador","Australia",-28
"Germany","Australia",-10
"Indonesia","Australia",-5
"Israel","Australia",-6.5
"Kenya","Australia",-5
"Libya","Australia",-32
"Marshall Islands","Australia",-4
"Philippines","Australia",-14
"Portugal","Australia",-10
"Sweden","Australia",-55
"United Kingdom","Australia",-43.2
"United States","Australia",-9.4
"Armenia","Azerbaijan",-99.8
"Hungary","Azerbaijan",-58.2
"Iran","Azerbaijan",-27
"Iraq","Azerbaijan",-9
"Russia","Azerbaijan",-2.8
"Turkey","Azerbaijan",-23
"United States","Azerbaijan",-17
"Iran","Bahrain",-12.4
"Australia","Bangladesh",-2
"India","Bangladesh",-66.4
"Malaysia","Bangladesh",-9.5
"Pakistan","Bangladesh",-15
"Russia","Bangladesh",-0.4
"United States","Bangladesh",-10
"Kyrgyzstan","Belarus",-8
"Libya","Belarus",-5
"Lithuania","Belarus",-4
"Russia","Belarus",-5.6
"United Kingdom","Belarus",-0.3
"United States","Belarus",-8
"China","Belgium",-5
"Cyprus","Belgium",-4
"Kosovo","Belgium",-2
"Netherlands","Belgium",-5
"Romania","Belgium",-2
"Russia","Belgium",-2
"South Africa","Belgium",-0.4
"Ukraine","Belgium",-4
"Nigeria","Benin",-9
"Turkey","Benin",-10
"Australia","Bermuda",-7.4
"United Kingdom","Bermuda",-9
"Colombia","Bolivia",-23
"Paraguay","Bolivia",-9
"United States","Bolivia",-24
"Croatia","Bosnia and Herzegovina",-2
