"SCountry","TCountry","Intensity"
"Australia","Afghanistan",-73.6
"Austria","Afghanistan",-7.2
"Canada","Afghanistan",-24.2
"Croatia","Afghanistan",-0.4
"Czech Republic","Afghanistan",-43.2
"Denmark","Afghanistan",-20.2
"France","Afghanistan",-96.4
"Georgia","Afghanistan",-7.2
"Germany","Afghanistan",-2
"India","Afghanistan",-0.8
"Iran","Afghanistan",-206
"Italy","Afghanistan",-7.2
"Latvia","Afghanistan",-7.2
"Netherlands","Afghanistan",-6.4
"Norway","Afghanistan",-10
"Pakistan","Afghanistan",-151.4
"Romania","Afghanistan",-14.4
"South Korea","Afghanistan",-14.4
"Spain","Afghanistan",-14.4
"Tajikistan","Afghanistan",-10
"Turkey","Afghanistan",-5
"Ukraine","Afghanistan",-7.2
"United Kingdom","Afghanistan",-50
"United States","Afghanistan",-204.3
"Kosovo","Albania",-10
"Netherlands","Albania",-5
"Portugal","Albania",-7
"Serbia","Albania",-14
"Namibia","Angola",-11.5
"Spain","Angola",-0.4
"Argentina","Antarctica",-2
"Australia","Antarctica",-4
"Chile","Antarctica",-2
"United Kingdom","Antarctica",-2
"Australia","Argentina",-8
"Chile","Argentina",-2
"Colombia","Argentina",-2
"Iran","Argentina",-10
"Mexico","Argentina",-9
"Peru","Argentina",-9
"Spain","Argentina",-60
"Turkey","Argentina",-2
"Uruguay","Argentina",-0.4
"Azerbaijan","Armenia",-32.8
"Turkey","Armenia",-28
"United Kingdom","Armenia",-5
"United States","Armenia",-5
"Afghanistan","Australia",-212.5
"Belgium","Australia",-5
"Bermuda","Australia",-4
"Brazil","Australia",-10
"British Virgin Islands","Australia",-5
"Canada","Australia",-33.2
"China","Australia",-83.4
"Fiji","Australia",-6
"India","Australia",-12
"Indonesia","Australia",-10
"Japan","Australia",-24
"Lebanon","Australia",-4.4
"Mozambique","Australia",-4
"New Zealand","Australia",-10
"Solomon Islands","Australia",-8
"Timor-Leste","Australia",-4
"Tonga","Australia",-10
"Turkey","Australia",-5
"United Kingdom","Australia",-14
