"SCountry","TCountry","Intensity"
"Australia","Afghanistan",-45.5
"Canada","Afghanistan",-33.4
"China","Afghanistan",-10
"Czech Republic","Afghanistan",-16.4
"Denmark","Afghanistan",-7.2
"Finland","Afghanistan",-7.2
"India","Afghanistan",-29.1
"Iran","Afghanistan",-10.5
"Italy","Afghanistan",-7.2
"Nepal","Afghanistan",-7.2
"Netherlands","Afghanistan",-28.8
"New Zealand","Afghanistan",-7.2
"Pakistan","Afghanistan",-58.2
"Russia","Afghanistan",-18
"Somalia","Afghanistan",-6.5
"Spain","Afghanistan",-12.2
"Suriname","Afghanistan",-2
"Turkey","Afghanistan",-5
"United Kingdom","Afghanistan",-55
"United States","Afghanistan",-325.7
"Greece","Albania",-18.4
"Kosovo","Albania",-5
"Serbia","Albania",-19.5
"Brazil","Algeria",-2
"Canada","Algeria",-2
"Malta","Algeria",-5
"United Kingdom","Algeria",-5
"United States","Algeria",-9
"China","Andorra",-19
"Chile","Antarctica",-2
"Australia","Argentina",-2
"Chile","Argentina",-2.4
"Cuba","Argentina",-4
"Italy","Argentina",-2
"Lebanon","Argentina",-4.4
"Mexico","Argentina",-13.2
"Spain","Argentina",-122
"Taiwan","Argentina",-2
"United Kingdom","Argentina",-15
"United States","Argentina",-4
"Uruguay","Argentina",-11.2
"Azerbaijan","Armenia",-70
"France","Armenia",-10
"Russia","Armenia",-16.2
"Turkey","Armenia",-8
"United States","Armenia",-2
"Bermuda","Australia",-4
"Croatia","Australia",-17
"Egypt","Australia",-4
"France","Australia",-4.4
"Hungary","Australia",-6
"Indonesia","Australia",-310
"Iraq","Australia",-24.8
"Malaysia","Australia",-14
"New Zealand","Australia",-137.4
"Philippines","Australia",-5
"Russia","Australia",-16.8
"South Africa","Australia",-4
"Thailand","Australia",-10
"United Kingdom","Australia",-20
"United States","Australia",-34.4
"Argentina","Austria",-9
"Brazil","Austria",-5
"Croatia","Austria",-5
"Iran","Austria",-135.5
"Lebanon","Austria",-18
"Slovenia","Austria",-5
"Spain","Austria",-5
"United Kingdom","Austria",-15
"Armenia","Azerbaijan",-92.9
"Iran","Azerbaijan",-12
"Netherlands","Azerbaijan",-2
"Russia","Azerbaijan",-7.2
"United States","Azerbaijan",-2
"Hungary","Bangladesh",-10
"India","Bangladesh",-123
"Indonesia","Bangladesh",-5
"Nepal","Bangladesh",-5
"Pakistan","Bangladesh",-10
"Philippines","Bangladesh",-5
"Russia","Bangladesh",-9
"Sierra Leone","Bangladesh",-10
"Trinidad and Tobago","Bangladesh",-2
"Kenya","Belarus",-2
"Poland","Belarus",-5
"Russia","Belarus",-4
"Uganda","Belarus",-2
"United States","Belarus",-24.4
"Monaco","Belgium",-2
"Netherlands","Belgium",-2
"Rwanda","Belgium",-5
"Brazil","Benin",-0.4
"United States","Benin",-9
"Australia","Bermuda",-7
"Bahamas","Bermuda",-4
"United States","Bermuda",-2
"Argentina","Bolivia",-19.5
"India","Bolivia",-2
"United States","Bolivia",-50.3
"Albania","Bosnia and Herzegovina",-7.2
"Montenegro","Bosnia and Herzegovina",-19
"Portugal","Bosnia and Herzegovina",-5
"Serbia","Bosnia and Herzegovina",-38
"Tajikistan","Bosnia and Herzegovina",-4
"Thailand","Bosnia and Herzegovina",-5
"United Kingdom","Bosnia and Herzegovina",-2
"United States","Bosnia and Herzegovina",-19
"New Zealand","Botswana",-8
"Albania","Brazil",-11.2
"Algeria","Brazil",-2
"Argentina","Brazil",-14.6
"Australia","Brazil",-2
"Austria","Brazil",-5
"Bolivia","Brazil",-4
"Cameroon","Brazil",-2
"Chile","Brazil",-0.4
"Cuba","Brazil",-2
"France","Brazil",-2
"India","Brazil",-18
"Indonesia","Brazil",-30
"Paraguay","Brazil",-27
"Spain","Brazil",-5
"United Kingdom","Brazil",-40
"United States","Brazil",-9
"Zambia","Brazil",-10
"Albania","Bulgaria",-11.2
"Italy","Bulgaria",-5
"Kuwait","Bulgaria",-5.6
"Afghanistan","Canada",-10
"France","Canada",-2
"India","Canada",-5
"United Kingdom","Canada",-2
"United States","Canada",-124
"Spain","Cape Verde",-9.2
"Indonesia","Cayman Islands",-7
"Belgium","Chad",-5
"Libya","Chad",-0.3
"South Africa","Chad",-2
"Sudan","Chad",-59
"Argentina","Chile",-5
"Mexico","Chile",-5
"Peru","Chile",-9
"United States","Chile",-5
"Uruguay","Chile",-4
"Afghanistan","China",-10
"Argentina","China",-2
"Australia","China",-10
"Chile","China",-7.2
"Holy See","China",-0.4
"Hong Kong","China",-12
"India","China",-5
"Indonesia","China",-10
"Iran","China",-4
"Japan","China",-99.5
"Kazakhstan","China",-7
"Pakistan","China",-183
"Panama","China",-44
"Singapore","China",-5
"South Africa","China",-55
