"SCountry","TCountry","Intensity"
"Australia","Afghanistan",-40
"Denmark","Afghanistan",-10
"France","Afghanistan",-28.7
"Germany","Afghanistan",-18.8
"India","Afghanistan",-2
"Iran","Afghanistan",-19.4
"Kazakhstan","Afghanistan",-10
"Lebanon","Afghanistan",-10
"Lesotho","Afghanistan",-2
"Netherlands","Afghanistan",-28.8
"Pakistan","Afghanistan",-147.3
"Poland","Afghanistan",-29.2
"Russia","Afghanistan",-13.9
"Slovenia","Afghanistan",-7.2
"Spain","Afghanistan",-40
"Tajikistan","Afghanistan",-10
"Tonga","Afghanistan",-7.2
"United Kingdom","Afghanistan",-45.5
"United States","Afghanistan",-407.1
"Uzbekistan","Afghanistan",-10
"Greece","Albania",-5
"Serbia","Albania",-15
"Canada","Algeria",-4
"France","Algeria",-10
"Mauritania","Algeria",-10
"United States","Algeria",-9
"Western Sahara","Algeria",-4
"Argentina","Angola",-9.5
"Italy","Argentina",-9
"Venezuela","Argentina",-7
"Azerbaijan","Armenia",-4
"Iraq","Armenia",-4
"Russia","Armenia",-14.4
"Afghanistan","Australia",-57.6
"Bermuda","Australia",-11
"China","Australia",-9
"Fiji","Australia",-8.4
"India","Australia",-14
"Indonesia","Australia",-15
"Italy","Australia",-5
"Marshall Islands","Australia",-20
"Netherlands","Australia",-8
"Nigeria","Australia",-2
"Philippines","Australia",-5
"South Africa","Australia",-13.4
"Sudan","Australia",-20
"Sweden","Australia",-129
"Switzerland","Australia",-8
"Thailand","Australia",-5
"Timor-Leste","Australia",-4
"Turkey","Australia",-2
"United Kingdom","Australia",-12
"United States","Australia",-28.4
"Greece","Austria",-5
"United Kingdom","Austria",-2
"Armenia","Azerbaijan",-260
"Georgia","Azerbaijan",-10
"Iran","Azerbaijan",-15
"Italy","Azerbaijan",-4
"Lebanon","Azerbaijan",-10
"Russia","Azerbaijan",-5
"Turkey","Azerbaijan",-7.2
"United Kingdom","Azerbaijan",-4.3
"Iran","Bahrain",-5
"Qatar","Bahrain",-5
"India","Bangladesh",-9
"Indonesia","Bangladesh",-10
"Japan","Bangladesh",-5
"Nepal","Bangladesh",-12
"United Kingdom","Bangladesh",-5
"Kyrgyzstan","Belarus",-5
"Lithuania","Belarus",-9
"Russia","Belarus",-18.4
"United States","Belarus",-8
"Monaco","Belgium",-8
"Slovakia","Belgium",-5
"Thailand","Belgium",-5
"Costa Rica","Belize",-7
"Nigeria","Benin",-7
"Cuba","Bolivia",-2
"Peru","Bolivia",-5
"United States","Bolivia",-2
"Uruguay","Bolivia",-6
"Serbia","Bosnia and Herzegovina",-9
"United States","Bosnia and Herzegovina",-2
"Argentina","Brazil",-7
"Cameroon","Brazil",-2
"Iran","Brazil",-30
"Mexico","Brazil",-30
"Spain","Brazil",-2
"United Kingdom","Brazil",-10
"China","Brunei",-10
"Greece","Bulgaria",-5
