"SCountry","TCountry","Intensity"
"Albania","Afghanistan",-7.2
"Australia","Afghanistan",-124.4
"Belgium","Afghanistan",-7.2
"Canada","Afghanistan",-16
"Croatia","Afghanistan",-7.2
"Czech Republic","Afghanistan",-21.6
"Germany","Afghanistan",-39.6
"India","Afghanistan",-47.2
"Indonesia","Afghanistan",-85
"Iran","Afghanistan",-53
"Italy","Afghanistan",-5
"Japan","Afghanistan",-1.2
"Lesotho","Afghanistan",-5
"Netherlands","Afghanistan",-14.4
"New Zealand","Afghanistan",-7.2
"Pakistan","Afghanistan",-1047.5
"Poland","Afghanistan",-28.8
"Romania","Afghanistan",-21.6
"Russia","Afghanistan",-5
"Sri Lanka","Afghanistan",-0.3
"Turkey","Afghanistan",-17.2
"Ukraine","Afghanistan",-7.2
"United Kingdom","Afghanistan",-27.2
"United States","Afghanistan",-695.1
"Belgium","Albania",-10
"Greece","Albania",-28.4
"Kosovo","Albania",-9
"Serbia","Albania",-31.5
"Japan","Algeria",-10
"Mali","Algeria",-5
"Morocco","Algeria",-16
"Nigeria","Angola",-5
"Australia","Antigua and Barbuda",-9
"Mexico","Argentina",-5
"Morocco","Argentina",-2
"United Kingdom","Argentina",-24
"United States","Argentina",-4
"Azerbaijan","Armenia",-2
"Turkey","Armenia",-107.8
"United States","Armenia",-0.8
"Philippines","Aruba",-2
"Afghanistan","Australia",-20
"Bermuda","Australia",-2
"Cameroon","Australia",-19
"China","Australia",-11
"Colombia","Australia",-10
"Croatia","Australia",-5
"Egypt","Australia",-5
"Fiji","Australia",-34.4
"France","Australia",-12.1
"Hungary","Australia",-2
"Indonesia","Australia",-24
"Kuwait","Australia",-20
"Pakistan","Australia",-9
"Sri Lanka","Australia",-6.5
"Thailand","Australia",-9
"United Kingdom","Australia",-4
"United States","Australia",-67
"Croatia","Austria",-5
"Slovakia","Austria",-5
"Armenia","Azerbaijan",-259.5
"Romania","Azerbaijan",-4
"Turkey","Azerbaijan",-21
"Uganda","Azerbaijan",-4
"United States","Azerbaijan",-7
"Afghanistan","Bahrain",-16.7
"Iran","Bahrain",-0.4
"India","Bangladesh",-66
"Nepal","Bangladesh",-19.2
"United States","Bangladesh",-4
"Czech Republic","Belarus",-12.8
"Iran","Belarus",-2
"Japan","Belarus",-9
"United States","Belarus",-4
"Holy See","Belgium",-2
"Morocco","Belgium",-2
"Russia","Belgium",-2
"Senegal","Belgium",-4
"Somalia","Belgium",-18
"United States","Belize",-18
"Nigeria","Benin",-4
"Brazil","Bolivia",-2
"Croatia","Bolivia",-0.4
"El Salvador","Bolivia",-5
"Hungary","Bolivia",-17.2
"Ireland","Bolivia",-7
"Mauritius","Bolivia",-0.4
"United States","Bolivia",-32
"Uruguay","Bolivia",-10
