"SCountry","TCountry","Intensity"
"Argentina","Afghanistan",-6.5
"Australia","Afghanistan",-36
"Austria","Afghanistan",-7.2
"Canada","Afghanistan",-7.2
"Cuba","Afghanistan",-5
"France","Afghanistan",-38.3
"Georgia","Afghanistan",-14.4
"Germany","Afghanistan",-10
"Greece","Afghanistan",-5
"India","Afghanistan",-4.4
"Iraq","Afghanistan",-9
"Nauru","Afghanistan",-10
"Pakistan","Afghanistan",-143.4
"Russia","Afghanistan",-10.8
"Spain","Afghanistan",-23.4
"Tajikistan","Afghanistan",-10
"Turkey","Afghanistan",-14
"Uganda","Afghanistan",-0.4
"United Kingdom","Afghanistan",-10
"United States","Afghanistan",-1004.6
"Croatia","Albania",-5
"Montenegro","Albania",-9.2
"Serbia","Albania",-67
"Canada","Algeria",-4
"France","Algeria",-30
"Iraq","Algeria",-24
"Morocco","Algeria",-14
"Thailand","Algeria",-50
"United Kingdom","Algeria",-15
"Portugal","Angola",-9
"Brazil","Argentina",-2
"France","Argentina",-5
"Mexico","Argentina",-2
"Norway","Argentina",-10
"Serbia","Argentina",-2
"Afghanistan","Armenia",-10
"Azerbaijan","Armenia",-15
"Russia","Armenia",-7.2
"Turkey","Armenia",-4
"Afghanistan","Australia",-15
"Algeria","Australia",-2
"Argentina","Australia",-5
"Bahamas","Australia",-5
"Bermuda","Australia",-2
"Fiji","Australia",-2
"France","Australia",-29
"India","Australia",-15
"Indonesia","Australia",-298.2
"Iran","Australia",-18
"Iraq","Australia",-19
"Japan","Australia",-16
"Kuwait","Australia",-18
"Papua New Guinea","Australia",-13
"Serbia","Australia",-5
"Solomon Islands","Australia",-4
"Somalia","Australia",-9.5
"Taiwan","Australia",-12.4
"Thailand","Australia",-72
"Tunisia","Australia",-4
"United Kingdom","Australia",-2
"United States","Australia",-70.8
"Vietnam","Australia",-14
"Czech Republic","Austria",-2.4
"Israel","Austria",-9
"Armenia","Azerbaijan",-30
"Cyprus","Azerbaijan",-15.2
"Russia","Azerbaijan",-5
"United States","Azerbaijan",-17.2
"Australia","Bangladesh",-23.6
"India","Bangladesh",-200.8
"Indonesia","Bangladesh",-9
"Saudi Arabia","Bangladesh",-5
"Tajikistan","Bangladesh",-9
"United Kingdom","Bangladesh",-10
"United States","Barbados",-4
"Belgium","Belarus",-2
"Czech Republic","Belarus",-4
"Japan","Belarus",-95.8
"Kenya","Belarus",-9.4
"Lithuania","Belarus",-2
"Poland","Belarus",-62
"Russia","Belarus",-10
"United States","Belarus",-8
"Australia","Belgium",-18
"Congo","Belgium",-2
"Netherlands","Belgium",-5
"Thailand","Benin",-2
"Turkey","Benin",-10
"Australia","Bermuda",-5
"India","Bhutan",-35
"Argentina","Bolivia",-5
"Brazil","Bolivia",-10
"Mexico","Bolivia",-5
