"SCountry","TCountry","Intensity"
"Australia","Afghanistan",-50.6
"Belgium","Afghanistan",-2
"Canada","Afghanistan",-41
"Croatia","Afghanistan",-14.4
"Denmark","Afghanistan",-14.4
"France","Afghanistan",-5
"Germany","Afghanistan",-14.4
"Pakistan","Afghanistan",-292.8
"Poland","Afghanistan",-7.2
"Romania","Afghanistan",-21.6
"Spain","Afghanistan",-9
"Tajikistan","Afghanistan",-22.2
"Turkey","Afghanistan",-39.4
"United Kingdom","Afghanistan",-90
"United States","Afghanistan",-1118.7
"Zimbabwe","Afghanistan",-4
"Kosovo","Albania",-7
"Montenegro","Albania",-10
"Serbia","Albania",-16
"France","Algeria",-57.4
"Iraq","Algeria",-179
"Mauritania","Algeria",-5
"Morocco","Algeria",-2
"Netherlands","Algeria",-5
"Syria","Algeria",-15
"Turkey","Algeria",-5
"United States","Algeria",-15
"Brazil","Angola",-5
"United Kingdom","Angola",-13.9
"Brazil","Argentina",-2
"Mexico","Argentina",-9
"Uruguay","Argentina",-2
"Azerbaijan","Armenia",-0.4
"Georgia","Armenia",-14
"Turkey","Armenia",-10
"United States","Aruba",-4
"Afghanistan","Australia",-2
"Antarctica","Australia",-13
"Bermuda","Australia",-2
"Cambodia","Australia",-30
"China","Australia",-64.4
"Cuba","Australia",-5
"Fiji","Australia",-2
"France","Australia",-2.1
"Hong Kong","Australia",-2
"Hungary","Australia",-5
"India","Australia",-4
"Indonesia","Australia",-74
"Iraq","Australia",-18
"Japan","Australia",-5
"New Zealand","Australia",-13.5
"Pakistan","Australia",-10
"Papua New Guinea","Australia",-11
"Philippines","Australia",-27.4
"Sierra Leone","Australia",-5.4
"Switzerland","Australia",-5
"United Kingdom","Australia",-205.5
"United States","Australia",-39
"Vietnam","Australia",-13
"Iran","Austria",-33
"Japan","Austria",-4
"Armenia","Azerbaijan",-14
"Georgia","Azerbaijan",-8
"Greece","Azerbaijan",-8.8
"Iran","Azerbaijan",-2
"Nicaragua","Azerbaijan",-5
"Turkey","Azerbaijan",-2
"United States","Azerbaijan",-4
"Bangladesh","Bahrain",-9
"Iran","Bahrain",-4.4
"Iraq","Bahrain",-39
"United States","Bahrain",-5
"Bolivia","Bangladesh",-10
"India","Bangladesh",-70.4
"Indonesia","Bangladesh",-11
"Kenya","Bangladesh",-5
"Myanmar","Bangladesh",-9.5
"Russia","Bangladesh",-5
"Tajikistan","Bangladesh",-2
"Turkey","Bangladesh",-10
"United Kingdom","Bangladesh",-6
"Poland","Belarus",-123.3
"Ukraine","Belarus",-0.4
"United States","Belarus",-4
"Egypt","Belgium",-2
"France","Belgium",-10
"Hungary","Belgium",-9
"Netherlands","Belgium",-9
"United States","Belgium",-11
"Togo","Benin",-7
"Australia","Bermuda",-2
"United States","Bolivia",-5
"Croatia","Bosnia and Herzegovina",-18
"Czech Republic","Bosnia and Herzegovina",-7.2
"Netherlands","Bosnia and Herzegovina",-15
"Serbia","Bosnia and Herzegovina",-51
"Turkey","Bosnia and Herzegovina",-2
"United States","Bosnia and Herzegovina",-7
"Australia","Botswana",-7
"Colombia","Brazil",-6
"Congo","Brazil",-10
"Egypt","Brazil",-10
"France","Brazil",-27
"Germany","Brazil",-10
"India","Brazil",-10
"Italy","Brazil",-9
"Japan","Brazil",-10
"Mozambique","Brazil",-10
"New Caledonia","Brazil",-7.5
"New Zealand","Brazil",-19
"Paraguay","Brazil",-10
"Peru","Brazil",-4
"Spain","Brazil",-14.4
"United Kingdom","Brazil",-1154.5
"United States","Brazil",-18
"Indonesia","Brunei",-28
"Libya","Bulgaria",-7
"United Kingdom","Bulgaria",-9
"United States","Bulgaria",-5
"Cote d'Ivoire","Burkina Faso",-2
"Taiwan","Burkina Faso",-2
"France","Burundi",-20
"Thailand","Cambodia",-2
"Vietnam","Cambodia",-5
"Denmark","Canada",-2
"Iran","Canada",-10
"Ireland","Canada",-5
"Malawi","Canada",-4
"Pakistan","Canada",-16
"Russia","Canada",-2
"South Africa","Canada",-5
"United Kingdom","Canada",-4
"United States","Canada",-27
"Cameroon","Central African Republic",-10
"Cameroon","Chad",-10
"Central African Republic","Chad",-10
"Congo","Chad",-6
"Libya","Chad",-5
"Argentina","Chile",-44
"Bolivia","Chile",-4.4
"Brazil","Chile",-5
"Mexico","Chile",-9
"Zambia","Chile",-5
"Australia","China",-11
"Austria","China",-5
"Bangladesh","China",-7
"Cyprus","China",-5
"Czech Republic","China",-10
"Estonia","China",-4
"Holy See","China",-2
"Hong Kong","China",-9.3
"Indonesia","China",-26.5
"Israel","China",-4
"Japan","China",-119.4
"Kazakhstan","China",-7
"Malaysia","China",-5
"Nepal","China",-0.1
"New Zealand","China",-5
"North Korea","China",-5
"Pakistan","China",-7.6
"Peru","China",-5
"Portugal","China",-0.9
"South Korea","China",-9.8
"Spain","China",-10
"Switzerland","China",-4
"Taiwan","China",-105
"Thailand","China",-10
