"SCountry","TCountry","Intensity"
"Australia","Afghanistan",-53.5
"Bulgaria","Afghanistan",-7.2
"Canada","Afghanistan",-10
"France","Afghanistan",-17.2
"Georgia","Afghanistan",-17.2
"Indonesia","Afghanistan",-5
"Iran","Afghanistan",-77.8
"Italy","Afghanistan",-10
"Jordan","Afghanistan",-10
"Lesotho","Afghanistan",-5
"Lithuania","Afghanistan",-7.2
"Pakistan","Afghanistan",-228.7
"Poland","Afghanistan",-7.2
"Romania","Afghanistan",-14.4
"Russia","Afghanistan",-57.2
"Slovakia","Afghanistan",-7.2
"South Korea","Afghanistan",-5
"Tajikistan","Afghanistan",-8
"Turkey","Afghanistan",-10
"United Kingdom","Afghanistan",-22
"United States","Afghanistan",-670.8
"Uzbekistan","Afghanistan",-10
"Greece","Albania",-25
"Russia","Albania",-2
"France","Algeria",-20
"Greece","Algeria",-5
"Italy","Algeria",-40
"Mauritania","Algeria",-12
"Congo","Angola",-2
"United Kingdom","Angola",-7
"Chile","Argentina",-21
"Iran","Argentina",-32
"Japan","Argentina",-7
"Spain","Argentina",-5
"United States","Argentina",-2
"Azerbaijan","Armenia",-23
"Russia","Armenia",-2
"United States","Armenia",-5
"Afghanistan","Australia",-36.4
"Bulgaria","Australia",-10
"Egypt","Australia",-25
"India","Australia",-40.4
"Indonesia","Australia",-56.6
"Japan","Australia",-10
"Nauru","Australia",-2
"Netherlands","Australia",-5
"New Zealand","Australia",-4
"Philippines","Australia",-2
"Sweden","Australia",-2
"Switzerland","Australia",-2
"Thailand","Australia",-15
"Timor-Leste","Australia",-0.8
"United States","Australia",-72
"Vietnam","Australia",-20
"Mexico","Austria",-2
"Armenia","Azerbaijan",-199
"Iran","Azerbaijan",-2
"Kazakhstan","Azerbaijan",-5
"United States","Azerbaijan",-9.4
"India","Bangladesh",-19
"Pakistan","Bangladesh",-10
"United States","Bangladesh",-7
"Georgia","Belarus",-10
"Japan","Belarus",-4.4
"Russia","Belarus",-64
"Tajikistan","Belarus",-2
"Congo","Belgium",-4
"Democratic Republic of Congo","Belgium",-12.5
"Japan","Belgium",-2
"Singapore","Belgium",-8
"United Kingdom","Belgium",-4
"Brazil","Benin",-2
"Holy See","Benin",-2
"Thailand","Benin",-5
"United States","Bermuda",-9
"India","Bhutan",-4
"France","Bolivia",-5
"Peru","Bolivia",-2
"United States","Bolivia",-2
"Uruguay","Bolivia",-4
"United States","Bosnia and Herzegovina",-24.6
"Mexico","Brazil",-5
"Germany","Bulgaria",-7
"United States","Bulgaria",-5
