"SCountry","TCountry","Intensity"
"Australia","Afghanistan",-46.4
"Austria","Afghanistan",-21.6
"Canada","Afghanistan",-41
"Croatia","Afghanistan",-7.2
"France","Afghanistan",-19.5
"Georgia","Afghanistan",-7.2
"Germany","Afghanistan",-25.6
"India","Afghanistan",-10.8
"Iran","Afghanistan",-77.5
"Iraq","Afghanistan",-45
"Italy","Afghanistan",-64.2
"Netherlands","Afghanistan",-4
"New Zealand","Afghanistan",-7.2
"Pakistan","Afghanistan",-418.2
"Poland","Afghanistan",-7.2
"Russia","Afghanistan",-10
"Saudi Arabia","Afghanistan",-5
"Somalia","Afghanistan",-2
"South Korea","Afghanistan",-14.4
"Spain","Afghanistan",-50.4
"Tajikistan","Afghanistan",-5
"Turkey","Afghanistan",-5
"United Kingdom","Afghanistan",-118.4
"United States","Afghanistan",-499
"Uzbekistan","Afghanistan",-19
"Bosnia and Herzegovina","Albania",-5
"Finland","Albania",-2
"Greece","Albania",-5
"Kosovo","Albania",-10
"Serbia","Albania",-44
"Turkey","Albania",-26
"Canada","Algeria",-2
"France","Algeria",-2
"Libya","Algeria",-4
"United Kingdom","Algeria",-15
"Portugal","Angola",-10
"Brazil","Argentina",-5
"Chile","Argentina",-5
"France","Argentina",-10
"Iran","Argentina",-2
"Italy","Argentina",-17
"Mexico","Argentina",-2
"Spain","Argentina",-17.2
"Sweden","Argentina",-5
"United Kingdom","Argentina",-11
"United States","Argentina",-20
"Uruguay","Argentina",-5
"Venezuela","Argentina",-2
"Azerbaijan","Armenia",-10
"Nigeria","Armenia",-4
"Turkey","Armenia",-49.5
"Afghanistan","Australia",-37
"China","Australia",-7.4
"Cuba","Australia",-5
"Egypt","Australia",-4
"France","Australia",-54
"Greece","Australia",-2
"Hong Kong","Australia",-10
"Hungary","Australia",-9
"India","Australia",-40.6
"Indonesia","Australia",-45.2
"Iran","Australia",-5
"Iraq","Australia",-16
"Italy","Australia",-6
"Japan","Australia",-21.4
"Lebanon","Australia",-10
"New Zealand","Australia",-20.5
"Norfolk Island","Australia",-9.5
"Philippines","Australia",-5
"Russia","Australia",-9
"Solomon Islands","Australia",-67
"South Africa","Australia",-11
"Switzerland","Australia",-2
"Thailand","Australia",-25
"Timor-Leste","Australia",-6.5
"United Kingdom","Australia",-7
"United States","Australia",-138
"Vietnam","Australia",-20
"Zimbabwe","Australia",-31.4
"Australia","Austria",-2
"Czech Republic","Austria",-5
"Israel","Austria",-9
"North Korea","Austria",-4
"Armenia","Azerbaijan",-29
"Georgia","Azerbaijan",-5
"Iran","Azerbaijan",-7.2
"Russia","Azerbaijan",-10
"United States","Bahamas",-2
"Afghanistan","Bangladesh",-10
"India","Bangladesh",-107
"Myanmar","Bangladesh",-5
"Romania","Bangladesh",-14.2
"Tajikistan","Bangladesh",-10
"United States","Bangladesh",-15
"Yemen","Bangladesh",-18
"Guyana","Barbados",-5
"Czech Republic","Belarus",-0.3
"Japan","Belarus",-4
"Russia","Belarus",-18
"Somalia","Belarus",-20
"Ukraine","Belarus",-5
"United States","Belarus",-4.4
"Germany","Belgium",-5
"Greece","Belgium",-2
"Romania","Belgium",-2
"Ukraine","Belgium",-2
"United States","Belgium",-20
"United States","Belize",-15
"Nigeria","Benin",-2
"Chile","Bolivia",-5
"Colombia","Bolivia",-0.4
"Italy","Bolivia",-8
"Japan","Bolivia",-10
"Spain","Bolivia",-5
"United States","Bolivia",-4
"Belgium","Bosnia and Herzegovina",-0.3
"Croatia","Bosnia and Herzegovina",-6.5
"Pakistan","Bosnia and Herzegovina",-2
"Portugal","Bosnia and Herzegovina",-4.4
"Serbia","Bosnia and Herzegovina",-28.5
"United Kingdom","Bosnia and Herzegovina",-14.4
"United States","Bosnia and Herzegovina",-2
"Bolivia","Brazil",-7
"China","Brazil",-6
"Colombia","Brazil",-5
"France","Brazil",-15
"India","Brazil",-2
"Italy","Brazil",-32
"Japan","Brazil",-4
"Nicaragua","Brazil",-13
"Paraguay","Brazil",-4
"United Kingdom","Brazil",-20.4
"United States","Brazil",-44
"France","Bulgaria",-5
"Libya","Bulgaria",-44
"Romania","Bulgaria",-2
"Germany","Cambodia",-9
"United States","Cambodia",-5.6
"Afghanistan","Canada",-10
"China","Canada",-2
