"SCountry","TCountry","Intensity"
"Australia","Afghanistan",-34.4
"Bulgaria","Afghanistan",-7.2
"Canada","Afghanistan",-31.6
"France","Afghanistan",-44.4
"Georgia","Afghanistan",-7.2
"Germany","Afghanistan",-24
"Greece","Afghanistan",-5
"Hong Kong","Afghanistan",-9.2
"India","Afghanistan",-20.7
"Indonesia","Afghanistan",-63.4
"Iran","Afghanistan",-0.4
"Kazakhstan","Afghanistan",-5
"Netherlands","Afghanistan",-7.2
"Norway","Afghanistan",-5
"Pakistan","Afghanistan",-709.3
"Romania","Afghanistan",-7.2
"Russia","Afghanistan",-2
"Saudi Arabia","Afghanistan",-4
"Slovakia","Afghanistan",-7.2
"South Korea","Afghanistan",-23.7
"United Arab Emirates","Afghanistan",-15
"United Kingdom","Afghanistan",-147.2
"United States","Afghanistan",-818.000000000001
"Greece","Albania",-15
"Bosnia and Herzegovina","Algeria",-5
"Cuba","Algeria",-5
"Egypt","Algeria",-69
"Morocco","Algeria",-9.5
"Spain","Algeria",-5
"Switzerland","Algeria",-2
"Democratic Republic of Congo","Angola",-5
"Nigeria","Angola",-6
"United States","Antigua and Barbuda",-2
"Brazil","Argentina",-5
"Cuba","Argentina",-2
"Iran","Argentina",-4
"Spain","Argentina",-4
"United States","Argentina",-10
"Azerbaijan","Armenia",-9.4
"Turkey","Armenia",-4
"Afghanistan","Australia",-26.8
"Bermuda","Australia",-2
"Denmark","Australia",-12
"Fiji","Australia",-116
"Hungary","Australia",-6
"India","Australia",-12
"Indonesia","Australia",-145
"Japan","Australia",-5
"New Zealand","Australia",-26
"Palau","Australia",-2
"Sri Lanka","Australia",-8
"United Kingdom","Australia",-27.4
"United States","Australia",-42
"Bulgaria","Austria",-10
"Germany","Austria",-10
"Armenia","Azerbaijan",-414.4
"China","Azerbaijan",-10
"Poland","Azerbaijan",-4
"Russia","Azerbaijan",-2
"United States","Azerbaijan",-5.6
"Thailand","Bahrain",-5
"United Arab Emirates","Bahrain",-5
"Canada","Bangladesh",-13.2
"India","Bangladesh",-22
"Saudi Arabia","Bangladesh",-5
"United Kingdom","Bangladesh",-2
"Azerbaijan","Belarus",-5
"Poland","Belarus",-0.4
"Russia","Belarus",-22
"Hong Kong","Belgium",-2
"Turkey","Belgium",-2
"United States","Belgium",-5
"Brazil","Benin",-18
"Nigeria","Benin",-9
"Australia","Bermuda",-4
"China","Bhutan",-4
"Croatia","Bosnia and Herzegovina",-4
"Serbia","Bosnia and Herzegovina",-9
"Slovenia","Bosnia and Herzegovina",-4
"Argentina","Brazil",-6
"Bolivia","Brazil",-6
"Colombia","Brazil",-10
"Ecuador","Brazil",-4
"Honduras","Brazil",-4
"Iran","Brazil",-5
"Israel","Brazil",-6
"Italy","Brazil",-37
"Mexico","Brazil",-0.4
"Nicaragua","Brazil",-4
"Paraguay","Brazil",-4
"Spain","Brazil",-5
"Venezuela","Brazil",-4
"Austria","Bulgaria",-5
"Guinea","Burkina Faso",-14
"Democratic Republic of Congo","Burundi",-9
"Somalia","Burundi",-21
"Indonesia","Cambodia",-1.2
"Thailand","Cambodia",-451.4
"Vietnam","Cambodia",-7
"Afghanistan","Canada",-15
"Iran","Canada",-9
"Pakistan","Canada",-7
"United States","Canada",-72
"Uganda","Central African Republic",-50
"Cambodia","Chad",-9.5
"South Africa","Chad",-9
"Sudan","Chad",-2.4
"Argentina","Chile",-4
"Guatemala","Chile",-9
"India","Chile",-17
"Mexico","Chile",-9.2
"Peru","Chile",-204
"Spain","Chile",-2
"United States","Chile",-12
"Yemen","Chile",-9
"Australia","China",-5
"Botswana","China",-7
"Brazil","China",-2
"Germany","China",-20.4
"Hong Kong","China",-5
"India","China",-21.8
"Japan","China",-6.4
"Malawi","China",-5
"Malaysia","China",-6
"Mexico","China",-5
"New Zealand","China",-10
"Nigeria","China",-9
"North Korea","China",-52.2
"Peru","China",-9
"Russia","China",-10
"Singapore","China",-5
"Somalia","China",-9
"Spain","China",-4
"Switzerland","China",-10
"Taiwan","China",-21.4
"Tajikistan","China",-5
"Thailand","China",-5
"United Kingdom","China",-5
"United States","China",-111
"Vietnam","China",-10
"Afghanistan","Colombia",-10
"Bolivia","Colombia",-4
"Brazil","Colombia",-2
"Chile","Colombia",-4
"Costa Rica","Colombia",-10
"Cuba","Colombia",-2
"Ecuador","Colombia",-52
"Mexico","Colombia",-10
"Pakistan","Colombia",-20
"United States","Colombia",-5
"Venezuela","Colombia",-159.8
"Angola","Congo",-5
"Democratic Republic of Congo","Congo",-9
"United States","Congo",-2
"Brazil","Costa Rica",-9
"Honduras","Costa Rica",-6
"Nicaragua","Costa Rica",-4
"Bolivia","Croatia",-4
"Bosnia and Herzegovina","Croatia",-14
"Slovenia","Croatia",-9
"Tajikistan","Croatia",-4
"North Korea","Cuba",-6
"United States","Cuba",-34
"Cuba","Czech Republic",-5
"Ireland","Czech Republic",-5
"Romania","Czech Republic",-9.5
"Russia","Czech Republic",-5
"Belgium","Democratic Republic of Congo",-5
"Burundi","Democratic Republic of Congo",-10
"Central African Republic","Democratic Republic of Congo",-2
"Uganda","Democratic Republic of Congo",-10
"Australia","Denmark",-8
"Cambodia","Denmark",-5
"Canada","Denmark",-28
"China","Denmark",-2
"India","Denmark",-2
"Iran","Denmark",-39
"Pakistan","Denmark",-7
"Sri Lanka","Denmark",-5
"Thailand","Denmark",-10
"United Kingdom","Denmark",-2
"United States","Denmark",-21
"United States","Dominica",-5
"Greece","Dominican Republic",-2
"Argentina","Ecuador",-27
"Colombia","Ecuador",-21
"Italy","Ecuador",-9.2
"Venezuela","Ecuador",-7.2
"Algeria","Egypt",-102.4
"China","Egypt",-9
"France","Egypt",-2
"Germany","Egypt",-95.5
"Poland","Egypt",-5
"Saudi Arabia","Egypt",-9.5
"Sudan","Egypt",-5
"Suriname","Egypt",-20
"Taiwan","Egypt",-8
"United States","Egypt",-27.3
"Nicaragua","El Salvador",-8
"South Africa","Equatorial Guinea",-13.2
"United Kingdom","Equatorial Guinea",-8.8
"Ethiopia","Eritrea",-9
"United States","Eritrea",-2
"Georgia","Estonia",-0.4
"Netherlands","Ethiopia",-5
"Saudi Arabia","Ethiopia",-10
"Somalia","Ethiopia",-9
"Yemen","Ethiopia",-45
"Australia","Fiji",-102.4
"New Zealand","Fiji",-53.4
"United States","Fiji",-6
"Mexico","Finland",-9
"Central African Republic","France",-25
"Chad","France",-9
"Egypt","France",-2
"Estonia","France",-5
"Georgia","France",-0.4
"Iran","France",-84.2
"Ireland","France",-4
"Israel","France",-10
"Italy","France",-2
"Laos","France",-10
"Latvia","France",-5
"Lithuania","France",-5
"Mali","France",-63
"Russia","France",-10
"Rwanda","France",-8
"Senegal","France",-6
"Somalia","France",-9
"Sudan","France",-27
"Tunisia","France",-4
"Turkey","France",-0.3
"United Kingdom","France",-10
"Venezuela","France",-2
"Vietnam","France",-5
"France","French Polynesia",-5
"Equatorial Guinea","Gabon",-2
"Belarus","Georgia",-12
"Belgium","Georgia",-0.3
"France","Georgia",-2
"Hungary","Georgia",-10.3
"Philippines","Georgia",-10
"Russia","Georgia",-139.5
"Ukraine","Georgia",-10
"United States","Georgia",-8.5
"Afghanistan","Germany",-52
"Azerbaijan","Germany",-2
"Bulgaria","Germany",-5
"China","Germany",-2
"Czech Republic","Germany",-5
"France","Germany",-4.8
"Hungary","Germany",-5
"Ireland","Germany",-9
"Israel","Germany",-4
"Philippines","Germany",-14.2
"Russia","Germany",-9.5
"Rwanda","Germany",-19
"Ukraine","Germany",-9
"United Kingdom","Germany",-17
"United States","Germany",-2
"Albania","Ghana",-9
"Kenya","Ghana",-2
"Afghanistan","Greece",-2
"Cyprus","Greece",-10
"Dominican Republic","Greece",-9
"France","Greece",-5
"Serbia","Greece",-10
"South Korea","Greece",-2
"Philippines","Guadeloupe",-9
"Chile","Guatemala",-9
"India","Guatemala",-9
"United States","Guatemala",-10
"Burkina Faso","Guinea",-5
"South Africa","Guinea",-2
"Puerto Rico","Haiti",-4.4
"United States","Haiti",-0.3
"Italy","Holy See",-0.1
"Bolivia","Honduras",-2
"Brazil","Honduras",-20
"Ecuador","Honduras",-2
"Nicaragua","Honduras",-2
"Panama","Honduras",-5
"Spain","Honduras",-15.2
"United States","Honduras",-13
"Venezuela","Honduras",-4
"Australia","Hong Kong",-4
"China","Hong Kong",-5
"Bolivia","Hungary",-4
"Serbia","Hungary",-9
"Argentina","India",-4
"Australia","India",-17.4
"Bangladesh","India",-55.9
"Canada","India",-28
"China","India",-32.8
"Democratic Republic of Congo","India",-5
"Egypt","India",-10
"France","India",-2
