"SCountry","TCountry","Intensity"
"Australia","Afghanistan",-75.2
"Azerbaijan","Afghanistan",-14.4
"Bhutan","Afghanistan",-5
"Canada","Afghanistan",-14.4
"China","Afghanistan",-20
"Czech Republic","Afghanistan",-14.4
"France","Afghanistan",-41.6
"Germany","Afghanistan",-63.2
"Hungary","Afghanistan",-10
"India","Afghanistan",-17.2
"Iran","Afghanistan",-40.4
"Italy","Afghanistan",-7.2
"Netherlands","Afghanistan",-28.8
"Norway","Afghanistan",-14.4
"Pakistan","Afghanistan",-903.8
"Poland","Afghanistan",-9.5
"Russia","Afghanistan",-0.4
"Saudi Arabia","Afghanistan",-0.4
"Spain","Afghanistan",-10
"United Kingdom","Afghanistan",-58
"United States","Afghanistan",-801.5
"Greece","Albania",-5
"Serbia","Albania",-14
"United States","Albania",-0.4
"France","Algeria",-7
"Israel","Algeria",-9.5
"Libya","Algeria",-5
"Slovakia","Algeria",-9
"Democratic Republic of Congo","Angola",-5
"United States","Anguilla",-5
"Mexico","Argentina",-5
"Paraguay","Argentina",-7
"United States","Argentina",-7
"Uruguay","Argentina",-19
"Venezuela","Argentina",-2
"United States","Armenia",-4
"Afghanistan","Australia",-10
"Austria","Australia",-5
"Bermuda","Australia",-2
"Canada","Australia",-2
"China","Australia",-0.4
"Fiji","Australia",-0.3
"France","Australia",-9.4
"Germany","Australia",-33
"Ghana","Australia",-10
"Hong Kong","Australia",-15
"Indonesia","Australia",-9
"Iraq","Australia",-27.5
"Marshall Islands","Australia",-10
"New Zealand","Australia",-13
"Pakistan","Australia",-12
"Papua New Guinea","Australia",-20
"Philippines","Australia",-2
"Russia","Australia",-5
"Solomon Islands","Australia",-15
"Somalia","Australia",-16
"South Africa","Australia",-2
"South Korea","Australia",-18
"Switzerland","Australia",-4.4
"United Kingdom","Australia",-106
"United States","Australia",-50.5
"Vietnam","Australia",-5
"Switzerland","Austria",-2
"United Kingdom","Austria",-5
"Armenia","Azerbaijan",-15
"Czech Republic","Azerbaijan",-2
"Germany","Azerbaijan",-5
"Iran","Azerbaijan",-2
"Russia","Azerbaijan",-16.7
"United States","Azerbaijan",-2
"United States","Bahamas",-10
"Iran","Bahrain",-4
"United States","Bahrain",-2
"Afghanistan","Bangladesh",-9
"India","Bangladesh",-5
"Russia","Bangladesh",-10
"United States","Bangladesh",-0.3
"Afghanistan","Barbados",-10
"Czech Republic","Belarus",-6
"Japan","Belarus",-12
"United States","Belarus",-23
"Cuba","Belgium",-10
"Greece","Belgium",-5
"Netherlands","Belgium",-2
"China","Benin",-5
"Grenada","Bermuda",-2
"Brazil","Bolivia",-22
"El Salvador","Bolivia",-5
"Sao Tome and Principe","Bolivia",-2
"United States","Bolivia",-27.2
"Uruguay","Bolivia",-8
"Venezuela","Bolivia",-2
"Germany","Bosnia and Herzegovina",-5
"Netherlands","Bosnia and Herzegovina",-10
"Serbia","Bosnia and Herzegovina",-68
"United Kingdom","Bosnia and Herzegovina",-2
"India","Botswana",-2
"Namibia","Botswana",-2
"Ecuador","Brazil",-41.3
"Jamaica","Brazil",-9
"Japan","Brazil",-10
"Madagascar","Brazil",-2
"Mexico","Brazil",-5
"Paraguay","Brazil",-19.8
"Russia","Brazil",-5
"Singapore","Brazil",-5
