"SCountry","TCountry","Intensity"
"Bulgaria","Afghanistan",-10
"Canada","Afghanistan",-2
"Denmark","Afghanistan",-2
"Egypt","Afghanistan",-4
"Georgia","Afghanistan",-7.2
"Germany","Afghanistan",-10
"Greece","Afghanistan",-5
"India","Afghanistan",-5
"Iran","Afghanistan",-36
"Latvia","Afghanistan",-7.2
"Libya","Afghanistan",-11.5
"Lithuania","Afghanistan",-7.2
"Pakistan","Afghanistan",-68.8
"Qatar","Afghanistan",-5
"Russia","Afghanistan",-1.6
"South Korea","Afghanistan",-8
"Sudan","Afghanistan",-9
"United Kingdom","Afghanistan",-6
"United States","Afghanistan",-153.4
"Greece","Albania",-19
"Iran","Albania",-2
"United States","Albania",-5
"Libya","Algeria",-2
"Mali","Algeria",-49.5
"Canada","Angola",-8
"Philippines","Angola",-2
"Belgium","Argentina",-4.4
"Canada","Argentina",-12
"Colombia","Argentina",-2
"Mexico","Argentina",-4
"Paraguay","Argentina",-9
"Spain","Argentina",-70.2
"United Kingdom","Argentina",-34.8
"United States","Argentina",-18.4
"Azerbaijan","Armenia",-13
"Russia","Armenia",-0.4
"Afghanistan","Australia",-27
"Canada","Australia",-10
"China","Australia",-7
"France","Australia",-15
"Indonesia","Australia",-7
"Japan","Australia",-9
"Netherlands","Australia",-5
"New Zealand","Australia",-2
"Papua New Guinea","Australia",-4
"Philippines","Australia",-25
"Sri Lanka","Australia",-18
"Sudan","Australia",-5
"United States","Australia",-60.7
"Luxembourg","Austria",-2
"Armenia","Azerbaijan",-22
"Colombia","Azerbaijan",-4
"Iran","Azerbaijan",-8
"Israel","Azerbaijan",-14.4
"Russia","Azerbaijan",-2.4
"Iran","Bahrain",-0.6
"Saudi Arabia","Bahrain",-7.2
"South Korea","Bahrain",-6.2
"United Kingdom","Bahrain",-5
"United States","Bahrain",-5
"India","Bangladesh",-14
"Pakistan","Bangladesh",-5
"Saudi Arabia","Bangladesh",-2
"United States","Bangladesh",-4
"Lithuania","Belarus",-2
"United Kingdom","Belarus",-0.3
"Brazil","Belgium",-2
"Hungary","Belgium",-10
"India","Benin",-5
"United States","Bolivia",-2
"Uruguay","Bolivia",-10
"Bolivia","Brazil",-13.5
"Chile","Brazil",-2
"Guyana","Brazil",-10
"Monaco","Brazil",-2
"United States","Brazil",-5.6
"Venezuela","Brazil",-5
"Afghanistan","Bulgaria",-20
"Armenia","Bulgaria",-4
"Mali","Burkina Faso",-6.5
"China","Cambodia",-5
"Thailand","Cambodia",-15
"Tanzania","Cameroon",-5
"United States","Cameroon",-4
"Cuba","Canada",-2
"Falkland Islands","Canada",-2
"Iran","Canada",-5
"Israel","Canada",-14
"Mexico","Canada",-5
"United States","Canada",-25
"Libya","Chad",-5
"Bolivia","Chile",-2
"United Kingdom","Chile",-10
"Australia","China",-20
"Brazil","China",-2
"France","China",-2
"Hong Kong","China",-17
"Iceland","China",-4
"Indonesia","China",-5
"Japan","China",-22
"Kazakhstan","China",-14.4
"Kyrgyzstan","China",-14.4
"Liberia","China",-5
"Mexico","China",-14
"North Korea","China",-7
"Palau","China",-5
"Philippines","China",-48.4
"Poland","China",-2
"Russia","China",-21.6
"South Korea","China",-20
"South Sudan","China",-18.4
"Sweden","China",-0.4
"Syria","China",-0.3
"Taiwan","China",-16
"Tajikistan","China",-14.4
"Thailand","China",-2
"Turkey","China",-21
"United Kingdom","China",-2
"United States","China",-41
"Australia","Christmas Island",-2
"Argentina","Colombia",-2
"China","Colombia",-5
"France","Colombia",-40.3
"Hong Kong","Colombia",-5
"Nicaragua","Colombia",-2
"Pakistan","Colombia",-10
"Panama","Colombia",-6
"United States","Colombia",-40
"Venezuela","Colombia",-5
"Democratic Republic of Congo","Congo",-25
"Uganda","Congo",-5
"United States","Costa Rica",-5
"Venezuela","Costa Rica",-36
"France","Cote d'Ivoire",-12.2
"Guinea","Cote d'Ivoire",-20
"Mali","Cote d'Ivoire",-9
"United States","Cote d'Ivoire",-4
"Austria","Croatia",-9
"Bosnia and Herzegovina","Croatia",-10
"Germany","Croatia",-10
"Serbia","Croatia",-4
"Canada","Cuba",-4
"Chile","Cuba",-2
"Costa Rica","Cuba",-2
"Ecuador","Cuba",-10.5
"United States","Cuba",-8
"Turkey","Cyprus",-4
"Switzerland","Czech Republic",-5
"Congo","Democratic Republic of Congo",-22
"Bahrain","Denmark",-20
"India","Denmark",-2
"Morocco","Denmark",-5
"Mozambique","Denmark",-5
"Saudi Arabia","Denmark",-4
"Somalia","Djibouti",-9.4
"Haiti","Dominican Republic",-2
"Costa Rica","Ecuador",-2
"Italy","Ecuador",-9.2
"Netherlands","Ecuador",-9.2
"United States","Ecuador",-4
"France","Egypt",-9.5
"Iran","Egypt",-4
"Israel","Egypt",-11.8
"Mauritania","Egypt",-6.5
"Saudi Arabia","Egypt",-61
"Sudan","Egypt",-9.5
"Syria","Egypt",-2
"United Kingdom","Egypt",-14.5
"United States","Egypt",-6.8
"Ethiopia","Eritrea",-16
"United States","Eritrea",-2
"Eritrea","Ethiopia",-27
"Lebanon","Ethiopia",-18.5
"Namibia","Ethiopia",-4
"Nigeria","Ethiopia",-5
"Somalia","Ethiopia",-40
"Sudan","Ethiopia",-23
"Argentina","Falkland Islands",-7.2
"United Kingdom","Falkland Islands",-7.2
"Australia","Fiji",-8
"Russia","Finland",-5
"Argentina","France",-6.5
"Australia","France",-5
"Bahrain","France",-5
"Bangladesh","France",-2
"Belgium","France",-7
"Canada","France",-5
"Colombia","France",-84
"Germany","France",-8
"India","France",-35
"Iran","France",-4
"Japan","France",-0.4
"Libya","France",-2
"Luxembourg","France",-2
"Mali","France",-11.4
"Mauritania","France",-9
"Netherlands","France",-19.9
"Russia","France",-2
"Rwanda","France",-2
"Senegal","France",-4
"Somalia","France",-5
"Sudan","France",-20
"Sweden","France",-11
"Turkey","France",-4
"Uganda","France",-2
"United States","France",-5
"Yemen","France",-9
"Malaysia","Georgia",-5
"Norway","Georgia",-9
"Russia","Georgia",-24.7
"Spain","Georgia",-5
"United Kingdom","Georgia",-7.2
"United States","Georgia",-8
"Australia","Germany",-5
"Belarus","Germany",-5
"Iran","Germany",-5
"Ireland","Germany",-9
"Israel","Germany",-20
"Norway","Germany",-10
"Switzerland","Germany",-39
"Syria","Germany",-10
"Ukraine","Germany",-6.4
"United States","Germany",-2
"Nigeria","Ghana",-30
"Tunisia","Gibraltar",-4
"Guinea-Bissau","Greece",-2
"Italy","Greece",-2.4
"South Korea","Greece",-2
"Spain","Greece",-2.4
"United States","Greenland",-10
"Mexico","Guadeloupe",-5
"Mexico","Guatemala",-11.5
"France","Guinea",-2
"Guinea-Bissau","Guinea",-6
"Russia","Guinea",-2
"Senegal","Guinea",-5
"France","Guinea-Bissau",-4
"Guinea","Guinea-Bissau",-65
"Portugal","Guinea-Bissau",-10
"Dominican Republic","Haiti",-2
"Brazil","Holy See",-2
"United States","Honduras",-5
"Belgium","Hungary",-10
"Netherlands","Hungary",-5
"Slovakia","Hungary",-4.4
"China","Iceland",-2
"Australia","India",-4.4
"Austria","India",-2
"Bangladesh","India",-14
"Canada","India",-4.4
"China","India",-8
"Germany","India",-10
"Hong Kong","India",-4.4
"Iran","India",-10
"Italy","India",-74
"Japan","India",-14.4
"Latvia","India",-4.3
"Maldives","India",-5
"Nepal","India",-19.2
"Nigeria","India",-9
"North Korea","India",-4.4
"Pakistan","India",-49.6
"Peru","India",-2
"Russia","India",-2
"Somalia","India",-18
"South Korea","India",-5.8
"Sri Lanka","India",-20
"Taiwan","India",-15
"Tunisia","India",-2
"United Kingdom","India",-28.4
"United States","India",-88.4
"Australia","Indonesia",-25
"Pakistan","Indonesia",-5
"Afghanistan","Iran",-5
"Argentina","Iran",-5
"Armenia","Iran",-2
"Azerbaijan","Iran",-10
"Brazil","Iran",-15.4
"Bulgaria","Iran",-10
"Canada","Iran",-0.3
"China","Iran",-13
"Egypt","Iran",-2
"Greece","Iran",-5.6
"India","Iran",-22.2
"Iraq","Iran",-67
"Israel","Iran",-370.2
"Japan","Iran",-15
"Kuwait","Iran",-12
"Lebanon","Iran",-2
"Malaysia","Iran",-29.2
"Morocco","Iran",-2
"Nigeria","Iran",-4
"Qatar","Iran",-10
"Russia","Iran",-20
"Saudi Arabia","Iran",-17
"Somalia","Iran",-20
"Switzerland","Iran",-12
"Syria","Iran",-47
"Taiwan","Iran",-5.6
"Turkey","Iran",-22
"United Arab Emirates","Iran",-122
"United Kingdom","Iran",-2
"United States","Iran",-244.2
"Iran","Iraq",-15
"Lebanon","Iraq",-2
"Qatar","Iraq",-36
"Saudi Arabia","Iraq",-6
"Syria","Iraq",-5
"Turkey","Iraq",-40.4
"United Arab Emirates","Iraq",-2
"United States","Iraq",-18.5
"Bulgaria","Ireland",-5
"Italy","Ireland",-9.5
"Australia","Israel",-2
"Denmark","Israel",-6.5
"Egypt","Israel",-116.6
"Germany","Israel",-51
"Iran","Israel",-24
"Jordan","Israel",-4
"Lebanon","Israel",-16
"Russia","Israel",-5.2
"South Korea","Israel",-1.2
"Syria","Israel",-12
"Turkey","Israel",-30
"United Kingdom","Israel",-4
"United States","Israel",-32
"Colombia","Italy",-2
"India","Italy",-80
"Kenya","Italy",-5
"Panama","Italy",-2
"Thailand","Italy",-30
"United Kingdom","Italy",-0.4
"Australia","Japan",-27
"Bahrain","Japan",-9
"Belarus","Japan",-19
"China","Japan",-18
"Myanmar","Japan",-2
"North Korea","Japan",-18.4
"South Korea","Japan",-60
"Taiwan","Japan",-10
"United States","Japan",-8.8
"Israel","Jordan",-7
"Morocco","Jordan",-0.6
"Ukraine","Jordan",-5
"United Kingdom","Jordan",-4
"United States","Jordan",-8
"Turkey","Kazakhstan",-5
"United Kingdom","Kazakhstan",-5
"Uzbekistan","Kazakhstan",-5
"Somalia","Kenya",-61
"Tanzania","Kenya",-7
"Uganda","Kenya",-32
"United Kingdom","Kenya",-5
"United States","Kenya",-2
"Germany","Kosovo",-7.6
"Serbia","Kosovo",-14
"Slovenia","Kosovo",-0.4
"United States","Kosovo",-2
"Iran","Kuwait",-5
"China","Kyrgyzstan",-4
"Uzbekistan","Kyrgyzstan",-7
"Cambodia","Laos",-5
"Netherlands","Latvia",-2
"France","Lebanon",-2
"Israel","Lebanon",-12
"Libya","Lebanon",-10
"South Korea","Lebanon",-2
"Syria","Lebanon",-113.7
"United States","Lebanon",-4
"Mexico","Liberia",-5
"Netherlands","Liberia",-35
"Sierra Leone","Liberia",-109
"United Kingdom","Liberia",-10
"United States","Liberia",-12
"Afghanistan","Libya",-11.5
"Chad","Libya",-24
"Lebanon","Libya",-28.4
"Mauritania","Libya",-5
"Netherlands","Libya",-5
"Philippines","Libya",-5
"Qatar","Libya",-2
"Russia","Libya",-2
"Tunisia","Libya",-22
"Yemen","Libya",-10
"Zimbabwe","Libya",-4
"Belarus","Lithuania",-10
"Estonia","Lithuania",-10
"Latvia","Lithuania",-5
"Poland","Lithuania",-2
"United Kingdom","Lithuania",-10
"Kenya","Macao",-5
"Algeria","Madagascar",-2
"Liberia","Malawi",-2
"United Kingdom","Malawi",-4
"United States","Malawi",-5
"Australia","Malaysia",-2
"Israel","Malaysia",-2
"Thailand","Malaysia",-10
"Iran","Maldives",-4
"Algeria","Mali",-6
"Bahrain","Mali",-19
"Burkina Faso","Mali",-6.5
"China","Mali",-0.4
"France","Mali",-37.4
"Namibia","Mali",-2
"Niger","Mali",-22.5
"South Korea","Mali",-1.8
"United States","Mali",-30.2
"Mali","Mauritania",-2
"United States","Mauritius",-2
"Argentina","Mexico",-4
