"SCountry","TCountry","Intensity"
"Australia","Afghanistan",-59.5
"Azerbaijan","Afghanistan",-7.2
"Canada","Afghanistan",-25
"Czech Republic","Afghanistan",-28.8
"Germany","Afghanistan",-35.2
"India","Afghanistan",-0.4
"Iran","Afghanistan",-42.5
"Iraq","Afghanistan",-17.2
"Maldives","Afghanistan",-10
"Netherlands","Afghanistan",-50.4
"Pakistan","Afghanistan",-331.2
"Poland","Afghanistan",-12.2
"Russia","Afghanistan",-5.2
"Slovakia","Afghanistan",-14.4
"South Korea","Afghanistan",-10
"Spain","Afghanistan",-7.2
"Switzerland","Afghanistan",-10
"Tajikistan","Afghanistan",-8
"United Kingdom","Afghanistan",-111.4
"United States","Afghanistan",-477.4
"Uzbekistan","Afghanistan",-2.8
"Georgia","Aland Islands",-2
"Greece","Albania",-5
"Italy","Albania",-15
"Kosovo","Albania",-17
"Portugal","Albania",-6
"Romania","Albania",-10
"Serbia","Albania",-12
"United States","Albania",-4
"France","Algeria",-20
"Spain","Algeria",-10
"Uruguay","Algeria",-2
"Namibia","Angola",-5
"Australia","Antarctica",-10
"Bolivia","Argentina",-10
"Iran","Argentina",-2
"Israel","Argentina",-10
"Mexico","Argentina",-4
"Paraguay","Argentina",-9
"Philippines","Argentina",-6
"Spain","Argentina",-5
"Taiwan","Argentina",-0.8
"United States","Argentina",-5
"Uruguay","Argentina",-5
"Azerbaijan","Armenia",-0.4
"Georgia","Armenia",-10
"Greece","Armenia",-2
"Iran","Armenia",-144.5
"Russia","Armenia",-14.4
"Turkey","Armenia",-53
"United States","Armenia",-18
"Afghanistan","Australia",-311.2
"Bermuda","Australia",-2
"Fiji","Australia",-9.6
"France","Australia",-5
"Greece","Australia",-5
"India","Australia",-4
"Indonesia","Australia",-59
"Iraq","Australia",-2
"Netherlands","Australia",-10
"New Caledonia","Australia",-5
"Norway","Australia",-2
"Solomon Islands","Australia",-40.6
"South Africa","Australia",-2
"Sudan","Australia",-6.9
"Tonga","Australia",-2
"United Kingdom","Australia",-6
"United States","Australia",-28
"Venezuela","Australia",-2
"Vietnam","Australia",-7
"Israel","Austria",-4
"Spain","Austria",-10
"United States","Austria",-5.8
"Armenia","Azerbaijan",-113.4
"Georgia","Azerbaijan",-19.5
"Pakistan","Azerbaijan",-5
"United Kingdom","Azerbaijan",-8
"United States","Azerbaijan",-17
"United Kingdom","Bahamas",-4.4
"India","Bangladesh",-101
"Malaysia","Bangladesh",-5
"Maldives","Bangladesh",-5
"Myanmar","Bangladesh",-10
"Philippines","Bangladesh",-5
"Uzbekistan","Bangladesh",-5
"Germany","Belarus",-9
"Israel","Belarus",-14
"Poland","Belarus",-2
"Russia","Belarus",-10.6
"France","Belgium",-5
"Serbia","Belgium",-10
"Thailand","Belgium",-5
"Turkey","Belgium",-7.5
"Bangladesh","Bhutan",-5
"India","Bhutan",-9
"Nepal","Bhutan",-5
"Argentina","Bolivia",-9
"Brazil","Bolivia",-4
"United States","Bolivia",-2
"Venezuela","Bolivia",-9.4
"Austria","Bosnia and Herzegovina",-35
"China","Bosnia and Herzegovina",-5
"Croatia","Bosnia and Herzegovina",-8.6
"Serbia","Bosnia and Herzegovina",-22.2
"Slovakia","Bosnia and Herzegovina",-13
"South Korea","Bosnia and Herzegovina",-1.2
"United States","Bosnia and Herzegovina",-4
"Colombia","Brazil",-2
"Cuba","Brazil",-4
"India","Brazil",-5
"Italy","Brazil",-5
"Mexico","Brazil",-22.2
"Paraguay","Brazil",-10
"Tanzania","Brazil",-4
"United Kingdom","Brazil",-122
"United States","Brazil",-38.2
"Venezuela","Brazil",-2
"France","Bulgaria",-2
"Libya","Bulgaria",-27
"Portugal","Bulgaria",-10
"Serbia","Bulgaria",-35
"United States","Bulgaria",-2
"France","Cambodia",-5
"Nigeria","Cameroon",-10
"Afghanistan","Canada",-4
"China","Canada",-16
"Greece","Canada",-6.5
"Netherlands","Canada",-10
"Russia","Canada",-9.2
"Senegal","Canada",-5
"South Korea","Canada",-2
"Spain","Canada",-28
"Sudan","Canada",-9
"Syria","Canada",-5
"Thailand","Canada",-189
"United States","Canada",-71
"Ireland","Chad",-19
"Libya","Chad",-9
"Sudan","Chad",-9
"United States","Chad",-2
"Argentina","Chile",-2
"Netherlands","Chile",-5
"Peru","Chile",-5
"Sierra Leone","Chile",-7.2
"Spain","Chile",-5
"United States","Chile",-0.4
"Australia","China",-0.3
"Bangladesh","China",-13
"Belarus","China",-5
"Canada","China",-29
"Colombia","China",-10
"Germany","China",-7.8
"Hong Kong","China",-4
"India","China",-9.5
"Iran","China",-4
"Israel","China",-2.4
"Italy","China",-5.8
"Japan","China",-71
"Malawi","China",-10
"Malaysia","China",-5
"New Zealand","China",-5
"Panama","China",-9.2
"Portugal","China",-0.4
"Russia","China",-0.4
"South Korea","China",-17.9
"Sudan","China",-2
"Taiwan","China",-176
