"country","year","month","sum"
"India",2006,3,4
"Pakistan",2006,3,4
"Bangladesh",2006,3,3
"Iraq",2006,3,3
"Nigeria",2006,3,3
"Philippines",2006,3,3
"Sudan",2006,3,3
"Australia",2006,3,3
"Iran",2006,3,3
"United States",2006,3,3
"Afghanistan",2006,3,2
"Chad",2006,3,2
"Egypt",2006,3,2
"Nepal",2006,3,2
"Russia",2006,3,2
"Sri Lanka",2006,3,2
"Thailand",2006,3,2
"Turkey",2006,3,2
"Algeria",2006,3,1
"Angola",2006,3,1
"Azerbaijan",2006,3,1
"Bahrain",2006,3,1
"Belarus",2006,3,1
"Cameroon",2006,3,1
"Central African Republic",2006,3,1
"Colombia",2006,3,1
"Congo",2006,3,1
"Cote d'Ivoire",2006,3,1
"Ecuador",2006,3,1
"Haiti",2006,3,1
"Indonesia",2006,3,1
"Israel",2006,3,1
"Japan",2006,3,1
"Kenya",2006,3,1
"Laos",2006,3,1
"Lebanon",2006,3,1
"Mali",2006,3,1
"Myanmar",2006,3,1
"North Korea",2006,3,1
"Paraguay",2006,3,1
"Peru",2006,3,1
"Senegal",2006,3,1
"Somalia",2006,3,1
"South Africa",2006,3,1
"South Korea",2006,3,1
"Spain",2006,3,1
"Swaziland",2006,3,1
"Syria",2006,3,1
"Uganda",2006,3,1
"Yemen",2006,3,1
"Zimbabwe",2006,3,1
"Albania",2006,3,0
"Argentina",2006,3,0
"Armenia",2006,3,0
"Australia",2006,3,0
"Austria",2006,3,0
"Bahamas",2006,3,0
"Barbados",2006,3,0
"Belgium",2006,3,0
"Belize",2006,3,0
"Benin",2006,3,0
"Bhutan",2006,3,0
"Bolivia",2006,3,0
"Bosnia and Herzegovina",2006,3,0
"Botswana",2006,3,0
"Brazil",2006,3,0
"Bulgaria",2006,3,0
"Burkina Faso",2006,3,0
"Burundi",2006,3,0
"Cambodia",2006,3,0
"Canada",2006,3,0
"Cape Verde",2006,3,0
"Chile",2006,3,0
"China",2006,3,0
"Comoros",2006,3,0
"Costa Rica",2006,3,0
"Croatia",2006,3,0
"Cuba",2006,3,0
"Cyprus",2006,3,0
"Czech Republic",2006,3,0
"Denmark",2006,3,0
"Djibouti",2006,3,0
"Dominican Republic",2006,3,0
"El Salvador",2006,3,0
"Equatorial Guinea",2006,3,0
"Eritrea",2006,3,0
"Estonia",2006,3,0
"Ethiopia",2006,3,0
"Fiji",2006,3,0
"Finland",2006,3,0
"France",2006,3,0
"Gabon",2006,3,0
"Gambia",2006,3,0
"Georgia",2006,3,0
"Germany",2006,3,0
"Ghana",2006,3,0
"Greece",2006,3,0
"Guatemala",2006,3,0
"Guinea",2006,3,0
"Guinea-Bissau",2006,3,0
"Guyana",2006,3,0
"Honduras",2006,3,0
"Hungary",2006,3,0
"Iceland",2006,3,0
"Ireland",2006,3,0
"Italy",2006,3,0
"Jamaica",2006,3,0
"Jordan",2006,3,0
"Kazakhstan",2006,3,0
"Kuwait",2006,3,0
"Kyrgyzstan",2006,3,0
"Latvia",2006,3,0
"Lesotho",2006,3,0
"Liberia",2006,3,0
"Libya",2006,3,0
"Lithuania",2006,3,0
"Luxembourg",2006,3,0
"Madagascar",2006,3,0
"Malawi",2006,3,0
"Malaysia",2006,3,0
"Mauritania",2006,3,0
"Mauritius",2006,3,0
"Mexico",2006,3,0
"Mongolia",2006,3,0
"Morocco",2006,3,0
"Mozambique",2006,3,0
"Namibia",2006,3,0
"Netherlands",2006,3,0
"New Zealand",2006,3,0
"Nicaragua",2006,3,0
"Niger",2006,3,0
"Norway",2006,3,0
"Oman",2006,3,0
"Panama",2006,3,0
"Papua New Guinea",2006,3,0
"Poland",2006,3,0
"Portugal",2006,3,0
"Qatar",2006,3,0
"Romania",2006,3,0
"Rwanda",2006,3,0
"Sao Tome and Principe",2006,3,0
"Saudi Arabia",2006,3,0
"Seychelles",2006,3,0
"Sierra Leone",2006,3,0
"Singapore",2006,3,0
"Slovakia",2006,3,0
"Slovenia",2006,3,0
"Solomon Islands",2006,3,0
"Suriname",2006,3,0
"Sweden",2006,3,0
"Switzerland",2006,3,0
"Tajikistan",2006,3,0
"Togo",2006,3,0
"Trinidad and Tobago",2006,3,0
"Tunisia",2006,3,0
"Turkmenistan",2006,3,0
"Ukraine",2006,3,0
"United Arab Emirates",2006,3,0
"United Kingdom",2006,3,0
"Uruguay",2006,3,0
"Uzbekistan",2006,3,0
"Venezuela",2006,3,0
"Vietnam",2006,3,0
"Zambia",2006,3,0
