"country","year","month","sum"
"India",2005,7,4
"Pakistan",2005,7,4
"Afghanistan",2005,7,3
"Bangladesh",2005,7,3
"Iraq",2005,7,3
"Nigeria",2005,7,3
"Australia",2005,7,3
"Iran",2005,7,3
"United States",2005,7,3
"Congo",2005,7,2
"Indonesia",2005,7,2
"Kenya",2005,7,2
"Philippines",2005,7,2
"Russia",2005,7,2
"Sri Lanka",2005,7,2
"Sudan",2005,7,2
"Algeria",2005,7,1
"Angola",2005,7,1
"Azerbaijan",2005,7,1
"Bahrain",2005,7,1
"Belarus",2005,7,1
"Bolivia",2005,7,1
"Cameroon",2005,7,1
"Central African Republic",2005,7,1
"Colombia",2005,7,1
"Cote d'Ivoire",2005,7,1
"Egypt",2005,7,1
"Haiti",2005,7,1
"Israel",2005,7,1
"Japan",2005,7,1
"Laos",2005,7,1
"Lebanon",2005,7,1
"Myanmar",2005,7,1
"Nepal",2005,7,1
"North Korea",2005,7,1
"Peru",2005,7,1
"Poland",2005,7,1
"Senegal",2005,7,1
"Somalia",2005,7,1
"South Korea",2005,7,1
"Spain",2005,7,1
"Syria",2005,7,1
"Thailand",2005,7,1
"Turkey",2005,7,1
"Uganda",2005,7,1
"Yemen",2005,7,1
"Zimbabwe",2005,7,1
"Albania",2005,7,0
"Argentina",2005,7,0
"Armenia",2005,7,0
"Australia",2005,7,0
"Austria",2005,7,0
"Bahamas",2005,7,0
"Barbados",2005,7,0
"Belgium",2005,7,0
"Belize",2005,7,0
"Benin",2005,7,0
"Bhutan",2005,7,0
"Bosnia and Herzegovina",2005,7,0
"Botswana",2005,7,0
"Brazil",2005,7,0
"Bulgaria",2005,7,0
"Burkina Faso",2005,7,0
"Burundi",2005,7,0
"Cambodia",2005,7,0
"Canada",2005,7,0
"Cape Verde",2005,7,0
"Chad",2005,7,0
"Chile",2005,7,0
"China",2005,7,0
"Comoros",2005,7,0
"Costa Rica",2005,7,0
"Croatia",2005,7,0
"Cuba",2005,7,0
"Cyprus",2005,7,0
"Czech Republic",2005,7,0
"Denmark",2005,7,0
"Djibouti",2005,7,0
"Dominican Republic",2005,7,0
"Ecuador",2005,7,0
"El Salvador",2005,7,0
"Equatorial Guinea",2005,7,0
"Eritrea",2005,7,0
"Estonia",2005,7,0
"Ethiopia",2005,7,0
"Fiji",2005,7,0
"Finland",2005,7,0
"France",2005,7,0
"Gabon",2005,7,0
"Gambia",2005,7,0
"Georgia",2005,7,0
"Germany",2005,7,0
"Ghana",2005,7,0
"Greece",2005,7,0
"Guatemala",2005,7,0
"Guinea",2005,7,0
"Guinea-Bissau",2005,7,0
"Guyana",2005,7,0
"Honduras",2005,7,0
"Hungary",2005,7,0
"Iceland",2005,7,0
"Ireland",2005,7,0
"Italy",2005,7,0
"Jamaica",2005,7,0
"Jordan",2005,7,0
"Kazakhstan",2005,7,0
"Kuwait",2005,7,0
"Kyrgyzstan",2005,7,0
"Latvia",2005,7,0
"Lesotho",2005,7,0
"Liberia",2005,7,0
"Libya",2005,7,0
"Lithuania",2005,7,0
"Luxembourg",2005,7,0
"Madagascar",2005,7,0
"Malawi",2005,7,0
"Malaysia",2005,7,0
"Mali",2005,7,0
"Mauritania",2005,7,0
"Mauritius",2005,7,0
"Mexico",2005,7,0
"Mongolia",2005,7,0
"Morocco",2005,7,0
"Mozambique",2005,7,0
"Namibia",2005,7,0
"Netherlands",2005,7,0
"New Zealand",2005,7,0
"Nicaragua",2005,7,0
"Niger",2005,7,0
"Norway",2005,7,0
"Oman",2005,7,0
"Panama",2005,7,0
"Papua New Guinea",2005,7,0
"Paraguay",2005,7,0
"Portugal",2005,7,0
"Qatar",2005,7,0
"Romania",2005,7,0
"Rwanda",2005,7,0
"Sao Tome and Principe",2005,7,0
"Saudi Arabia",2005,7,0
"Seychelles",2005,7,0
"Sierra Leone",2005,7,0
"Singapore",2005,7,0
"Slovakia",2005,7,0
"Slovenia",2005,7,0
"Solomon Islands",2005,7,0
"South Africa",2005,7,0
"Suriname",2005,7,0
"Swaziland",2005,7,0
"Sweden",2005,7,0
"Switzerland",2005,7,0
"Tajikistan",2005,7,0
"Togo",2005,7,0
"Trinidad and Tobago",2005,7,0
"Tunisia",2005,7,0
"Turkmenistan",2005,7,0
"Ukraine",2005,7,0
"United Arab Emirates",2005,7,0
"United Kingdom",2005,7,0
"Uruguay",2005,7,0
"Uzbekistan",2005,7,0
"Venezuela",2005,7,0
"Vietnam",2005,7,0
"Zambia",2005,7,0
